Time	2uM	[G-act] (0)	[G-act] (t)
1515.02	8.15661E-07	0.000002	1.18434E-06
1525.02	8.18841E-07	0.000002	1.18116E-06
1535.01	8.36922E-07	0.000002	1.16308E-06
1545.02	8.3734E-07	0.000002	1.16266E-06
1555.02	8.48223E-07	0.000002	1.15178E-06
1565.02	8.44531E-07	0.000002	1.15547E-06
1575.01	8.59531E-07	0.000002	1.14047E-06
1585.02	8.54202E-07	0.000002	1.1458E-06
1595.01	8.69547E-07	0.000002	1.13045E-06
1605.02	8.73732E-07	0.000002	1.12627E-06
1615.02	8.69487E-07	0.000002	1.13051E-06
1625.02	8.81169E-07	0.000002	1.11883E-06
1635.01	8.91117E-07	0.000002	1.10888E-06
1645.02	8.9998E-07	0.000002	1.10002E-06
1655.01	9.05956E-07	0.000002	1.09404E-06
1665.01	9.06092E-07	0.000002	1.09391E-06
1675.02	9.09346E-07	0.000002	1.09065E-06
1685.02	9.2199E-07	0.000002	1.07801E-06
1695.02	9.2834E-07	0.000002	1.07166E-06
1705.02	9.35098E-07	0.000002	1.0649E-06
1715.01	9.51821E-07	0.000002	1.04818E-06
1725.02	9.45227E-07	0.000002	1.05477E-06
1735.02	9.61007E-07	0.000002	1.03899E-06
1745.02	9.60089E-07	0.000002	1.03991E-06
1755.02	9.56902E-07	0.000002	1.0431E-06
1765.02	9.68065E-07	0.000002	1.03193E-06
1775.02	9.76122E-07	0.000002	1.02388E-06
1785.01	9.79097E-07	0.000002	1.0209E-06
1795.01	9.86064E-07	0.000002	1.01394E-06
1805.01	9.90631E-07	0.000002	1.00937E-06
1815.01	9.99782E-07	0.000002	1.00022E-06
1825.01	1.00232E-06	0.000002	9.9768E-07
1835.01	1.0113E-06	0.000002	9.88703E-07
1845.01	1.00254E-06	0.000002	9.97458E-07
1855.02	1.00956E-06	0.000002	9.90439E-07
1865.03	1.02662E-06	0.000002	9.73379E-07
1875.01	1.03961E-06	0.000002	9.60394E-07
1885.02	1.04033E-06	0.000002	9.59675E-07
1895.01	1.03683E-06	0.000002	9.63175E-07
1905.01	1.05379E-06	0.000002	9.46214E-07
1915.02	1.05535E-06	0.000002	9.44648E-07
1925.02	1.05493E-06	0.000002	9.45071E-07
1935.02	1.06878E-06	0.000002	9.31223E-07
1945.01	1.06547E-06	0.000002	9.3453E-07
1955.02	1.07579E-06	0.000002	9.24213E-07
1965.01	1.07697E-06	0.000002	9.23026E-07
1975.02	1.07317E-06	0.000002	9.26831E-07
1985.01	1.0833E-06	0.000002	9.167E-07
1995.02	1.08639E-06	0.000002	9.13609E-07
2005.01	1.09735E-06	0.000002	9.02654E-07
2015.02	1.1052E-06	0.000002	8.94796E-07
2025.01	1.10356E-06	0.000002	8.96438E-07
2035.01	1.11956E-06	0.000002	8.80438E-07
2045.02	1.1186E-06	0.000002	8.81404E-07
2055.02	1.11989E-06	0.000002	8.80113E-07
2065.01	1.11711E-06	0.000002	8.82891E-07
2075.03	1.13541E-06	0.000002	8.64587E-07
2085.02	1.1296E-06	0.000002	8.704E-07
2095.02	1.13046E-06	0.000002	8.69544E-07
2105.01	1.13947E-06	0.000002	8.60529E-07
2115.01	1.15257E-06	0.000002	8.47426E-07
2125.01	1.15572E-06	0.000002	8.44285E-07
2135.01	1.15431E-06	0.000002	8.45691E-07
2145.02	1.16929E-06	0.000002	8.30713E-07
2155.02	1.16965E-06	0.000002	8.30347E-07
2165.02	1.17255E-06	0.000002	8.27454E-07
2175.02	1.17595E-06	0.000002	8.24054E-07
2185.01	1.1899E-06	0.000002	8.10102E-07
2195.01	1.18549E-06	0.000002	8.1451E-07
2205.02	1.18747E-06	0.000002	8.12528E-07
2215.02	1.19603E-06	0.000002	8.03969E-07
2225.01	1.20755E-06	0.000002	7.92449E-07
2235.01	1.20897E-06	0.000002	7.91029E-07
2245.01	1.2009E-06	0.000002	7.99095E-07
2255.02	1.22111E-06	0.000002	7.78887E-07
2265.01	1.22617E-06	0.000002	7.73828E-07
2275.02	1.22496E-06	0.000002	7.7504E-07
2285.01	1.22915E-06	0.000002	7.70846E-07
2295.02	1.23811E-06	0.000002	7.61891E-07
2305.02	1.23664E-06	0.000002	7.63357E-07
2315.02	1.23721E-06	0.000002	7.62792E-07
2325.01	1.24874E-06	0.000002	7.51257E-07
2335.02	1.25585E-06	0.000002	7.44146E-07
2345.01	1.2485E-06	0.000002	7.51501E-07
2355.01	1.26106E-06	0.000002	7.3894E-07
2365.01	1.26119E-06	0.000002	7.38814E-07
2375.01	1.26226E-06	0.000002	7.37738E-07
2385.02	1.27373E-06	0.000002	7.2627E-07
2395	1.27758E-06	0.000002	7.22424E-07
2405.01	1.27675E-06	0.000002	7.23249E-07
2415.02	1.2773E-06	0.000002	7.22704E-07
2425.02	1.28101E-06	0.000002	7.18989E-07
2435.02	1.28165E-06	0.000002	7.18353E-07
2445.02	1.29451E-06	0.000002	7.05488E-07
2455.01	1.30149E-06	0.000002	6.9851E-07
2465.01	1.2932E-06	0.000002	7.06796E-07
2475.01	1.30312E-06	0.000002	6.96885E-07
2485.03	1.30887E-06	0.000002	6.91127E-07
2495.01	1.31489E-06	0.000002	6.85114E-07
2505.02	1.32075E-06	0.000002	6.79245E-07
2515.01	1.31634E-06	0.000002	6.83658E-07
2525.02	1.3302E-06	0.000002	6.698E-07
2535.01	1.3298E-06	0.000002	6.70197E-07
2545.02	1.32972E-06	0.000002	6.70285E-07
2555	1.33433E-06	0.000002	6.6567E-07
2565.01	1.34152E-06	0.000002	6.58483E-07
2575.02	1.3398E-06	0.000002	6.60197E-07
2585.01	1.33825E-06	0.000002	6.61752E-07
2595.02	1.34718E-06	0.000002	6.5282E-07
2605.01	1.34988E-06	0.000002	6.50116E-07
2615.01	1.35292E-06	0.000002	6.47077E-07
2625.02	1.36741E-06	0.000002	6.3259E-07
2635.01	1.36287E-06	0.000002	6.37129E-07
2645.01	1.36283E-06	0.000002	6.3717E-07
2655.02	1.37786E-06	0.000002	6.22137E-07
2665.02	1.38216E-06	0.000002	6.17841E-07
2675.01	1.37772E-06	0.000002	6.22279E-07
2685.02	1.3813E-06	0.000002	6.18701E-07
2695.02	1.3917E-06	0.000002	6.08303E-07
2705.01	1.38836E-06	0.000002	6.11643E-07
2715.01	1.39569E-06	0.000002	6.04315E-07
2725.01	1.39782E-06	0.000002	6.02175E-07
2735.02	1.39766E-06	0.000002	6.02336E-07
2745	1.39096E-06	0.000002	6.09041E-07
2755.01	1.406E-06	0.000002	5.93999E-07
2765.02	1.40311E-06	0.000002	5.96891E-07
2775.01	1.4053E-06	0.000002	5.94704E-07
2785.01	1.41344E-06	0.000002	5.86561E-07
2795.02	1.41696E-06	0.000002	5.83042E-07
2805.02	1.41317E-06	0.000002	5.86832E-07
2815.01	1.42413E-06	0.000002	5.75868E-07
2825.01	1.41892E-06	0.000002	5.8108E-07
2835.02	1.429E-06	0.000002	5.70999E-07
2845.01	1.4337E-06	0.000002	5.663E-07
2855.01	1.43389E-06	0.000002	5.66107E-07
2865.01	1.44523E-06	0.000002	5.54773E-07
2875.02	1.44782E-06	0.000002	5.52177E-07
2885.02	1.44555E-06	0.000002	5.54454E-07
2895.02	1.44702E-06	0.000002	5.52979E-07
2905.01	1.4554E-06	0.000002	5.44603E-07
2915.02	1.45888E-06	0.000002	5.41115E-07
2925.01	1.46132E-06	0.000002	5.38677E-07
2935.02	1.45879E-06	0.000002	5.41213E-07
2945.01	1.46084E-06	0.000002	5.3916E-07
2955.01	1.463E-06	0.000002	5.37004E-07
2965.02	1.47019E-06	0.000002	5.29814E-07
2975.01	1.46999E-06	0.000002	5.30009E-07
2985.01	1.48659E-06	0.000002	5.13415E-07
2995.01	1.47506E-06	0.000002	5.24942E-07
3005.01	1.48181E-06	0.000002	5.18191E-07
3015.01	1.48368E-06	0.000002	5.16317E-07
3025.01	1.48086E-06	0.000002	5.19137E-07
3035.01	1.49183E-06	0.000002	5.08173E-07
3045.01	1.48963E-06	0.000002	5.10366E-07
3055.01	1.4936E-06	0.000002	5.064E-07
3065.01	1.49759E-06	0.000002	5.02406E-07
3075.01	1.50774E-06	0.000002	4.92264E-07
3085.02	1.51582E-06	0.000002	4.84181E-07
3095.02	1.50586E-06	0.000002	4.94141E-07
3105.02	1.51016E-06	0.000002	4.89837E-07
3115.02	1.51272E-06	0.000002	4.87276E-07
3125.02	1.5182E-06	0.000002	4.81797E-07
3135.01	1.51831E-06	0.000002	4.81694E-07
3145.01	1.52411E-06	0.000002	4.75893E-07
3155.01	1.52134E-06	0.000002	4.78659E-07
3165.01	1.51741E-06	0.000002	4.82587E-07
3175	1.53386E-06	0.000002	4.6614E-07
3185.01	1.52138E-06	0.000002	4.78624E-07
3195.02	1.53632E-06	0.000002	4.63675E-07
3205.02	1.53433E-06	0.000002	4.65669E-07
3215.01	1.53426E-06	0.000002	4.65736E-07
3225.01	1.55154E-06	0.000002	4.48465E-07
3235.02	1.54086E-06	0.000002	4.59142E-07
3245.01	1.53906E-06	0.000002	4.60939E-07
3255.01	1.55399E-06	0.000002	4.46008E-07
3265.02	1.55517E-06	0.000002	4.4483E-07
3275.02	1.55469E-06	0.000002	4.45308E-07
3285.02	1.54623E-06	0.000002	4.53767E-07
3295.02	1.54377E-06	0.000002	4.56229E-07
3305.02	1.55466E-06	0.000002	4.45341E-07
3315.01	1.56595E-06	0.000002	4.34053E-07
3325.01	1.56382E-06	0.000002	4.36185E-07
3335.01	1.5684E-06	0.000002	4.31596E-07
3345.01	1.56463E-06	0.000002	4.35371E-07
3355.01	1.56438E-06	0.000002	4.35625E-07
3365.02	1.56544E-06	0.000002	4.34561E-07
3375.01	1.58664E-06	0.000002	4.13358E-07
3385.02	1.57432E-06	0.000002	4.25676E-07
3395.01	1.58672E-06	0.000002	4.13282E-07
3405.02	1.58783E-06	0.000002	4.12172E-07
3415.01	1.59162E-06	0.000002	4.08384E-07
3425	1.57275E-06	0.000002	4.27249E-07
3435.01	1.59288E-06	0.000002	4.07116E-07
3445.01	1.58532E-06	0.000002	4.14678E-07
3455.01	1.59971E-06	0.000002	4.0029E-07
3465.02	1.57886E-06	0.000002	4.21143E-07
3475.01	1.58687E-06	0.000002	4.13129E-07
3485.01	1.59841E-06	0.000002	4.01592E-07
3495.01	1.59802E-06	0.000002	4.01982E-07
3505.02	1.60488E-06	0.000002	3.95118E-07
3515.01	1.61391E-06	0.000002	3.86086E-07
3525.01	1.61314E-06	0.000002	3.86862E-07
3535.01	1.61203E-06	0.000002	3.87972E-07
3545.01	1.61968E-06	0.000002	3.80319E-07
3555.02	1.60791E-06	0.000002	3.92087E-07
3565.02	1.61095E-06	0.000002	3.89048E-07
3575.02	1.61751E-06	0.000002	3.82488E-07
3585	1.61308E-06	0.000002	3.86924E-07
3595.02	1.62535E-06	0.000002	3.7465E-07
3605.01	1.62287E-06	0.000002	3.77132E-07
3615.01	1.62387E-06	0.000002	3.76127E-07
3625.01	1.63774E-06	0.000002	3.62262E-07
3635.01	1.62833E-06	0.000002	3.7167E-07
3645.02	1.63273E-06	0.000002	3.67267E-07
3655.01	1.63411E-06	0.000002	3.65889E-07
3665.02	1.62704E-06	0.000002	3.72963E-07
3675.02	1.63899E-06	0.000002	3.61008E-07
3685.02	1.63695E-06	0.000002	3.63053E-07
3695.03	1.65045E-06	0.000002	3.49555E-07
3705.01	1.6393E-06	0.000002	3.60703E-07
3715.02	1.6451E-06	0.000002	3.54904E-07
3725.01	1.6552E-06	0.000002	3.44797E-07
3735.01	1.64712E-06	0.000002	3.52885E-07
3745.01	1.64832E-06	0.000002	3.51682E-07
3755.02	1.65019E-06	0.000002	3.49807E-07
3765.01	1.64745E-06	0.000002	3.52547E-07
3775.01	1.67004E-06	0.000002	3.29956E-07
3785.01	1.66775E-06	0.000002	3.32253E-07
3795	1.66126E-06	0.000002	3.3874E-07
3805.01	1.65265E-06	0.000002	3.47347E-07
3815.01	1.66714E-06	0.000002	3.32857E-07
3825.02	1.66215E-06	0.000002	3.37853E-07
3835.01	1.66718E-06	0.000002	3.32818E-07
3845.01	1.67378E-06	0.000002	3.26223E-07
3855.01	1.67212E-06	0.000002	3.27876E-07
3865.02	1.67332E-06	0.000002	3.26681E-07
3875.02	1.67932E-06	0.000002	3.20682E-07
3885.01	1.66803E-06	0.000002	3.3197E-07
3895.02	1.68918E-06	0.000002	3.10819E-07
3905.01	1.68305E-06	0.000002	3.16945E-07
3915.01	1.67396E-06	0.000002	3.26037E-07
3925.01	1.68109E-06	0.000002	3.18907E-07
3935.01	1.68731E-06	0.000002	3.12692E-07
3945.02	1.68742E-06	0.000002	3.12579E-07
3955.01	1.68448E-06	0.000002	3.15521E-07
3965.02	1.69589E-06	0.000002	3.0411E-07
3975.01	1.69394E-06	0.000002	3.06063E-07
3985.02	1.68382E-06	0.000002	3.16176E-07
3995.01	1.68135E-06	0.000002	3.18653E-07
4005.01	1.69353E-06	0.000002	3.06474E-07
4015.03	1.68616E-06	0.000002	3.13844E-07
4025.02	1.69377E-06	0.000002	3.06229E-07
4035.02	1.69169E-06	0.000002	3.08314E-07
4045.02	1.70658E-06	0.000002	2.93417E-07
4055.02	1.70542E-06	0.000002	2.94582E-07
4065.02	1.70555E-06	0.000002	2.94451E-07
4075.01	1.70753E-06	0.000002	2.92471E-07
4085.02	1.69379E-06	0.000002	3.06206E-07
4095.01	1.70404E-06	0.000002	2.95959E-07
4105.01	1.69997E-06	0.000002	3.00032E-07
4115.01	1.70579E-06	0.000002	2.94214E-07
4125.02	1.71331E-06	0.000002	2.8669E-07
4135.02	1.71733E-06	0.000002	2.82668E-07
4145.02	1.71424E-06	0.000002	2.85761E-07
4155.02	1.71862E-06	0.000002	2.81382E-07
4165.01	1.70782E-06	0.000002	2.92184E-07
4175.01	1.7223E-06	0.000002	2.77705E-07
4185.01	1.71871E-06	0.000002	2.81289E-07
4195.01	1.72723E-06	0.000002	2.72772E-07
4205.02	1.7288E-06	0.000002	2.71203E-07
4215.01	1.72386E-06	0.000002	2.76137E-07
4225.01	1.72377E-06	0.000002	2.76234E-07
4235.02	1.72859E-06	0.000002	2.71412E-07
4245.02	1.72653E-06	0.000002	2.73469E-07
4255.01	1.71591E-06	0.000002	2.84092E-07
4265.02	1.72824E-06	0.000002	2.71758E-07
4275.01	1.73411E-06	0.000002	2.65893E-07
4285.02	1.71806E-06	0.000002	2.81936E-07
4295.02	1.73253E-06	0.000002	2.67469E-07
4305.02	1.74272E-06	0.000002	2.57282E-07
4315.01	1.74104E-06	0.000002	2.58965E-07
4325.02	1.72961E-06	0.000002	2.70387E-07
4335.02	1.73516E-06	0.000002	2.64841E-07
4345.02	1.73941E-06	0.000002	2.60592E-07
4355.02	1.75196E-06	0.000002	2.48036E-07
4365.02	1.74326E-06	0.000002	2.56735E-07
4375.02	1.75094E-06	0.000002	2.49058E-07
4385.02	1.75063E-06	0.000002	2.49374E-07
4395.01	1.74845E-06	0.000002	2.51554E-07
4405.01	1.74461E-06	0.000002	2.55392E-07
4415.01	1.75524E-06	0.000002	2.44761E-07
4425.01	1.74885E-06	0.000002	2.51147E-07
4435.02	1.7384E-06	0.000002	2.61598E-07
4445.02	1.75623E-06	0.000002	2.43774E-07
4455.02	1.75442E-06	0.000002	2.45577E-07
4465.01	1.75448E-06	0.000002	2.45522E-07
4475.02	1.75647E-06	0.000002	2.43533E-07
4485.02	1.7566E-06	0.000002	2.434E-07
4495.02	1.75932E-06	0.000002	2.40678E-07
4505.02	1.76202E-06	0.000002	2.37977E-07
4515.02	1.76685E-06	0.000002	2.33153E-07
4525.01	1.7592E-06	0.000002	2.40802E-07
4535.01	1.75688E-06	0.000002	2.43123E-07
4545.01	1.76698E-06	0.000002	2.33015E-07
4555.02	1.7686E-06	0.000002	2.314E-07
4565.01	1.76831E-06	0.000002	2.31691E-07
4575.02	1.76135E-06	0.000002	2.38647E-07
4585.01	1.7773E-06	0.000002	2.22695E-07
4595.01	1.78075E-06	0.000002	2.19248E-07
4605.01	1.76723E-06	0.000002	2.32767E-07
4615.01	1.76864E-06	0.000002	2.31359E-07
4625.01	1.7731E-06	0.000002	2.26903E-07
4635.02	1.77241E-06	0.000002	2.27589E-07
4645.02	1.77861E-06	0.000002	2.21395E-07
4655.01	1.77724E-06	0.000002	2.22763E-07
4665.01	1.77033E-06	0.000002	2.29668E-07
4675.01	1.77891E-06	0.000002	2.21085E-07
4685.01	1.78883E-06	0.000002	2.11174E-07
4695.02	1.79245E-06	0.000002	2.07548E-07
4705.02	1.78075E-06	0.000002	2.19251E-07
4715.01	1.7817E-06	0.000002	2.18297E-07
4725.01	1.77424E-06	0.000002	2.25759E-07
4735.01	1.79374E-06	0.000002	2.06257E-07
4745.01	1.79016E-06	0.000002	2.09836E-07
4755.01	1.78665E-06	0.000002	2.13351E-07
4765.01	1.78133E-06	0.000002	2.18672E-07
4775.01	1.79261E-06	0.000002	2.07394E-07
4785.01	1.79676E-06	0.000002	2.03241E-07
4795.02	1.78017E-06	0.000002	2.19828E-07
4805.02	1.78716E-06	0.000002	2.12837E-07
4815.02	1.7879E-06	0.000002	2.12103E-07
4825.01	1.80272E-06	0.000002	1.9728E-07
4835.01	1.80242E-06	0.000002	1.97585E-07
4845.02	1.7969E-06	0.000002	2.03104E-07
4855.01	1.78983E-06	0.000002	2.10174E-07
4865.02	1.80642E-06	0.000002	1.93576E-07
4875.01	1.8003E-06	0.000002	1.99699E-07
4885.02	1.80107E-06	0.000002	1.98933E-07
4895.01	1.80934E-06	0.000002	1.90664E-07
4905.01	1.80035E-06	0.000002	1.99651E-07
4915.02	1.78876E-06	0.000002	2.11236E-07
4925.01	1.79809E-06	0.000002	2.01915E-07
4935.01	1.80936E-06	0.000002	1.90638E-07
4945.01	1.80333E-06	0.000002	1.96671E-07
4955.02	1.81674E-06	0.000002	1.83257E-07
4965.01	1.81056E-06	0.000002	1.89437E-07
4975	1.80762E-06	0.000002	1.92375E-07
4985.02	1.80686E-06	0.000002	1.93138E-07
4995.02	1.81743E-06	0.000002	1.82568E-07
5005.01	1.80042E-06	0.000002	1.99583E-07
5015.01	1.80673E-06	0.000002	1.93272E-07
5025.02	1.81038E-06	0.000002	1.89624E-07
5035.01	1.81343E-06	0.000002	1.86573E-07
5045.01	1.80385E-06	0.000002	1.96151E-07
5055.01	1.81402E-06	0.000002	1.85978E-07
5065.02	1.81727E-06	0.000002	1.82732E-07
5075.01	1.815E-06	0.000002	1.84995E-07
5085.02	1.82096E-06	0.000002	1.79036E-07
5095.01	1.8127E-06	0.000002	1.87297E-07
5105.01	1.81128E-06	0.000002	1.88715E-07
5115.01	1.81788E-06	0.000002	1.82122E-07
5125.01	1.82407E-06	0.000002	1.75928E-07
5135.02	1.81235E-06	0.000002	1.87646E-07
5145.02	1.82698E-06	0.000002	1.73022E-07
5155.01	1.8252E-06	0.000002	1.74804E-07
5165.02	1.82497E-06	0.000002	1.75031E-07
5175.01	1.82377E-06	0.000002	1.76234E-07
5185.02	1.81696E-06	0.000002	1.83045E-07
5195.02	1.82303E-06	0.000002	1.76965E-07
5205.02	1.83058E-06	0.000002	1.69421E-07
5215.02	1.81457E-06	0.000002	1.85432E-07
5225.03	1.83188E-06	0.000002	1.68121E-07
5235.02	1.81916E-06	0.000002	1.80837E-07
5245.01	1.81492E-06	0.000002	1.85076E-07
5255.02	1.82957E-06	0.000002	1.70427E-07
5265.02	1.82074E-06	0.000002	1.79259E-07
5275.01	1.8354E-06	0.000002	1.64603E-07
5285.01	1.82599E-06	0.000002	1.74008E-07
5295	1.82175E-06	0.000002	1.78247E-07
5305.02	1.82701E-06	0.000002	1.7299E-07
5315.01	1.83407E-06	0.000002	1.65933E-07
5325.01	1.83973E-06	0.000002	1.60273E-07
5335.01	1.82719E-06	0.000002	1.72807E-07
5345.02	1.82982E-06	0.000002	1.70183E-07
5355.02	1.83424E-06	0.000002	1.6576E-07
5365.01	1.8249E-06	0.000002	1.75103E-07
5375.01	1.82545E-06	0.000002	1.74548E-07
5385.02	1.83509E-06	0.000002	1.64911E-07
5395.02	1.83417E-06	0.000002	1.65834E-07
5405.02	1.83337E-06	0.000002	1.66634E-07
5415.02	1.83268E-06	0.000002	1.67317E-07
5425.02	1.83396E-06	0.000002	1.6604E-07
