Time	5uM	[G-act] (0)	[G-act] (t)
865.02	4.58356E-06	0.000005	4.16443E-07
875.02	4.61023E-06	0.000005	3.89769E-07
885.01	4.60779E-06	0.000005	3.92206E-07
895.02	4.61937E-06	0.000005	3.80627E-07
905.01	4.63326E-06	0.000005	3.66735E-07
915.01	4.63312E-06	0.000005	3.6688E-07
925.02	4.66955E-06	0.000005	3.30448E-07
935.01	4.66418E-06	0.000005	3.35816E-07
945.01	4.6877E-06	0.000005	3.12297E-07
955.02	4.6808E-06	0.000005	3.19197E-07
965.01	4.69164E-06	0.000005	3.08365E-07
975.01	4.69957E-06	0.000005	3.00434E-07
985.01	4.70717E-06	0.000005	2.9283E-07
995.02	4.71596E-06	0.000005	2.84045E-07
1005.02	4.71558E-06	0.000005	2.84419E-07
1015.01	4.72855E-06	0.000005	2.71451E-07
1025.01	4.73992E-06	0.000005	2.60081E-07
1035.01	4.74782E-06	0.000005	2.52177E-07
1045.01	4.74226E-06	0.000005	2.57737E-07
1055.02	4.76719E-06	0.000005	2.32811E-07
1065.01	4.76529E-06	0.000005	2.34706E-07
1075.01	4.76279E-06	0.000005	2.37207E-07
1085.01	4.76303E-06	0.000005	2.36972E-07
1095.02	4.78372E-06	0.000005	2.1628E-07
1105.01	4.77178E-06	0.000005	2.28217E-07
1115.02	4.79275E-06	0.000005	2.0725E-07
1125.02	4.78412E-06	0.000005	2.15876E-07
1135.02	4.80458E-06	0.000005	1.95424E-07
1145.02	4.81064E-06	0.000005	1.89361E-07
1155.01	4.81103E-06	0.000005	1.88975E-07
1165.01	4.80932E-06	0.000005	1.90679E-07
1175.01	4.82818E-06	0.000005	1.71817E-07
1185.03	4.82396E-06	0.000005	1.76036E-07
1195.02	4.82127E-06	0.000005	1.78725E-07
1205.02	4.82295E-06	0.000005	1.7705E-07
1215.02	4.84679E-06	0.000005	1.53211E-07
1225.02	4.83108E-06	0.000005	1.6892E-07
1235.02	4.84659E-06	0.000005	1.53414E-07
1245.01	4.84043E-06	0.000005	1.59572E-07
1255.01	4.84357E-06	0.000005	1.56425E-07
1265.02	4.83113E-06	0.000005	1.68868E-07
1275.02	4.82819E-06	0.000005	1.7181E-07
1285.01	4.84739E-06	0.000005	1.52613E-07
1295.02	4.85002E-06	0.000005	1.49976E-07
1305.01	4.86618E-06	0.000005	1.33821E-07
1315.02	4.85701E-06	0.000005	1.42987E-07
1325.01	4.85361E-06	0.000005	1.46392E-07
1335.01	4.8603E-06	0.000005	1.397E-07
1345	4.86687E-06	0.000005	1.33134E-07
1355.02	4.84301E-06	0.000005	1.56993E-07
1365.01	4.87482E-06	0.000005	1.25182E-07
1375.02	4.86839E-06	0.000005	1.31608E-07
1385.02	4.85382E-06	0.000005	1.46182E-07
1395.02	4.87752E-06	0.000005	1.2248E-07
1405.01	4.88081E-06	0.000005	1.19192E-07
1415.01	4.88322E-06	0.000005	1.16781E-07
1425.02	4.86876E-06	0.000005	1.31243E-07
1435.02	4.87098E-06	0.000005	1.29015E-07
1445.01	4.86564E-06	0.000005	1.34355E-07
1455.02	4.86358E-06	0.000005	1.36418E-07
1465.02	4.88087E-06	0.000005	1.19125E-07
1475.01	4.86683E-06	0.000005	1.33169E-07
1485.02	4.87293E-06	0.000005	1.27074E-07
1495.02	4.8612E-06	0.000005	1.38801E-07
1505.01	4.87549E-06	0.000005	1.24515E-07
1515.02	4.88065E-06	0.000005	1.19353E-07
1525.02	4.87671E-06	0.000005	1.23292E-07
1535.01	4.86422E-06	0.000005	1.35784E-07
1545.02	0.0000049	0.000005	1E-07
1555.02	4.89448E-06	0.000005	1.05521E-07
1565.02	4.89884E-06	0.000005	1.01156E-07
1575.01	4.88579E-06	0.000005	1.14212E-07
1585.02	4.88882E-06	0.000005	1.1118E-07
1595.01	4.8721E-06	0.000005	1.27902E-07
1605.02	4.89504E-06	0.000005	1.0496E-07
1615.02	4.86866E-06	0.000005	1.31337E-07
1625.02	4.89322E-06	0.000005	1.06782E-07
1635.01	4.87992E-06	0.000005	1.20077E-07
1645.02	4.86714E-06	0.000005	1.32861E-07
1655.01	4.88643E-06	0.000005	1.13569E-07
1665.01	4.87124E-06	0.000005	1.28763E-07
1675.02	4.89005E-06	0.000005	1.09954E-07
1685.02	4.88955E-06	0.000005	1.10448E-07
1695.02	4.88815E-06	0.000005	1.11849E-07
1705.02	4.88682E-06	0.000005	1.13177E-07
1715.01	4.88E-06	0.000005	1.19997E-07
1725.02	4.8856E-06	0.000005	1.14398E-07
1735.02	4.89528E-06	0.000005	1.04719E-07
1745.02	4.87706E-06	0.000005	1.22936E-07
1755.02	4.87013E-06	0.000005	1.29869E-07
1765.02	4.87386E-06	0.000005	1.26137E-07
1775.02	4.87371E-06	0.000005	1.2629E-07
1785.01	4.88347E-06	0.000005	1.16534E-07
1795.01	4.89568E-06	0.000005	1.04318E-07
1805.01	4.88113E-06	0.000005	1.18869E-07
1815.01	4.86888E-06	0.000005	1.31119E-07
1825.01	4.88739E-06	0.000005	1.12606E-07
1835.01	4.88113E-06	0.000005	1.18874E-07
1845.01	4.87545E-06	0.000005	1.24551E-07
1855.02	4.89515E-06	0.000005	1.04849E-07
1865.03	4.88604E-06	0.000005	1.13957E-07
1875.01	4.89195E-06	0.000005	1.08047E-07
1885.02	4.88713E-06	0.000005	1.12874E-07
1895.01	4.88704E-06	0.000005	1.12962E-07
1905.01	4.87539E-06	0.000005	1.24613E-07
1915.02	4.87632E-06	0.000005	1.23683E-07
1925.02	4.89027E-06	0.000005	1.09726E-07
1935.02	4.87207E-06	0.000005	1.27931E-07
1945.01	4.87166E-06	0.000005	1.28337E-07
1955.02	4.878E-06	0.000005	1.21997E-07
1965.01	4.87808E-06	0.000005	1.21916E-07
1975.02	4.88052E-06	0.000005	1.19485E-07
1985.01	4.87809E-06	0.000005	1.21907E-07
