Time	7uM	[G-act] (0)	[G-act] (t)
495.01	6.45093E-06	0.000007	5.49066E-07
505.02	6.46321E-06	0.000007	5.36795E-07
515.02	6.51028E-06	0.000007	4.89719E-07
525.02	6.54506E-06	0.000007	4.54942E-07
535.02	6.55494E-06	0.000007	4.45058E-07
545.02	6.56508E-06	0.000007	4.34921E-07
555.02	6.56713E-06	0.000007	4.32873E-07
565.02	6.62432E-06	0.000007	3.75679E-07
575.01	6.62384E-06	0.000007	3.76164E-07
585.02	6.64326E-06	0.000007	3.56738E-07
595.01	6.6364E-06	0.000007	3.63595E-07
605.01	6.66767E-06	0.000007	3.32326E-07
615.02	6.68606E-06	0.000007	3.13938E-07
625.02	6.71002E-06	0.000007	2.89983E-07
635.03	6.70036E-06	0.000007	2.99643E-07
645.01	6.72906E-06	0.000007	2.70944E-07
655.01	6.7143E-06	0.000007	2.85699E-07
665.01	6.77036E-06	0.000007	2.29644E-07
675.02	6.73464E-06	0.000007	2.65364E-07
685.02	6.74501E-06	0.000007	2.54994E-07
695.01	6.78414E-06	0.000007	2.15865E-07
705.02	6.7926E-06	0.000007	2.07402E-07
715.01	6.80046E-06	0.000007	1.99542E-07
725.02	6.79583E-06	0.000007	2.04166E-07
735.01	6.7714E-06	0.000007	2.28602E-07
745.01	6.79396E-06	0.000007	2.06045E-07
755.01	6.8143E-06	0.000007	1.85698E-07
765.02	6.81915E-06	0.000007	1.8085E-07
775.02	6.82911E-06	0.000007	1.70891E-07
785.02	6.86452E-06	0.000007	1.35484E-07
795.02	6.82399E-06	0.000007	1.76012E-07
805.02	6.83417E-06	0.000007	1.65833E-07
815.01	6.82772E-06	0.000007	1.72283E-07
825.01	6.86283E-06	0.000007	1.37174E-07
835.01	6.83873E-06	0.000007	1.61275E-07
845.02	6.87108E-06	0.000007	1.28917E-07
855.01	6.8545E-06	0.000007	1.45503E-07
865.02	6.83302E-06	0.000007	1.66979E-07
875.02	6.82568E-06	0.000007	1.74324E-07
885.01	6.85093E-06	0.000007	1.49072E-07
895.02	6.86933E-06	0.000007	1.30668E-07
905.01	6.86231E-06	0.000007	1.37694E-07
915.01	0.0000069	0.000007	1E-07
925.02	6.87277E-06	0.000007	1.27226E-07
935.01	6.88003E-06	0.000007	1.19969E-07
945.01	6.84948E-06	0.000007	1.50524E-07
955.02	6.88867E-06	0.000007	1.11334E-07
965.01	6.88437E-06	0.000007	1.15626E-07
975.01	6.88349E-06	0.000007	1.1651E-07
985.01	6.88182E-06	0.000007	1.18179E-07
995.02	6.88972E-06	0.000007	1.10279E-07
1005.02	6.8683E-06	0.000007	1.317E-07
1015.01	6.89302E-06	0.000007	1.06983E-07
1025.01	6.85579E-06	0.000007	1.44213E-07
1035.01	6.89457E-06	0.000007	1.05435E-07
1045.01	6.8756E-06	0.000007	1.24396E-07
1055.02	6.85397E-06	0.000007	1.46025E-07
1065.01	6.855E-06	0.000007	1.44996E-07
1075.01	6.85936E-06	0.000007	1.40639E-07
1085.01	6.88206E-06	0.000007	1.1794E-07
1095.02	6.87485E-06	0.000007	1.25153E-07
1105.01	6.89246E-06	0.000007	1.07542E-07
1115.02	6.88109E-06	0.000007	1.18911E-07
1125.02	6.86556E-06	0.000007	1.34435E-07
1135.02	6.87382E-06	0.000007	1.26178E-07
1145.02	6.88279E-06	0.000007	1.17207E-07
1155.01	6.86113E-06	0.000007	1.38875E-07
1165.01	6.87714E-06	0.000007	1.22858E-07
1175.01	6.88835E-06	0.000007	1.11655E-07
1185.03	6.894E-06	0.000007	1.06001E-07
1195.02	6.88907E-06	0.000007	1.10929E-07
1205.02	6.88065E-06	0.000007	1.19349E-07
1215.02	6.86791E-06	0.000007	1.32092E-07
