Time	4uM	[G-act] (0)	[G-act] (t)
435.01	1.86653E-06	0.000004	2.13347E-06
445.02	1.88585E-06	0.000004	2.11415E-06
455.02	1.9352E-06	0.000004	2.0648E-06
465.01	1.98798E-06	0.000004	2.01202E-06
475.02	2.04113E-06	0.000004	1.95887E-06
485.02	2.07628E-06	0.000004	1.92372E-06
495.01	2.12324E-06	0.000004	1.87676E-06
505.02	2.16971E-06	0.000004	1.83029E-06
515.02	2.20708E-06	0.000004	1.79292E-06
525.02	2.23586E-06	0.000004	1.76414E-06
535.02	2.27488E-06	0.000004	1.72512E-06
545.02	2.32242E-06	0.000004	1.67758E-06
555.02	2.34859E-06	0.000004	1.65141E-06
565.02	2.39249E-06	0.000004	1.60751E-06
575.01	2.40846E-06	0.000004	1.59154E-06
585.02	2.45619E-06	0.000004	1.54381E-06
595.01	2.49402E-06	0.000004	1.50598E-06
605.01	2.52495E-06	0.000004	1.47505E-06
615.02	2.54703E-06	0.000004	1.45297E-06
625.02	2.58253E-06	0.000004	1.41747E-06
635.03	2.60358E-06	0.000004	1.39642E-06
645.01	2.64137E-06	0.000004	1.35863E-06
655.01	2.67043E-06	0.000004	1.32957E-06
665.01	2.70463E-06	0.000004	1.29537E-06
675.02	2.72036E-06	0.000004	1.27964E-06
685.02	2.75467E-06	0.000004	1.24533E-06
695.01	2.79025E-06	0.000004	1.20975E-06
705.02	2.80967E-06	0.000004	1.19033E-06
715.01	2.8288E-06	0.000004	1.1712E-06
725.02	2.84906E-06	0.000004	1.15094E-06
735.01	2.86516E-06	0.000004	1.13484E-06
745.01	2.90335E-06	0.000004	1.09665E-06
755.01	2.91097E-06	0.000004	1.08903E-06
765.02	2.95839E-06	0.000004	1.04161E-06
775.02	2.95819E-06	0.000004	1.04181E-06
785.02	2.99896E-06	0.000004	1.00104E-06
795.02	3.01952E-06	0.000004	9.80475E-07
805.02	3.02741E-06	0.000004	9.7259E-07
815.01	3.04671E-06	0.000004	9.53289E-07
825.01	3.08014E-06	0.000004	9.19857E-07
835.01	3.089E-06	0.000004	9.10996E-07
845.02	3.1101E-06	0.000004	8.89904E-07
855.01	3.10814E-06	0.000004	8.9186E-07
865.02	3.14043E-06	0.000004	8.59574E-07
875.02	3.13783E-06	0.000004	8.62171E-07
885.01	3.18003E-06	0.000004	8.19967E-07
895.02	3.19098E-06	0.000004	8.09017E-07
905.01	3.22366E-06	0.000004	7.76343E-07
915.01	3.23429E-06	0.000004	7.65708E-07
925.02	3.23095E-06	0.000004	7.69054E-07
935.01	3.25374E-06	0.000004	7.46262E-07
945.01	3.27822E-06	0.000004	7.21781E-07
955.02	3.27117E-06	0.000004	7.28832E-07
965.01	3.30745E-06	0.000004	6.92549E-07
975.01	3.32004E-06	0.000004	6.79962E-07
985.01	3.31279E-06	0.000004	6.87212E-07
995.02	3.34321E-06	0.000004	6.56786E-07
1005.02	3.35315E-06	0.000004	6.4685E-07
1015.01	3.34306E-06	0.000004	6.56939E-07
1025.01	3.37466E-06	0.000004	6.25336E-07
1035.01	3.38392E-06	0.000004	6.16082E-07
1045.01	3.39407E-06	0.000004	6.05934E-07
1055.02	3.40487E-06	0.000004	5.95129E-07
1065.01	3.4233E-06	0.000004	5.76697E-07
1075.01	3.42974E-06	0.000004	5.7026E-07
1085.01	3.42853E-06	0.000004	5.71473E-07
1095.02	3.45277E-06	0.000004	5.47226E-07
1105.01	3.46959E-06	0.000004	5.30412E-07
1115.02	3.47949E-06	0.000004	5.20506E-07
1125.02	3.47519E-06	0.000004	5.24806E-07
1135.02	3.50088E-06	0.000004	4.9912E-07
1145.02	3.50617E-06	0.000004	4.93832E-07
1155.01	3.50808E-06	0.000004	4.91917E-07
1165.01	3.52629E-06	0.000004	4.73713E-07
1175.01	3.53419E-06	0.000004	4.65811E-07
1185.03	3.53996E-06	0.000004	4.60038E-07
1195.02	3.53764E-06	0.000004	4.62357E-07
1205.02	3.56292E-06	0.000004	4.37078E-07
1215.02	3.56226E-06	0.000004	4.37738E-07
1225.02	3.58082E-06	0.000004	4.19183E-07
1235.02	3.58875E-06	0.000004	4.11251E-07
1245.01	3.58704E-06	0.000004	4.12957E-07
1255.01	3.5983E-06	0.000004	4.017E-07
1265.02	3.6061E-06	0.000004	3.93905E-07
1275.02	3.60322E-06	0.000004	3.96776E-07
1285.01	3.60226E-06	0.000004	3.97741E-07
1295.02	3.62054E-06	0.000004	3.79459E-07
1305.01	3.615E-06	0.000004	3.85E-07
1315.02	3.63525E-06	0.000004	3.64747E-07
1325.01	3.64131E-06	0.000004	3.58686E-07
1335.01	3.65409E-06	0.000004	3.45912E-07
1345	3.65721E-06	0.000004	3.42793E-07
1355.02	3.65526E-06	0.000004	3.44735E-07
1365.01	3.67017E-06	0.000004	3.2983E-07
1375.02	3.69026E-06	0.000004	3.09744E-07
1385.02	3.67265E-06	0.000004	3.27347E-07
1395.02	3.69223E-06	0.000004	3.07775E-07
1405.01	3.68542E-06	0.000004	3.14582E-07
1415.01	3.69665E-06	0.000004	3.03353E-07
1425.02	3.6918E-06	0.000004	3.08198E-07
1435.02	3.71364E-06	0.000004	2.86357E-07
1445.01	3.71267E-06	0.000004	2.87334E-07
1455.02	3.70695E-06	0.000004	2.93046E-07
1465.02	3.70602E-06	0.000004	2.93981E-07
1475.01	3.72902E-06	0.000004	2.70976E-07
1485.02	3.73083E-06	0.000004	2.69168E-07
1495.02	3.74755E-06	0.000004	2.52445E-07
1505.01	3.73728E-06	0.000004	2.62718E-07
1515.02	3.73808E-06	0.000004	2.61918E-07
1525.02	3.74974E-06	0.000004	2.50256E-07
1535.01	3.76231E-06	0.000004	2.37688E-07
1545.02	3.74541E-06	0.000004	2.54585E-07
1555.02	3.75469E-06	0.000004	2.45311E-07
1565.02	3.76433E-06	0.000004	2.35672E-07
1575.01	3.78849E-06	0.000004	2.11505E-07
1585.02	3.76683E-06	0.000004	2.33166E-07
1595.01	3.76428E-06	0.000004	2.35722E-07
1605.02	3.77529E-06	0.000004	2.24705E-07
1615.02	3.78774E-06	0.000004	2.12263E-07
1625.02	3.79356E-06	0.000004	2.06443E-07
1635.01	3.79884E-06	0.000004	2.01155E-07
1645.02	3.78497E-06	0.000004	2.15025E-07
1655.01	3.8038E-06	0.000004	1.96199E-07
1665.01	3.81289E-06	0.000004	1.87112E-07
1675.02	3.79646E-06	0.000004	2.03538E-07
1685.02	3.79342E-06	0.000004	2.06583E-07
1695.02	3.79814E-06	0.000004	2.01857E-07
1705.02	3.81742E-06	0.000004	1.8258E-07
1715.01	3.81094E-06	0.000004	1.89058E-07
1725.02	3.81888E-06	0.000004	1.81125E-07
1735.02	3.82565E-06	0.000004	1.74348E-07
1745.02	3.80697E-06	0.000004	1.93026E-07
1755.02	3.82439E-06	0.000004	1.75606E-07
1765.02	3.81224E-06	0.000004	1.87757E-07
1775.02	3.83347E-06	0.000004	1.66532E-07
1785.01	3.82061E-06	0.000004	1.79387E-07
1795.01	3.82827E-06	0.000004	1.71726E-07
1805.01	3.82472E-06	0.000004	1.75279E-07
1815.01	3.83038E-06	0.000004	1.69623E-07
1825.01	3.84069E-06	0.000004	1.59306E-07
1835.01	3.83631E-06	0.000004	1.63693E-07
1845.01	3.83291E-06	0.000004	1.67086E-07
1855.02	3.85942E-06	0.000004	1.40583E-07
1865.03	3.8417E-06	0.000004	1.58301E-07
1875.01	3.84851E-06	0.000004	1.51494E-07
1885.02	3.86074E-06	0.000004	1.39262E-07
1895.01	3.86017E-06	0.000004	1.3983E-07
1905.01	3.84766E-06	0.000004	1.52344E-07
1915.02	3.85082E-06	0.000004	1.49178E-07
1925.02	3.85372E-06	0.000004	1.46281E-07
1935.02	3.85578E-06	0.000004	1.4422E-07
1945.01	3.86486E-06	0.000004	1.3514E-07
1955.02	3.84748E-06	0.000004	1.52523E-07
1965.01	3.84473E-06	0.000004	1.55271E-07
1975.02	3.86278E-06	0.000004	1.37216E-07
1985.01	3.86431E-06	0.000004	1.35694E-07
1995.02	3.86392E-06	0.000004	1.36078E-07
2005.01	3.86515E-06	0.000004	1.34853E-07
2015.02	3.8615E-06	0.000004	1.38501E-07
2025.01	3.8656E-06	0.000004	1.34395E-07
2035.01	3.86665E-06	0.000004	1.33355E-07
2045.02	3.84985E-06	0.000004	1.50155E-07
2055.02	3.88601E-06	0.000004	1.1399E-07
2065.01	3.86587E-06	0.000004	1.34129E-07
2075.03	3.86271E-06	0.000004	1.37289E-07
2085.02	3.86926E-06	0.000004	1.30743E-07
2095.02	3.86207E-06	0.000004	1.37925E-07
2105.01	3.86992E-06	0.000004	1.30084E-07
2115.01	3.86099E-06	0.000004	1.39006E-07
2125.01	3.86912E-06	0.000004	1.30884E-07
2135.01	3.87583E-06	0.000004	1.24171E-07
2145.02	3.87285E-06	0.000004	1.27152E-07
2155.02	3.87919E-06	0.000004	1.20808E-07
2165.02	3.87042E-06	0.000004	1.29577E-07
2175.02	3.86698E-06	0.000004	1.33016E-07
2185.01	3.87268E-06	0.000004	1.27316E-07
2195.01	3.86639E-06	0.000004	1.33607E-07
2205.02	3.8604E-06	0.000004	1.39604E-07
2215.02	3.86816E-06	0.000004	1.31844E-07
2225.01	3.88463E-06	0.000004	1.15365E-07
2235.01	3.87712E-06	0.000004	1.22885E-07
2245.01	3.8902E-06	0.000004	1.09798E-07
2255.02	3.88689E-06	0.000004	1.13109E-07
2265.01	3.88377E-06	0.000004	1.16226E-07
2275.02	0.0000039	0.000004	1E-07
2285.01	3.87341E-06	0.000004	1.26593E-07
2295.02	3.86883E-06	0.000004	1.31167E-07
2305.02	3.87559E-06	0.000004	1.24409E-07
2315.02	3.89293E-06	0.000004	1.07066E-07
2325.01	3.89104E-06	0.000004	1.08956E-07
2335.02	3.87528E-06	0.000004	1.24722E-07
2345.01	3.8982E-06	0.000004	1.018E-07
2355.01	3.88102E-06	0.000004	1.18981E-07
2365.01	3.89147E-06	0.000004	1.08535E-07
2375.01	3.85485E-06	0.000004	1.45146E-07
2385.02	3.89046E-06	0.000004	1.09542E-07
2395	3.88424E-06	0.000004	1.15761E-07
2405.01	3.8836E-06	0.000004	1.16398E-07
2415.02	3.88249E-06	0.000004	1.17511E-07
2425.02	3.88355E-06	0.000004	1.16452E-07
2435.02	3.88066E-06	0.000004	1.19338E-07
2445.02	3.86794E-06	0.000004	1.32065E-07
2455.01	3.89161E-06	0.000004	1.08388E-07
2465.01	3.8963E-06	0.000004	1.03698E-07
2475.01	3.89119E-06	0.000004	1.08806E-07
2485.03	3.87281E-06	0.000004	1.27194E-07
2495.01	3.87291E-06	0.000004	1.2709E-07
2505.02	3.88417E-06	0.000004	1.15827E-07
2515.01	3.87832E-06	0.000004	1.21684E-07
2525.02	3.87043E-06	0.000004	1.29567E-07
2535.01	3.87317E-06	0.000004	1.26829E-07
2545.02	3.89026E-06	0.000004	1.09742E-07
2555	3.89727E-06	0.000004	1.02732E-07
2565.01	3.87553E-06	0.000004	1.24468E-07
2575.02	3.89439E-06	0.000004	1.05606E-07
2585.01	3.89058E-06	0.000004	1.09416E-07
2595.02	3.89883E-06	0.000004	1.01174E-07
2605.01	3.88666E-06	0.000004	1.13339E-07
2615.01	3.87368E-06	0.000004	1.26319E-07
2625.02	3.88117E-06	0.000004	1.18828E-07
2635.01	3.86288E-06	0.000004	1.37124E-07
2645.01	3.89543E-06	0.000004	1.04571E-07
2655.02	3.88524E-06	0.000004	1.14763E-07
2665.02	3.89379E-06	0.000004	1.06206E-07
2675.01	3.88369E-06	0.000004	1.16314E-07
2685.02	3.88092E-06	0.000004	1.19082E-07
