Time (s)	40nM	[G-act]	[F204Y]	[G-act] (t)
465.02	5.78646E-07	0.000002	0.00000004	1.42135E-06
475.01	6.04236E-07	0.000002	0.00000004	1.39576E-06
485.03	6.29339E-07	0.000002	0.00000004	1.37066E-06
495.01	6.61751E-07	0.000002	0.00000004	1.33825E-06
505.02	6.86724E-07	0.000002	0.00000004	1.31328E-06
515.01	7.14707E-07	0.000002	0.00000004	1.28529E-06
525.01	7.49029E-07	0.000002	0.00000004	1.25097E-06
535.02	7.71155E-07	0.000002	0.00000004	1.22885E-06
545.01	8.01446E-07	0.000002	0.00000004	1.19855E-06
555.01	8.34112E-07	0.000002	0.00000004	1.16589E-06
565.01	8.6253E-07	0.000002	0.00000004	1.13747E-06
575.02	8.93229E-07	0.000002	0.00000004	1.10677E-06
585.01	9.21512E-07	0.000002	0.00000004	1.07849E-06
595.02	9.48128E-07	0.000002	0.00000004	1.05187E-06
605.01	9.81162E-07	0.000002	0.00000004	1.01884E-06
615.02	1.0138E-06	0.000002	0.00000004	9.86203E-07
625.01	1.03982E-06	0.000002	0.00000004	9.60178E-07
635.01	1.06331E-06	0.000002	0.00000004	9.36688E-07
645.02	1.08713E-06	0.000002	0.00000004	9.1287E-07
655.02	1.11526E-06	0.000002	0.00000004	8.84745E-07
665.02	1.14455E-06	0.000002	0.00000004	8.55445E-07
675.01	1.18439E-06	0.000002	0.00000004	8.15609E-07
685.01	1.19886E-06	0.000002	0.00000004	8.01137E-07
695.02	1.22257E-06	0.000002	0.00000004	7.77433E-07
705.02	1.25114E-06	0.000002	0.00000004	7.48862E-07
715.01	1.28533E-06	0.000002	0.00000004	7.14667E-07
725.02	1.30176E-06	0.000002	0.00000004	6.98237E-07
735.01	1.32493E-06	0.000002	0.00000004	6.75066E-07
745.02	1.35525E-06	0.000002	0.00000004	6.44748E-07
755.02	1.37411E-06	0.000002	0.00000004	6.25888E-07
765.02	1.39592E-06	0.000002	0.00000004	6.04079E-07
775.01	1.41911E-06	0.000002	0.00000004	5.8089E-07
785.01	1.43805E-06	0.000002	0.00000004	5.61947E-07
795.02	1.46566E-06	0.000002	0.00000004	5.34342E-07
805.01	1.48479E-06	0.000002	0.00000004	5.15214E-07
815.01	1.49741E-06	0.000002	0.00000004	5.02588E-07
825.02	1.50646E-06	0.000002	0.00000004	4.93541E-07
835.01	1.53853E-06	0.000002	0.00000004	4.61474E-07
845.02	1.55526E-06	0.000002	0.00000004	4.44738E-07
855.02	1.56356E-06	0.000002	0.00000004	4.36444E-07
865.01	1.58795E-06	0.000002	0.00000004	4.12046E-07
875.01	1.60677E-06	0.000002	0.00000004	3.93225E-07
885.02	1.61812E-06	0.000002	0.00000004	3.81879E-07
895.01	1.62607E-06	0.000002	0.00000004	3.73926E-07
905.02	1.65435E-06	0.000002	0.00000004	3.45646E-07
915.02	1.66932E-06	0.000002	0.00000004	3.3068E-07
925.01	1.68178E-06	0.000002	0.00000004	3.18222E-07
935.02	1.69807E-06	0.000002	0.00000004	3.0193E-07
945.01	1.7002E-06	0.000002	0.00000004	2.99802E-07
955.01	1.72171E-06	0.000002	0.00000004	2.78294E-07
965.02	1.72791E-06	0.000002	0.00000004	2.72093E-07
975.02	1.7361E-06	0.000002	0.00000004	2.63904E-07
985.02	1.7379E-06	0.000002	0.00000004	2.62103E-07
995.01	1.76263E-06	0.000002	0.00000004	2.37371E-07
1005.02	1.77047E-06	0.000002	0.00000004	2.29529E-07
1015.01	1.78074E-06	0.000002	0.00000004	2.19261E-07
1025.01	1.79657E-06	0.000002	0.00000004	2.03431E-07
1035.01	1.78676E-06	0.000002	0.00000004	2.13235E-07
1045.02	1.79064E-06	0.000002	0.00000004	2.09358E-07
1055.02	1.81884E-06	0.000002	0.00000004	1.81163E-07
1065.02	1.82027E-06	0.000002	0.00000004	1.79731E-07
1075.01	1.82384E-06	0.000002	0.00000004	1.76162E-07
1085.01	1.82641E-06	0.000002	0.00000004	1.73593E-07
1095.01	1.82881E-06	0.000002	0.00000004	1.71188E-07
1105.03	1.83936E-06	0.000002	0.00000004	1.60643E-07
1115.01	1.83499E-06	0.000002	0.00000004	1.65012E-07
1125.01	1.83913E-06	0.000002	0.00000004	1.60868E-07
1135.02	1.83856E-06	0.000002	0.00000004	1.61437E-07
1145.02	1.86752E-06	0.000002	0.00000004	1.32478E-07
1155.01	1.85916E-06	0.000002	0.00000004	1.40841E-07
1165.01	1.86413E-06	0.000002	0.00000004	1.35874E-07
1175.02	1.87554E-06	0.000002	0.00000004	1.24461E-07
1185.02	1.86561E-06	0.000002	0.00000004	1.34389E-07
1195.02	1.86964E-06	0.000002	0.00000004	1.30362E-07
1205.01	1.87776E-06	0.000002	0.00000004	1.22243E-07
1215.01	1.87871E-06	0.000002	0.00000004	1.21287E-07
1225.01	1.87536E-06	0.000002	0.00000004	1.24643E-07
1235.02	1.87759E-06	0.000002	0.00000004	1.22406E-07
1245.01	1.88444E-06	0.000002	0.00000004	1.15557E-07
1255.02	1.89136E-06	0.000002	0.00000004	1.08636E-07
1265.01	1.88995E-06	0.000002	0.00000004	1.10045E-07
1275.02	1.89669E-06	0.000002	0.00000004	1.03305E-07
1285.01	1.89691E-06	0.000002	0.00000004	1.03095E-07
1295.01	1.89381E-06	0.000002	0.00000004	1.06185E-07
1305.01	1.89246E-06	0.000002	0.00000004	1.07537E-07
1315.01	1.89822E-06	0.000002	0.00000004	1.01775E-07
1325.01	1.89683E-06	0.000002	0.00000004	1.03165E-07
1335.01	1.89891E-06	0.000002	0.00000004	1.01088E-07
1345.01	1.8955E-06	0.000002	0.00000004	1.04499E-07
1355.01	1.88707E-06	0.000002	0.00000004	1.12933E-07
1365.01	1.88987E-06	0.000002	0.00000004	1.10134E-07
1375.01	1.8938E-06	0.000002	0.00000004	1.06197E-07
1385.02	1.89332E-06	0.000002	0.00000004	1.0668E-07
1395.02	1.88228E-06	0.000002	0.00000004	1.17724E-07
1405.02	1.88624E-06	0.000002	0.00000004	1.13764E-07
1415.01	0.0000019	0.000002	0.00000004	1E-07
1425.03	1.8831E-06	0.000002	0.00000004	1.16895E-07
1435.02	1.88834E-06	0.000002	0.00000004	1.11658E-07
1445.01	1.89125E-06	0.000002	0.00000004	1.08752E-07
1455.02	1.89401E-06	0.000002	0.00000004	1.0599E-07
1465.02	1.88569E-06	0.000002	0.00000004	1.14308E-07
1475.01	1.89003E-06	0.000002	0.00000004	1.09974E-07
1485.02	1.89022E-06	0.000002	0.00000004	1.09778E-07
1495.02	1.88967E-06	0.000002	0.00000004	1.10327E-07
1505.01	1.8957E-06	0.000002	0.00000004	1.04303E-07
1515.02	1.88864E-06	0.000002	0.00000004	1.11356E-07
1525.01	1.88416E-06	0.000002	0.00000004	1.15839E-07
1535.02	1.88275E-06	0.000002	0.00000004	1.17247E-07
1545.01	1.87696E-06	0.000002	0.00000004	1.23041E-07
1555.01	1.87019E-06	0.000002	0.00000004	1.29814E-07
1565.02	1.87985E-06	0.000002	0.00000004	1.20153E-07
1575.02	1.8737E-06	0.000002	0.00000004	1.26304E-07
1585.01	1.88113E-06	0.000002	0.00000004	1.18865E-07
1595.02	1.88681E-06	0.000002	0.00000004	1.13194E-07
1605.01	1.88338E-06	0.000002	0.00000004	1.16619E-07
1615.02	1.87724E-06	0.000002	0.00000004	1.22759E-07
1625.01	1.8802E-06	0.000002	0.00000004	1.19796E-07
1635.02	1.87665E-06	0.000002	0.00000004	1.23348E-07
