Time (s)	Actin	[G-act]	[A208W]	[G-act] (t)
5195.02	1.77E-06	0.000002	0	2.28797E-07
5205.02	1.77E-06	0.000002	0	2.26735E-07
5215	1.77E-06	0.000002	0	2.3128E-07
5225.01	1.78E-06	0.000002	0	2.17721E-07
5235.01	1.77E-06	0.000002	0	2.28878E-07
5245.02	1.77E-06	0.000002	0	2.28699E-07
5255.02	1.78E-06	0.000002	0	2.22229E-07
5265	1.78E-06	0.000002	0	2.18712E-07
5275.02	1.78E-06	0.000002	0	2.15569E-07
5285.01	1.78E-06	0.000002	0	2.22891E-07
5295.02	1.78E-06	0.000002	0	2.24866E-07
5305.01	1.78E-06	0.000002	0	2.15054E-07
5315.01	1.77E-06	0.000002	0	2.28002E-07
5325.01	1.78E-06	0.000002	0	2.16097E-07
5335.02	1.79E-06	0.000002	0	2.12504E-07
5345.01	1.78E-06	0.000002	0	2.19436E-07
5355.01	1.78E-06	0.000002	0	2.16861E-07
5365.02	1.79E-06	0.000002	0	2.09448E-07
5375	1.78E-06	0.000002	0	2.15608E-07
5385.02	1.79E-06	0.000002	0	2.13894E-07
5395.02	1.79E-06	0.000002	0	2.14569E-07
5405.01	1.79E-06	0.000002	0	2.06621E-07
5415.02	1.78E-06	0.000002	0	2.18375E-07
5425.01	1.79E-06	0.000002	0	2.1159E-07
5435.02	1.80E-06	0.000002	0	2.02023E-07
5445.01	1.79E-06	0.000002	0	2.07857E-07
5455.02	1.79E-06	0.000002	0	2.06355E-07
5465.02	1.79E-06	0.000002	0	2.05931E-07
5475.02	1.79E-06	0.000002	0	2.07501E-07
5485.01	1.80E-06	0.000002	0	2.04362E-07
5495.01	1.80E-06	0.000002	0	2.01562E-07
5505.01	1.80E-06	0.000002	0	2.02533E-07
5515.01	1.80E-06	0.000002	0	1.98432E-07
5525.01	1.80E-06	0.000002	0	2.01784E-07
5535.02	1.79E-06	0.000002	0	2.09422E-07
5545.01	1.80E-06	0.000002	0	1.95055E-07
5555.01	1.80E-06	0.000002	0	1.95391E-07
5565.01	1.80E-06	0.000002	0	2.00106E-07
5575.01	1.80E-06	0.000002	0	2.03278E-07
5585.02	1.80E-06	0.000002	0	1.96822E-07
5595.02	1.81E-06	0.000002	0	1.92871E-07
5605.02	1.80E-06	0.000002	0	1.95981E-07
5615.02	1.82E-06	0.000002	0	1.84671E-07
5625.01	1.81E-06	0.000002	0	1.94441E-07
5635.02	1.81E-06	0.000002	0	1.94564E-07
5645.01	1.81E-06	0.000002	0	1.85488E-07
5655.01	1.81E-06	0.000002	0	1.87092E-07
5665.01	1.80E-06	0.000002	0	1.99789E-07
5675.01	1.81E-06	0.000002	0	1.86209E-07
5685.02	1.81E-06	0.000002	0	1.9152E-07
5695.01	1.82E-06	0.000002	0	1.83743E-07
5705.02	1.82E-06	0.000002	0	1.80901E-07
5715.02	1.80E-06	0.000002	0	1.97772E-07
5725	1.82E-06	0.000002	0	1.79532E-07
5735.02	1.82E-06	0.000002	0	1.80664E-07
5745.02	1.82E-06	0.000002	0	1.7822E-07
5755.02	1.81E-06	0.000002	0	1.86389E-07
5765.01	1.82E-06	0.000002	0	1.77808E-07
5775.01	1.82E-06	0.000002	0	1.84608E-07
5785.03	1.82E-06	0.000002	0	1.80709E-07
5795.01	1.82E-06	0.000002	0	1.78442E-07
5805.01	1.83E-06	0.000002	0	1.70128E-07
5815.01	1.82E-06	0.000002	0	1.79305E-07
5825.02	1.82E-06	0.000002	0	1.79926E-07
5835.02	1.81E-06	0.000002	0	1.88705E-07
5845.01	1.83E-06	0.000002	0	1.66602E-07
5855	1.82E-06	0.000002	0	1.7619E-07
5865.02	1.83E-06	0.000002	0	1.66329E-07
5875.01	1.83E-06	0.000002	0	1.69209E-07
5885.01	1.83E-06	0.000002	0	1.72474E-07
5895.02	1.83E-06	0.000002	0	1.74606E-07
5905.02	1.83E-06	0.000002	0	1.67899E-07
5915.02	1.83E-06	0.000002	0	1.72464E-07
5925	1.83E-06	0.000002	0	1.65509E-07
5935.01	1.82E-06	0.000002	0	1.8239E-07
5945.02	1.84E-06	0.000002	0	1.61052E-07
5955.02	1.84E-06	0.000002	0	1.63012E-07
5965.01	1.82E-06	0.000002	0	1.75463E-07
5975.01	1.84E-06	0.000002	0	1.63329E-07
5985.02	1.83E-06	0.000002	0	1.68444E-07
5995.01	1.83E-06	0.000002	0	1.69683E-07
6005.02	1.83E-06	0.000002	0	1.68176E-07
6015.01	1.83886E-06	0.000002	0	1.61136E-07
6025.02	1.83777E-06	0.000002	0	1.62229E-07
6035.02	1.83539E-06	0.000002	0	1.64607E-07
6045.01	1.83476E-06	0.000002	0	1.65239E-07
6055.01	1.8356E-06	0.000002	0	1.64399E-07
6065.02	1.83857E-06	0.000002	0	1.61433E-07
6075.01	1.83453E-06	0.000002	0	1.65472E-07
6085.01	1.84155E-06	0.000002	0	1.58452E-07
6095.02	1.82876E-06	0.000002	0	1.71237E-07
6105.02	1.84654E-06	0.000002	0	1.53463E-07
6115.02	1.84527E-06	0.000002	0	1.54731E-07
6125.01	1.83434E-06	0.000002	0	1.65661E-07
6135	1.84448E-06	0.000002	0	1.55525E-07
6145.01	1.85039E-06	0.000002	0	1.49606E-07
6155.02	1.84493E-06	0.000002	0	1.55071E-07
6165.02	1.84094E-06	0.000002	0	1.5906E-07
6175.01	1.83651E-06	0.000002	0	1.63486E-07
6185.01	1.83428E-06	0.000002	0	1.65725E-07
6195.02	1.8422E-06	0.000002	0	1.57798E-07
6205.01	1.84435E-06	0.000002	0	1.55654E-07
6215.02	1.84766E-06	0.000002	0	1.52335E-07
6225.01	1.8512E-06	0.000002	0	1.48795E-07
6235.01	1.84509E-06	0.000002	0	1.54914E-07
6245.01	1.84592E-06	0.000002	0	1.54078E-07
6255.01	1.84337E-06	0.000002	0	1.56627E-07
6265.02	1.84565E-06	0.000002	0	1.54346E-07
6275.01	1.84411E-06	0.000002	0	1.55886E-07
6285.02	1.85341E-06	0.000002	0	1.46595E-07
6295.01	1.85405E-06	0.000002	0	1.4595E-07
6305.02	1.85279E-06	0.000002	0	1.47213E-07
6315.02	1.85117E-06	0.000002	0	1.48829E-07
6325.01	1.84223E-06	0.000002	0	1.57775E-07
6335.01	1.85618E-06	0.000002	0	1.4382E-07
6345.01	1.8522E-06	0.000002	0	1.47798E-07
6355.02	1.85439E-06	0.000002	0	1.45606E-07
6365.01	1.85786E-06	0.000002	0	1.42142E-07
6375.01	1.85209E-06	0.000002	0	1.47905E-07
6385.02	1.85254E-06	0.000002	0	1.47458E-07
6395.02	1.85243E-06	0.000002	0	1.47572E-07
6405.01	1.86291E-06	0.000002	0	1.37086E-07
6415.02	1.8552E-06	0.000002	0	1.448E-07
6425.02	1.85069E-06	0.000002	0	1.49306E-07
6435.01	1.854E-06	0.000002	0	1.46E-07
6445.02	1.85469E-06	0.000002	0	1.45306E-07
6455.02	1.85809E-06	0.000002	0	1.41915E-07
6465.02	1.86559E-06	0.000002	0	1.34414E-07
6475.02	1.85976E-06	0.000002	0	1.40239E-07
6485.02	1.85359E-06	0.000002	0	1.46407E-07
6495.01	1.85017E-06	0.000002	0	1.49834E-07
6505.02	1.85742E-06	0.000002	0	1.42581E-07
6515.02	1.85083E-06	0.000002	0	1.49168E-07
6525.01	1.85725E-06	0.000002	0	1.42749E-07
6535.02	1.86669E-06	0.000002	0	1.33313E-07
6545.01	1.85968E-06	0.000002	0	1.40316E-07
6555.01	1.86444E-06	0.000002	0	1.35558E-07
6565.02	1.85961E-06	0.000002	0	1.40388E-07
6575.02	1.85935E-06	0.000002	0	1.40651E-07
6585.02	1.86124E-06	0.000002	0	1.38763E-07
6595.01	1.86524E-06	0.000002	0	1.34757E-07
6605.02	1.86027E-06	0.000002	0	1.39733E-07
6615.01	1.85959E-06	0.000002	0	1.40407E-07
6625.02	1.85354E-06	0.000002	0	1.46457E-07
6635.02	1.84857E-06	0.000002	0	1.51433E-07
6645.01	1.8636E-06	0.000002	0	1.36404E-07
6655.02	1.86934E-06	0.000002	0	1.30659E-07
6665.02	1.8571E-06	0.000002	0	1.42899E-07
6675.01	1.86412E-06	0.000002	0	1.35882E-07
6685.02	1.85436E-06	0.000002	0	1.45637E-07
6695.02	1.86365E-06	0.000002	0	1.36353E-07
6705.02	1.86798E-06	0.000002	0	1.32018E-07
6715.01	1.86396E-06	0.000002	0	1.36036E-07
6725.01	1.88397E-06	0.000002	0	1.16032E-07
6735.02	1.85931E-06	0.000002	0	1.40687E-07
6745.01	1.86562E-06	0.000002	0	1.34384E-07
6755.01	1.86733E-06	0.000002	0	1.32674E-07
6765.01	1.87597E-06	0.000002	0	1.24026E-07
6775.01	1.87131E-06	0.000002	0	1.28695E-07
6785.02	1.86603E-06	0.000002	0	1.33974E-07
6795.01	1.86458E-06	0.000002	0	1.35421E-07
6805.02	1.87001E-06	0.000002	0	1.29988E-07
6815.02	1.87032E-06	0.000002	0	1.29678E-07
6825.01	1.86475E-06	0.000002	0	1.35249E-07
6835.01	1.86898E-06	0.000002	0	1.31016E-07
6845.02	1.87428E-06	0.000002	0	1.25724E-07
6855.02	1.86757E-06	0.000002	0	1.32431E-07
6865.01	1.87026E-06	0.000002	0	1.29738E-07
6875.02	1.8694E-06	0.000002	0	1.30595E-07
6885.01	1.87019E-06	0.000002	0	1.2981E-07
6895.02	1.86244E-06	0.000002	0	1.37561E-07
6905.02	1.86736E-06	0.000002	0	1.32643E-07
6915.01	1.87251E-06	0.000002	0	1.2749E-07
6925.02	1.87197E-06	0.000002	0	1.28032E-07
6935.01	1.87183E-06	0.000002	0	1.28171E-07
6945.01	1.87796E-06	0.000002	0	1.22043E-07
6955.02	1.87508E-06	0.000002	0	1.24925E-07
6965.01	1.86808E-06	0.000002	0	1.31924E-07
6975.01	1.86926E-06	0.000002	0	1.30735E-07
6985.01	1.86488E-06	0.000002	0	1.35118E-07
6995	1.88675E-06	0.000002	0	1.13246E-07
7005.01	1.87228E-06	0.000002	0	1.2772E-07
7015.02	1.8781E-06	0.000002	0	1.21901E-07
7025.01	1.86881E-06	0.000002	0	1.31187E-07
7035.01	1.87727E-06	0.000002	0	1.22732E-07
7045.01	1.88141E-06	0.000002	0	1.18593E-07
7055.02	1.87751E-06	0.000002	0	1.22488E-07
7065.02	1.87252E-06	0.000002	0	1.27476E-07
7075.02	1.86761E-06	0.000002	0	1.32392E-07
7085.02	1.8648E-06	0.000002	0	1.35199E-07
7095.01	1.87078E-06	0.000002	0	1.29223E-07
7105.01	1.87627E-06	0.000002	0	1.23728E-07
7115.01	1.87653E-06	0.000002	0	1.23467E-07
7125.01	1.87133E-06	0.000002	0	1.28668E-07
7135.02	1.87658E-06	0.000002	0	1.23419E-07
7145.02	1.86991E-06	0.000002	0	1.30089E-07
7155.01	1.87067E-06	0.000002	0	1.29331E-07
7165.02	1.87885E-06	0.000002	0	1.21153E-07
7175.02	1.87128E-06	0.000002	0	1.28716E-07
7185.02	1.87336E-06	0.000002	0	1.26637E-07
7195.02	1.86906E-06	0.000002	0	1.30945E-07
7205.02	1.88278E-06	0.000002	0	1.17215E-07
7215.02	1.87799E-06	0.000002	0	1.2201E-07
7225.02	1.87584E-06	0.000002	0	1.24158E-07
7235.01	1.88814E-06	0.000002	0	1.11861E-07
7245.01	1.88814E-06	0.000002	0	1.11857E-07
7255.01	1.86592E-06	0.000002	0	1.34084E-07
7265.02	1.88495E-06	0.000002	0	1.15052E-07
7275.02	1.88701E-06	0.000002	0	1.12995E-07
7285.01	1.87995E-06	0.000002	0	1.20048E-07
7295.01	1.88806E-06	0.000002	0	1.11944E-07
7305.02	1.87922E-06	0.000002	0	1.20779E-07
7315.02	1.87263E-06	0.000002	0	1.27366E-07
7325.02	1.87631E-06	0.000002	0	1.23692E-07
7335.03	1.87651E-06	0.000002	0	1.23495E-07
7345.02	1.88217E-06	0.000002	0	1.17835E-07
7355.02	1.88366E-06	0.000002	0	1.1634E-07
7365.01	1.87685E-06	0.000002	0	1.23148E-07
7375.02	1.87853E-06	0.000002	0	1.21468E-07
7385.02	1.89283E-06	0.000002	0	1.07172E-07
7395.02	1.88082E-06	0.000002	0	1.19176E-07
7405.02	1.87992E-06	0.000002	0	1.20079E-07
7415.02	1.89335E-06	0.000002	0	1.06649E-07
7425.02	1.87344E-06	0.000002	0	1.26564E-07
7435.02	1.88374E-06	0.000002	0	1.16259E-07
7445.01	1.87537E-06	0.000002	0	1.24633E-07
7455.01	1.87241E-06	0.000002	0	1.27594E-07
7465.01	1.88274E-06	0.000002	0	1.17263E-07
7475.01	1.87491E-06	0.000002	0	1.25094E-07
7485.01	1.88533E-06	0.000002	0	1.14666E-07
7495.02	1.8844E-06	0.000002	0	1.156E-07
7505.02	1.87597E-06	0.000002	0	1.24033E-07
7515.02	1.8795E-06	0.000002	0	1.20501E-07
7525.01	1.88212E-06	0.000002	0	1.17883E-07
7535.01	1.8903E-06	0.000002	0	1.09697E-07
7545.01	1.87535E-06	0.000002	0	1.2465E-07
7555.01	1.88623E-06	0.000002	0	1.13773E-07
7565.02	1.89027E-06	0.000002	0	1.0973E-07
7575.02	1.87651E-06	0.000002	0	1.23487E-07
7585.01	1.88402E-06	0.000002	0	1.15979E-07
7595.02	1.89407E-06	0.000002	0	1.05927E-07
7605.02	1.88492E-06	0.000002	0	1.15079E-07
7615.01	1.8851E-06	0.000002	0	1.149E-07
7625.02	1.88929E-06	0.000002	0	1.10711E-07
7635.01	1.89347E-06	0.000002	0	1.06532E-07
7645.02	1.88232E-06	0.000002	0	1.1768E-07
7655.01	1.88569E-06	0.000002	0	1.14305E-07
7665.01	1.88274E-06	0.000002	0	1.17257E-07
7675.01	1.89546E-06	0.000002	0	1.0454E-07
7685.02	1.88315E-06	0.000002	0	1.16847E-07
7695.01	1.88413E-06	0.000002	0	1.15872E-07
7705.02	1.8834E-06	0.000002	0	1.16604E-07
7715.01	1.87053E-06	0.000002	0	1.2947E-07
7725.02	1.88245E-06	0.000002	0	1.17546E-07
7735.01	1.87456E-06	0.000002	0	1.25439E-07
7745.02	1.8826E-06	0.000002	0	1.17402E-07
7755	1.8805E-06	0.000002	0	1.19504E-07
7765.01	1.88639E-06	0.000002	0	1.13614E-07
7775.02	1.87819E-06	0.000002	0	1.21805E-07
7785.02	1.88825E-06	0.000002	0	1.11747E-07
7795.02	1.8791E-06	0.000002	0	1.20898E-07
7805.02	1.87744E-06	0.000002	0	1.2256E-07
7815.02	1.87509E-06	0.000002	0	1.24914E-07
7825.01	1.87828E-06	0.000002	0	1.21723E-07
7835.02	1.88733E-06	0.000002	0	1.12674E-07
7845.02	1.889E-06	0.000002	0	1.11E-07
7855.01	1.89386E-06	0.000002	0	1.06138E-07
7865.02	1.88352E-06	0.000002	0	1.16481E-07
7875.02	1.8839E-06	0.000002	0	1.161E-07
7885.02	0.0000019	0.000002	0	1E-07
7895.01	1.88158E-06	0.000002	0	1.18417E-07
7905.01	1.88733E-06	0.000002	0	1.12667E-07
7915.02	1.89444E-06	0.000002	0	1.05563E-07
7925.02	1.88658E-06	0.000002	0	1.13416E-07
7935.02	1.8702E-06	0.000002	0	1.29805E-07
7945.02	1.87636E-06	0.000002	0	1.23644E-07
7955.02	1.89284E-06	0.000002	0	1.07164E-07
7965.01	1.88178E-06	0.000002	0	1.18223E-07
7975.02	1.87845E-06	0.000002	0	1.21547E-07
7985.02	1.88485E-06	0.000002	0	1.15152E-07
7995.02	1.88989E-06	0.000002	0	1.10105E-07
8005.02	1.87896E-06	0.000002	0	1.21035E-07
8015.01	1.88836E-06	0.000002	0	1.11639E-07
8025.01	1.88145E-06	0.000002	0	1.18546E-07
8035.02	1.89015E-06	0.000002	0	1.09848E-07
8045.03	1.88857E-06	0.000002	0	1.11425E-07
8055.02	1.89284E-06	0.000002	0	1.07161E-07
8065.02	1.89357E-06	0.000002	0	1.06425E-07
8075.01	1.88713E-06	0.000002	0	1.12869E-07
8085.01	1.8857E-06	0.000002	0	1.14304E-07
8095.02	1.88914E-06	0.000002	0	1.10858E-07
8105.02	1.88944E-06	0.000002	0	1.10557E-07
8115.02	1.89091E-06	0.000002	0	1.09093E-07
8125.02	1.89394E-06	0.000002	0	1.06062E-07
8135.01	1.88714E-06	0.000002	0	1.12855E-07
8145.01	1.8886E-06	0.000002	0	1.11403E-07
8155.01	1.88985E-06	0.000002	0	1.1015E-07
8165.01	1.88645E-06	0.000002	0	1.13554E-07
8175.01	1.88631E-06	0.000002	0	1.13686E-07
8185.02	1.88319E-06	0.000002	0	1.16813E-07
8195.02	1.88098E-06	0.000002	0	1.19024E-07
8205.02	1.87959E-06	0.000002	0	1.20412E-07
8215.01	1.88603E-06	0.000002	0	1.13975E-07
8225.01	1.88741E-06	0.000002	0	1.12591E-07
8235.01	1.89547E-06	0.000002	0	1.04531E-07
8245.01	1.88054E-06	0.000002	0	1.19456E-07
8255.02	1.8821E-06	0.000002	0	1.17903E-07
8265.02	1.88528E-06	0.000002	0	1.1472E-07
8275.02	1.89354E-06	0.000002	0	1.06461E-07
8285.01	1.87759E-06	0.000002	0	1.22408E-07
8295.03	1.8821E-06	0.000002	0	1.17897E-07
8305.01	1.89925E-06	0.000002	0	1.00755E-07
8315.02	1.88264E-06	0.000002	0	1.1736E-07
8325.01	1.88656E-06	0.000002	0	1.13441E-07
8335.01	1.8874E-06	0.000002	0	1.12597E-07
8345.02	1.8918E-06	0.000002	0	1.08199E-07
8355.01	1.89227E-06	0.000002	0	1.07731E-07
8365.02	1.88435E-06	0.000002	0	1.15649E-07
8375.02	1.88389E-06	0.000002	0	1.16105E-07
8385.03	1.88418E-06	0.000002	0	1.15816E-07
8395.02	1.89302E-06	0.000002	0	1.06981E-07
8405.02	1.88116E-06	0.000002	0	1.18843E-07
8415.01	1.89679E-06	0.000002	0	1.03213E-07
8425.02	1.88431E-06	0.000002	0	1.15691E-07
8435.02	1.88733E-06	0.000002	0	1.12672E-07
8445.01	1.89637E-06	0.000002	0	1.03635E-07
8455.01	1.88688E-06	0.000002	0	1.13116E-07
8465.02	1.88605E-06	0.000002	0	1.13948E-07
8475.01	1.86908E-06	0.000002	0	1.30921E-07
8485.02	1.8806E-06	0.000002	0	1.194E-07
8495.02	1.86214E-06	0.000002	0	1.37862E-07
8505.01	1.87292E-06	0.000002	0	1.27083E-07
8515.02	1.88695E-06	0.000002	0	1.13046E-07
8525.02	1.88415E-06	0.000002	0	1.15849E-07
8535.02	1.88751E-06	0.000002	0	1.12495E-07
8545.02	1.89186E-06	0.000002	0	1.08143E-07
8555.02	1.88197E-06	0.000002	0	1.18032E-07
8565.01	1.88651E-06	0.000002	0	1.1349E-07
8575.02	1.88096E-06	0.000002	0	1.19038E-07
8585.01	1.88338E-06	0.000002	0	1.16619E-07
8595.02	1.88786E-06	0.000002	0	1.12142E-07
8605.01	1.88638E-06	0.000002	0	1.13618E-07
8615.02	1.89105E-06	0.000002	0	1.08948E-07
8625.02	1.88327E-06	0.000002	0	1.16728E-07
8635.01	1.88085E-06	0.000002	0	1.19153E-07
8645.02	1.88642E-06	0.000002	0	1.13579E-07
8655.01	1.8958E-06	0.000002	0	1.042E-07
8665.01	1.88676E-06	0.000002	0	1.1324E-07
8675.01	1.87662E-06	0.000002	0	1.23384E-07
8685.01	1.88742E-06	0.000002	0	1.12579E-07
8695.02	1.88281E-06	0.000002	0	1.17187E-07
8705.01	1.89267E-06	0.000002	0	1.07329E-07
8715.02	1.8825E-06	0.000002	0	1.17499E-07
8725.01	1.88158E-06	0.000002	0	1.1842E-07
8735.01	1.88445E-06	0.000002	0	1.15548E-07
8745.02	1.88157E-06	0.000002	0	1.18434E-07
8755.02	1.86785E-06	0.000002	0	1.32147E-07
8765.02	1.88701E-06	0.000002	0	1.12992E-07
8775.02	1.88251E-06	0.000002	0	1.17489E-07
8785.02	1.88305E-06	0.000002	0	1.16947E-07
8795.01	1.87298E-06	0.000002	0	1.27016E-07
8805	1.88517E-06	0.000002	0	1.14827E-07
8815.02	1.88457E-06	0.000002	0	1.1543E-07
8825.01	1.88667E-06	0.000002	0	1.13327E-07
8835.02	1.87752E-06	0.000002	0	1.22476E-07
8845	1.88462E-06	0.000002	0	1.15382E-07
8855.01	1.88595E-06	0.000002	0	1.14048E-07
8865.02	1.87506E-06	0.000002	0	1.24939E-07
8875.02	1.87934E-06	0.000002	0	1.20656E-07
8885.02	1.88119E-06	0.000002	0	1.18812E-07
8895.02	1.88642E-06	0.000002	0	1.13579E-07
8905.02	1.88154E-06	0.000002	0	1.18462E-07
8915.01	1.87676E-06	0.000002	0	1.23242E-07
8925.01	1.86278E-06	0.000002	0	1.37218E-07
8935.01	1.88187E-06	0.000002	0	1.18128E-07
8945.01	1.89166E-06	0.000002	0	1.08337E-07
8955.02	1.89188E-06	0.000002	0	1.08116E-07
8965.01	1.88468E-06	0.000002	0	1.15316E-07
8975.02	1.89451E-06	0.000002	0	1.05487E-07
8985.01	1.89335E-06	0.000002	0	1.0665E-07
8995.01	1.88741E-06	0.000002	0	1.12591E-07
9005.02	1.88514E-06	0.000002	0	1.14857E-07
