Time (s)	[F-actin] M	[G-act]	[SPIN90]	[G-act] (t)	[Arp2/3]
1305.01	2.77286E-06	0.000003	0.000001	2.27138E-07	0.000000025
1315.02	2.76648E-06	0.000003	0.000001	2.3352E-07	0.000000025
1325.01	2.77836E-06	0.000003	0.000001	2.21637E-07	0.000000025
1335.02	2.79015E-06	0.000003	0.000001	2.09851E-07	0.000000025
1345.01	2.78382E-06	0.000003	0.000001	2.16185E-07	0.000000025
1355.02	2.78764E-06	0.000003	0.000001	2.12356E-07	0.000000025
1365.02	2.78792E-06	0.000003	0.000001	2.12083E-07	0.000000025
1375.01	2.7891E-06	0.000003	0.000001	2.10898E-07	0.000000025
1385.02	2.80844E-06	0.000003	0.000001	1.91562E-07	0.000000025
1395.03	2.79916E-06	0.000003	0.000001	2.00839E-07	0.000000025
1405.01	2.81728E-06	0.000003	0.000001	1.82725E-07	0.000000025
1415.01	2.81378E-06	0.000003	0.000001	1.86218E-07	0.000000025
1425.01	2.82626E-06	0.000003	0.000001	1.73737E-07	0.000000025
1435.01	2.81411E-06	0.000003	0.000001	1.85888E-07	0.000000025
1445.01	2.8273E-06	0.000003	0.000001	1.72702E-07	0.000000025
1455.02	2.80521E-06	0.000003	0.000001	1.94794E-07	0.000000025
1465.01	2.81319E-06	0.000003	0.000001	1.86807E-07	0.000000025
1475.02	2.81502E-06	0.000003	0.000001	1.84976E-07	0.000000025
1485.03	2.81274E-06	0.000003	0.000001	1.87265E-07	0.000000025
1495.02	2.83604E-06	0.000003	0.000001	1.63958E-07	0.000000025
1505.01	2.84588E-06	0.000003	0.000001	1.54118E-07	0.000000025
1515.02	2.83568E-06	0.000003	0.000001	1.64325E-07	0.000000025
1525.02	2.8439E-06	0.000003	0.000001	1.561E-07	0.000000025
1535.02	2.83871E-06	0.000003	0.000001	1.61286E-07	0.000000025
1545.01	2.83977E-06	0.000003	0.000001	1.6023E-07	0.000000025
1555.01	2.83576E-06	0.000003	0.000001	1.64238E-07	0.000000025
1565.01	2.84427E-06	0.000003	0.000001	1.55735E-07	0.000000025
1575.01	2.8478E-06	0.000003	0.000001	1.52204E-07	0.000000025
1585.02	2.85107E-06	0.000003	0.000001	1.48933E-07	0.000000025
1595.02	2.8385E-06	0.000003	0.000001	1.61502E-07	0.000000025
1605.01	2.86039E-06	0.000003	0.000001	1.39611E-07	0.000000025
1615.02	2.85864E-06	0.000003	0.000001	1.41364E-07	0.000000025
1625	2.87129E-06	0.000003	0.000001	1.28713E-07	0.000000025
1635.02	2.86494E-06	0.000003	0.000001	1.35061E-07	0.000000025
1645.02	2.86361E-06	0.000003	0.000001	1.36395E-07	0.000000025
1655.01	2.87288E-06	0.000003	0.000001	1.27121E-07	0.000000025
1665.01	2.86224E-06	0.000003	0.000001	1.37759E-07	0.000000025
1675.01	2.86986E-06	0.000003	0.000001	1.30144E-07	0.000000025
1685.01	2.87436E-06	0.000003	0.000001	1.2564E-07	0.000000025
1695.01	2.87754E-06	0.000003	0.000001	1.22464E-07	0.000000025
1705.01	2.87809E-06	0.000003	0.000001	1.21909E-07	0.000000025
1715.03	2.87594E-06	0.000003	0.000001	1.24059E-07	0.000000025
1725.01	2.87115E-06	0.000003	0.000001	1.28846E-07	0.000000025
1735.01	2.88E-06	0.000003	0.000001	1.20002E-07	0.000000025
1745.02	2.87406E-06	0.000003	0.000001	1.25938E-07	0.000000025
1755.02	2.87104E-06	0.000003	0.000001	1.28956E-07	0.000000025
1765.01	2.87791E-06	0.000003	0.000001	1.22088E-07	0.000000025
1775.01	2.87978E-06	0.000003	0.000001	1.20222E-07	0.000000025
1785.01	2.88067E-06	0.000003	0.000001	1.19331E-07	0.000000025
1795.01	2.89101E-06	0.000003	0.000001	1.0899E-07	0.000000025
1805.02	2.87951E-06	0.000003	0.000001	1.20493E-07	0.000000025
1815.01	2.87581E-06	0.000003	0.000001	1.24192E-07	0.000000025
1825.02	2.88205E-06	0.000003	0.000001	1.17951E-07	0.000000025
1835.02	2.88254E-06	0.000003	0.000001	1.17459E-07	0.000000025
1845.02	2.88443E-06	0.000003	0.000001	1.15572E-07	0.000000025
1855.02	2.89127E-06	0.000003	0.000001	1.08731E-07	0.000000025
1865.02	2.87724E-06	0.000003	0.000001	1.22762E-07	0.000000025
1875.03	2.86818E-06	0.000003	0.000001	1.31817E-07	0.000000025
1885.01	2.87397E-06	0.000003	0.000001	1.26027E-07	0.000000025
1895.03	2.88053E-06	0.000003	0.000001	1.19468E-07	0.000000025
1905.01	2.88217E-06	0.000003	0.000001	1.17827E-07	0.000000025
1915.02	2.89097E-06	0.000003	0.000001	1.09032E-07	0.000000025
1925.01	2.87489E-06	0.000003	0.000001	1.25109E-07	0.000000025
1935.01	2.88681E-06	0.000003	0.000001	1.13187E-07	0.000000025
1945.01	2.88139E-06	0.000003	0.000001	1.18609E-07	0.000000025
1955.01	2.87308E-06	0.000003	0.000001	1.26917E-07	0.000000025
1965.03	0.0000029	0.000003	0.000001	1E-07	0.000000025
1975.02	2.89471E-06	0.000003	0.000001	1.0529E-07	0.000000025
1985.01	2.89429E-06	0.000003	0.000001	1.05713E-07	0.000000025
1995.02	2.89518E-06	0.000003	0.000001	1.04824E-07	0.000000025
2005.02	2.89618E-06	0.000003	0.000001	1.0382E-07	0.000000025
2015.01	2.89308E-06	0.000003	0.000001	1.06917E-07	0.000000025
2025.01	2.89999E-06	0.000003	0.000001	1.00007E-07	0.000000025
2035.01	2.88453E-06	0.000003	0.000001	1.15472E-07	0.000000025
2045.02	2.88422E-06	0.000003	0.000001	1.15779E-07	0.000000025
2055.02	2.879E-06	0.000003	0.000001	1.21002E-07	0.000000025
2065.02	2.86907E-06	0.000003	0.000001	1.30932E-07	0.000000025
