Time (s)	[F-actin] M	[G-act]	[SPIN90]	[G-act] (t)	[Arp2/3]
1385.02	2.28012E-06	0.000003	0	7.19878E-07	0.000000025
1395.03	2.27539E-06	0.000003	0	7.24606E-07	0.000000025
1405.01	2.2936E-06	0.000003	0	7.06399E-07	0.000000025
1415.01	2.29158E-06	0.000003	0	7.08422E-07	0.000000025
1425.01	2.30699E-06	0.000003	0	6.93014E-07	0.000000025
1435.01	2.33321E-06	0.000003	0	6.6679E-07	0.000000025
1445.01	2.32641E-06	0.000003	0	6.73592E-07	0.000000025
1455.02	2.32347E-06	0.000003	0	6.76533E-07	0.000000025
1465.01	2.32842E-06	0.000003	0	6.71581E-07	0.000000025
1475.02	2.35112E-06	0.000003	0	6.48884E-07	0.000000025
1485.03	2.35357E-06	0.000003	0	6.46428E-07	0.000000025
1495.02	2.3541E-06	0.000003	0	6.45896E-07	0.000000025
1505.01	2.36281E-06	0.000003	0	6.3719E-07	0.000000025
1515.02	2.37761E-06	0.000003	0	6.22387E-07	0.000000025
1525.02	2.39405E-06	0.000003	0	6.05952E-07	0.000000025
1535.02	2.40086E-06	0.000003	0	5.99138E-07	0.000000025
1545.01	2.39764E-06	0.000003	0	6.02363E-07	0.000000025
1555.01	2.40332E-06	0.000003	0	5.96679E-07	0.000000025
1565.01	2.44248E-06	0.000003	0	5.5752E-07	0.000000025
1575.01	2.41314E-06	0.000003	0	5.86859E-07	0.000000025
1585.02	2.43661E-06	0.000003	0	5.63393E-07	0.000000025
1595.02	2.43714E-06	0.000003	0	5.62855E-07	0.000000025
1605.01	2.4345E-06	0.000003	0	5.65496E-07	0.000000025
1615.02	2.45668E-06	0.000003	0	5.43321E-07	0.000000025
1625	2.45504E-06	0.000003	0	5.44961E-07	0.000000025
1635.02	2.46414E-06	0.000003	0	5.3586E-07	0.000000025
1645.02	2.45564E-06	0.000003	0	5.44358E-07	0.000000025
1655.01	2.47592E-06	0.000003	0	5.24083E-07	0.000000025
1665.01	2.47797E-06	0.000003	0	5.22028E-07	0.000000025
1675.01	2.47549E-06	0.000003	0	5.24514E-07	0.000000025
1685.01	2.49545E-06	0.000003	0	5.0455E-07	0.000000025
1695.01	2.49379E-06	0.000003	0	5.06207E-07	0.000000025
1705.01	2.51812E-06	0.000003	0	4.81881E-07	0.000000025
1715.03	2.50553E-06	0.000003	0	4.94474E-07	0.000000025
1725.01	2.50781E-06	0.000003	0	4.92187E-07	0.000000025
1735.01	2.51628E-06	0.000003	0	4.83721E-07	0.000000025
1745.02	2.51892E-06	0.000003	0	4.81084E-07	0.000000025
1755.02	2.53752E-06	0.000003	0	4.62482E-07	0.000000025
1765.01	2.53888E-06	0.000003	0	4.61117E-07	0.000000025
1775.01	2.53493E-06	0.000003	0	4.65066E-07	0.000000025
1785.01	2.54278E-06	0.000003	0	4.57216E-07	0.000000025
1795.01	2.5536E-06	0.000003	0	4.46396E-07	0.000000025
1805.02	2.55725E-06	0.000003	0	4.42751E-07	0.000000025
1815.01	2.55744E-06	0.000003	0	4.42564E-07	0.000000025
1825.02	2.57242E-06	0.000003	0	4.27584E-07	0.000000025
1835.02	2.57685E-06	0.000003	0	4.23147E-07	0.000000025
1845.02	2.57502E-06	0.000003	0	4.24984E-07	0.000000025
1855.02	2.58213E-06	0.000003	0	4.17872E-07	0.000000025
1865.02	2.57256E-06	0.000003	0	4.27441E-07	0.000000025
1875.03	2.59013E-06	0.000003	0	4.09875E-07	0.000000025
1885.01	2.59402E-06	0.000003	0	4.05984E-07	0.000000025
1895.03	2.60222E-06	0.000003	0	3.97782E-07	0.000000025
1905.01	2.60671E-06	0.000003	0	3.93292E-07	0.000000025
1915.02	2.60538E-06	0.000003	0	3.9462E-07	0.000000025
1925.01	2.61173E-06	0.000003	0	3.88268E-07	0.000000025
1935.01	2.60811E-06	0.000003	0	3.91894E-07	0.000000025
1945.01	2.61828E-06	0.000003	0	3.81721E-07	0.000000025
1955.01	2.61566E-06	0.000003	0	3.84341E-07	0.000000025
1965.03	2.62344E-06	0.000003	0	3.76564E-07	0.000000025
1975.02	2.63711E-06	0.000003	0	3.62893E-07	0.000000025
1985.01	2.64183E-06	0.000003	0	3.5817E-07	0.000000025
1995.02	2.63939E-06	0.000003	0	3.60608E-07	0.000000025
2005.02	2.63806E-06	0.000003	0	3.61937E-07	0.000000025
2015.01	2.65571E-06	0.000003	0	3.44291E-07	0.000000025
2025.01	2.656E-06	0.000003	0	3.43997E-07	0.000000025
2035.01	2.65223E-06	0.000003	0	3.47766E-07	0.000000025
2045.02	2.65451E-06	0.000003	0	3.4549E-07	0.000000025
2055.02	2.66232E-06	0.000003	0	3.37681E-07	0.000000025
2065.02	2.66592E-06	0.000003	0	3.34076E-07	0.000000025
2075.02	2.67071E-06	0.000003	0	3.29285E-07	0.000000025
2085.02	2.6725E-06	0.000003	0	3.275E-07	0.000000025
2095.02	2.67586E-06	0.000003	0	3.24137E-07	0.000000025
2105.01	2.67943E-06	0.000003	0	3.20574E-07	0.000000025
2115.01	2.68544E-06	0.000003	0	3.14557E-07	0.000000025
2125.02	2.69476E-06	0.000003	0	3.05235E-07	0.000000025
2135.01	2.69008E-06	0.000003	0	3.09919E-07	0.000000025
2145.01	2.68527E-06	0.000003	0	3.14731E-07	0.000000025
2155.01	2.70106E-06	0.000003	0	2.98941E-07	0.000000025
2165.02	2.6877E-06	0.000003	0	3.12299E-07	0.000000025
2175.02	2.69882E-06	0.000003	0	3.01183E-07	0.000000025
2185.01	2.71466E-06	0.000003	0	2.85336E-07	0.000000025
2195.01	2.722E-06	0.000003	0	2.78E-07	0.000000025
2205.02	2.71177E-06	0.000003	0	2.88235E-07	0.000000025
2215.02	2.71138E-06	0.000003	0	2.88616E-07	0.000000025
2225.01	2.73005E-06	0.000003	0	2.69953E-07	0.000000025
2235.02	2.71427E-06	0.000003	0	2.85729E-07	0.000000025
2245.01	2.72995E-06	0.000003	0	2.70047E-07	0.000000025
2255.02	2.72059E-06	0.000003	0	2.79415E-07	0.000000025
2265.01	2.7192E-06	0.000003	0	2.808E-07	0.000000025
2275.02	2.72383E-06	0.000003	0	2.76174E-07	0.000000025
2285.01	2.74099E-06	0.000003	0	2.59008E-07	0.000000025
2295.01	2.73932E-06	0.000003	0	2.60679E-07	0.000000025
2305.01	2.7336E-06	0.000003	0	2.66402E-07	0.000000025
2315.01	2.72952E-06	0.000003	0	2.70476E-07	0.000000025
2325.01	2.75199E-06	0.000003	0	2.48007E-07	0.000000025
2335	2.76085E-06	0.000003	0	2.39153E-07	0.000000025
2345.01	2.74264E-06	0.000003	0	2.57364E-07	0.000000025
2355.01	2.73644E-06	0.000003	0	2.63562E-07	0.000000025
2365.01	2.75393E-06	0.000003	0	2.46074E-07	0.000000025
2375.03	2.75125E-06	0.000003	0	2.48747E-07	0.000000025
2385.02	2.75427E-06	0.000003	0	2.45729E-07	0.000000025
2395.03	2.75174E-06	0.000003	0	2.48256E-07	0.000000025
2405.02	2.74801E-06	0.000003	0	2.51989E-07	0.000000025
2415.02	2.75524E-06	0.000003	0	2.44762E-07	0.000000025
2425.02	2.76679E-06	0.000003	0	2.33215E-07	0.000000025
2435.01	2.76118E-06	0.000003	0	2.38819E-07	0.000000025
2445.03	2.76398E-06	0.000003	0	2.36021E-07	0.000000025
2455.01	2.76957E-06	0.000003	0	2.30431E-07	0.000000025
2465.01	2.77335E-06	0.000003	0	2.26648E-07	0.000000025
2475.02	2.78451E-06	0.000003	0	2.15486E-07	0.000000025
2485.01	2.77344E-06	0.000003	0	2.26561E-07	0.000000025
2495.01	2.79093E-06	0.000003	0	2.09074E-07	0.000000025
2505.01	2.77719E-06	0.000003	0	2.22811E-07	0.000000025
2515.01	2.78743E-06	0.000003	0	2.12573E-07	0.000000025
2525.02	2.79002E-06	0.000003	0	2.09983E-07	0.000000025
2535.03	2.78654E-06	0.000003	0	2.13456E-07	0.000000025
2545.01	2.79277E-06	0.000003	0	2.07229E-07	0.000000025
2555.03	2.78879E-06	0.000003	0	2.11213E-07	0.000000025
2565.02	2.80762E-06	0.000003	0	1.92385E-07	0.000000025
2575.02	2.81283E-06	0.000003	0	1.87172E-07	0.000000025
2585.01	2.7963E-06	0.000003	0	2.03703E-07	0.000000025
2595.01	2.79552E-06	0.000003	0	2.04484E-07	0.000000025
2605.01	2.8026E-06	0.000003	0	1.97403E-07	0.000000025
2615.01	2.80093E-06	0.000003	0	1.99073E-07	0.000000025
2625.01	2.80806E-06	0.000003	0	1.91936E-07	0.000000025
2635.02	2.79825E-06	0.000003	0	2.01755E-07	0.000000025
2645.02	2.80613E-06	0.000003	0	1.93873E-07	0.000000025
2655.02	2.80587E-06	0.000003	0	1.94125E-07	0.000000025
2665.01	2.81129E-06	0.000003	0	1.88714E-07	0.000000025
2675.02	2.81474E-06	0.000003	0	1.85256E-07	0.000000025
2685.02	2.79986E-06	0.000003	0	2.00144E-07	0.000000025
2695.01	2.82215E-06	0.000003	0	1.77847E-07	0.000000025
2705.01	2.8134E-06	0.000003	0	1.86598E-07	0.000000025
2715.02	2.82873E-06	0.000003	0	1.71266E-07	0.000000025
2725.01	2.83108E-06	0.000003	0	1.68915E-07	0.000000025
2735.01	2.82913E-06	0.000003	0	1.70866E-07	0.000000025
2745.01	2.83385E-06	0.000003	0	1.66152E-07	0.000000025
2755.01	2.82108E-06	0.000003	0	1.7892E-07	0.000000025
2765.03	2.82782E-06	0.000003	0	1.72183E-07	0.000000025
2775.01	2.82621E-06	0.000003	0	1.73792E-07	0.000000025
2785.03	2.8292E-06	0.000003	0	1.70804E-07	0.000000025
2795.02	2.84567E-06	0.000003	0	1.54328E-07	0.000000025
2805.01	2.83053E-06	0.000003	0	1.69472E-07	0.000000025
2815.01	2.83762E-06	0.000003	0	1.62381E-07	0.000000025
2825.01	2.8385E-06	0.000003	0	1.61503E-07	0.000000025
2835.02	2.82475E-06	0.000003	0	1.75251E-07	0.000000025
2845.01	2.84466E-06	0.000003	0	1.55339E-07	0.000000025
2855.03	2.83218E-06	0.000003	0	1.67817E-07	0.000000025
2865.01	2.8589E-06	0.000003	0	1.41098E-07	0.000000025
2875.01	2.83165E-06	0.000003	0	1.68351E-07	0.000000025
2885.01	2.84147E-06	0.000003	0	1.58531E-07	0.000000025
2895.02	2.84889E-06	0.000003	0	1.51109E-07	0.000000025
2905.02	2.85755E-06	0.000003	0	1.42445E-07	0.000000025
2915.01	2.85269E-06	0.000003	0	1.47315E-07	0.000000025
2925.02	2.82812E-06	0.000003	0	1.71877E-07	0.000000025
2935.01	2.85668E-06	0.000003	0	1.43319E-07	0.000000025
2945.02	2.85293E-06	0.000003	0	1.47071E-07	0.000000025
2955.01	2.8577E-06	0.000003	0	1.42298E-07	0.000000025
2965.03	2.8561E-06	0.000003	0	1.43896E-07	0.000000025
2975.01	2.85407E-06	0.000003	0	1.4593E-07	0.000000025
2985.01	2.85559E-06	0.000003	0	1.44412E-07	0.000000025
2995.01	2.8438E-06	0.000003	0	1.56202E-07	0.000000025
3005.02	2.84993E-06	0.000003	0	1.50075E-07	0.000000025
3015.03	2.84714E-06	0.000003	0	1.52863E-07	0.000000025
3025.01	2.83799E-06	0.000003	0	1.62011E-07	0.000000025
3035.02	2.85237E-06	0.000003	0	1.47628E-07	0.000000025
3045.01	2.85577E-06	0.000003	0	1.44229E-07	0.000000025
3055.01	2.8664E-06	0.000003	0	1.33604E-07	0.000000025
3065.02	2.85925E-06	0.000003	0	1.40746E-07	0.000000025
3075.02	2.85582E-06	0.000003	0	1.44181E-07	0.000000025
3085	2.8569E-06	0.000003	0	1.43102E-07	0.000000025
3095.02	2.86784E-06	0.000003	0	1.32161E-07	0.000000025
3105.02	2.87404E-06	0.000003	0	1.25956E-07	0.000000025
3115.02	2.8597E-06	0.000003	0	1.40296E-07	0.000000025
3125.02	2.86742E-06	0.000003	0	1.32583E-07	0.000000025
3135.01	2.86385E-06	0.000003	0	1.36153E-07	0.000000025
3145.01	2.86684E-06	0.000003	0	1.33158E-07	0.000000025
3155.01	2.86792E-06	0.000003	0	1.32076E-07	0.000000025
3165.01	2.87105E-06	0.000003	0	1.28952E-07	0.000000025
3175.03	2.86053E-06	0.000003	0	1.39474E-07	0.000000025
3185.01	2.86475E-06	0.000003	0	1.35245E-07	0.000000025
3195.01	2.88115E-06	0.000003	0	1.1885E-07	0.000000025
3205.01	2.87531E-06	0.000003	0	1.24692E-07	0.000000025
3215.02	2.87294E-06	0.000003	0	1.27063E-07	0.000000025
3225.02	2.87223E-06	0.000003	0	1.27774E-07	0.000000025
3235.02	2.87939E-06	0.000003	0	1.20608E-07	0.000000025
3245.02	2.87963E-06	0.000003	0	1.20371E-07	0.000000025
3255.02	2.85323E-06	0.000003	0	1.4677E-07	0.000000025
3265.03	2.8748E-06	0.000003	0	1.25201E-07	0.000000025
3275.01	2.87152E-06	0.000003	0	1.28479E-07	0.000000025
3285.02	2.86565E-06	0.000003	0	1.34346E-07	0.000000025
3295.01	2.89072E-06	0.000003	0	1.09284E-07	0.000000025
3305.02	2.86936E-06	0.000003	0	1.3064E-07	0.000000025
3315.02	2.87824E-06	0.000003	0	1.21759E-07	0.000000025
3325.02	2.88661E-06	0.000003	0	1.13392E-07	0.000000025
3335.02	2.88266E-06	0.000003	0	1.17341E-07	0.000000025
3345.01	2.89075E-06	0.000003	0	1.09249E-07	0.000000025
3355.02	2.87179E-06	0.000003	0	1.28212E-07	0.000000025
3365.01	2.85683E-06	0.000003	0	1.43172E-07	0.000000025
3375.01	2.87746E-06	0.000003	0	1.22544E-07	0.000000025
3385.01	2.88374E-06	0.000003	0	1.16259E-07	0.000000025
3395.02	2.87865E-06	0.000003	0	1.21352E-07	0.000000025
3405.01	2.88423E-06	0.000003	0	1.15773E-07	0.000000025
3415.01	2.88341E-06	0.000003	0	1.16595E-07	0.000000025
3425.02	2.88613E-06	0.000003	0	1.13867E-07	0.000000025
3435.01	2.87987E-06	0.000003	0	1.20129E-07	0.000000025
3445.02	2.88842E-06	0.000003	0	1.11582E-07	0.000000025
3455.02	2.88306E-06	0.000003	0	1.16937E-07	0.000000025
3465.02	2.8946E-06	0.000003	0	1.05403E-07	0.000000025
3475.01	2.89881E-06	0.000003	0	1.01187E-07	0.000000025
3485.01	2.88007E-06	0.000003	0	1.19932E-07	0.000000025
3495.01	2.88934E-06	0.000003	0	1.10656E-07	0.000000025
3505.01	2.8895E-06	0.000003	0	1.105E-07	0.000000025
3515.02	2.89231E-06	0.000003	0	1.0769E-07	0.000000025
3525.01	2.87675E-06	0.000003	0	1.23245E-07	0.000000025
3535.02	2.88939E-06	0.000003	0	1.10608E-07	0.000000025
3545.01	2.88502E-06	0.000003	0	1.14979E-07	0.000000025
3555.01	2.88961E-06	0.000003	0	1.10393E-07	0.000000025
3565.02	2.87538E-06	0.000003	0	1.24619E-07	0.000000025
3575.01	0.0000029	0.000003	0	1E-07	0.000000025
3585.02	2.88841E-06	0.000003	0	1.11589E-07	0.000000025
3595.01	2.88533E-06	0.000003	0	1.14671E-07	0.000000025
3605.01	2.89546E-06	0.000003	0	1.0454E-07	0.000000025
