Time (s)	[F-actin] M	[G-act]	[SPIN90]	[G-act] (t)	[Arp2/3]
15.04	0	0.000003	0.000005	0.000003	0.000000025
25.03	3.82304E-09	0.000003	0.000005	2.99618E-06	0.000000025
35.01	6.43144E-09	0.000003	0.000005	2.99357E-06	0.000000025
45.02	1.94171E-08	0.000003	0.000005	2.98058E-06	0.000000025
55.02	4.04839E-08	0.000003	0.000005	2.95952E-06	0.000000025
65.02	5.97953E-08	0.000003	0.000005	2.9402E-06	0.000000025
75.01	8.32624E-08	0.000003	0.000005	2.91674E-06	0.000000025
85.01	1.14742E-07	0.000003	0.000005	2.88526E-06	0.000000025
95.02	1.49789E-07	0.000003	0.000005	2.85021E-06	0.000000025
105.01	1.85142E-07	0.000003	0.000005	2.81486E-06	0.000000025
115.03	2.32371E-07	0.000003	0.000005	2.76763E-06	0.000000025
125.01	2.76654E-07	0.000003	0.000005	2.72335E-06	0.000000025
135.01	3.27712E-07	0.000003	0.000005	2.67229E-06	0.000000025
145.02	3.8914E-07	0.000003	0.000005	2.61086E-06	0.000000025
155.02	4.44191E-07	0.000003	0.000005	2.55581E-06	0.000000025
165.01	4.96744E-07	0.000003	0.000005	2.50326E-06	0.000000025
175.01	5.66282E-07	0.000003	0.000005	2.43372E-06	0.000000025
185.01	6.25354E-07	0.000003	0.000005	2.37465E-06	0.000000025
195.02	6.83222E-07	0.000003	0.000005	2.31678E-06	0.000000025
205.02	7.67352E-07	0.000003	0.000005	2.23265E-06	0.000000025
215.02	8.20573E-07	0.000003	0.000005	2.17943E-06	0.000000025
225.02	8.86233E-07	0.000003	0.000005	2.11377E-06	0.000000025
235.01	9.50862E-07	0.000003	0.000005	2.04914E-06	0.000000025
245.01	1.01429E-06	0.000003	0.000005	1.98571E-06	0.000000025
255.02	1.07884E-06	0.000003	0.000005	1.92116E-06	0.000000025
265.02	1.14362E-06	0.000003	0.000005	1.85638E-06	0.000000025
275.01	1.20801E-06	0.000003	0.000005	1.79199E-06	0.000000025
285.02	1.27657E-06	0.000003	0.000005	1.72343E-06	0.000000025
295.02	1.32579E-06	0.000003	0.000005	1.67421E-06	0.000000025
305.01	1.38514E-06	0.000003	0.000005	1.61486E-06	0.000000025
315.02	1.45092E-06	0.000003	0.000005	1.54908E-06	0.000000025
325.01	1.49411E-06	0.000003	0.000005	1.50589E-06	0.000000025
335.01	1.57103E-06	0.000003	0.000005	1.42897E-06	0.000000025
345.01	1.61914E-06	0.000003	0.000005	1.38086E-06	0.000000025
355.01	1.67341E-06	0.000003	0.000005	1.32659E-06	0.000000025
365.02	1.71763E-06	0.000003	0.000005	1.28237E-06	0.000000025
375.02	1.76904E-06	0.000003	0.000005	1.23096E-06	0.000000025
385.01	1.79835E-06	0.000003	0.000005	1.20165E-06	0.000000025
395.02	1.85956E-06	0.000003	0.000005	1.14044E-06	0.000000025
405.01	1.89056E-06	0.000003	0.000005	1.10944E-06	0.000000025
415.02	1.94647E-06	0.000003	0.000005	1.05353E-06	0.000000025
425.02	1.98696E-06	0.000003	0.000005	1.01304E-06	0.000000025
435.02	2.0238E-06	0.000003	0.000005	9.76202E-07	0.000000025
445.01	2.06303E-06	0.000003	0.000005	9.36969E-07	0.000000025
455.02	2.10117E-06	0.000003	0.000005	8.98832E-07	0.000000025
465.02	2.14296E-06	0.000003	0.000005	8.57036E-07	0.000000025
475.01	2.18133E-06	0.000003	0.000005	8.18666E-07	0.000000025
485.01	2.20392E-06	0.000003	0.000005	7.96081E-07	0.000000025
495.02	2.24444E-06	0.000003	0.000005	7.55563E-07	0.000000025
505.01	2.26085E-06	0.000003	0.000005	7.39154E-07	0.000000025
515.01	2.28762E-06	0.000003	0.000005	7.12375E-07	0.000000025
525.02	2.32589E-06	0.000003	0.000005	6.74106E-07	0.000000025
535.02	2.34432E-06	0.000003	0.000005	6.55676E-07	0.000000025
545.01	2.38053E-06	0.000003	0.000005	6.19471E-07	0.000000025
555.02	2.40255E-06	0.000003	0.000005	5.97452E-07	0.000000025
565.01	2.42135E-06	0.000003	0.000005	5.78647E-07	0.000000025
575.01	2.4638E-06	0.000003	0.000005	5.36203E-07	0.000000025
585.02	2.46811E-06	0.000003	0.000005	5.31889E-07	0.000000025
595.02	2.49221E-06	0.000003	0.000005	5.07786E-07	0.000000025
605.02	2.49545E-06	0.000003	0.000005	5.04548E-07	0.000000025
615.02	2.52478E-06	0.000003	0.000005	4.75222E-07	0.000000025
625.02	2.55339E-06	0.000003	0.000005	4.4661E-07	0.000000025
635.01	2.56392E-06	0.000003	0.000005	4.36076E-07	0.000000025
645	2.57986E-06	0.000003	0.000005	4.20137E-07	0.000000025
655.02	2.59247E-06	0.000003	0.000005	4.07534E-07	0.000000025
665.03	2.61588E-06	0.000003	0.000005	3.84119E-07	0.000000025
675.02	2.63445E-06	0.000003	0.000005	3.65554E-07	0.000000025
685.01	2.62815E-06	0.000003	0.000005	3.71854E-07	0.000000025
695.01	2.65616E-06	0.000003	0.000005	3.43844E-07	0.000000025
705.02	2.65032E-06	0.000003	0.000005	3.49681E-07	0.000000025
715.02	2.67819E-06	0.000003	0.000005	3.21806E-07	0.000000025
725.02	2.68651E-06	0.000003	0.000005	3.1349E-07	0.000000025
735.02	2.69371E-06	0.000003	0.000005	3.06287E-07	0.000000025
745.01	2.72075E-06	0.000003	0.000005	2.79246E-07	0.000000025
755.02	2.7197E-06	0.000003	0.000005	2.803E-07	0.000000025
765.02	2.73188E-06	0.000003	0.000005	2.68123E-07	0.000000025
775.02	2.74032E-06	0.000003	0.000005	2.59675E-07	0.000000025
785.01	2.75114E-06	0.000003	0.000005	2.48863E-07	0.000000025
795.02	2.75177E-06	0.000003	0.000005	2.48227E-07	0.000000025
805.02	2.76976E-06	0.000003	0.000005	2.30244E-07	0.000000025
815.01	2.76202E-06	0.000003	0.000005	2.37984E-07	0.000000025
825.03	2.77226E-06	0.000003	0.000005	2.27743E-07	0.000000025
835.02	2.7891E-06	0.000003	0.000005	2.10899E-07	0.000000025
845.03	2.79321E-06	0.000003	0.000005	2.06786E-07	0.000000025
855.01	2.81278E-06	0.000003	0.000005	1.87215E-07	0.000000025
865.01	2.80067E-06	0.000003	0.000005	1.99331E-07	0.000000025
875.01	2.80417E-06	0.000003	0.000005	1.95828E-07	0.000000025
885.02	2.81041E-06	0.000003	0.000005	1.89595E-07	0.000000025
895.01	2.81069E-06	0.000003	0.000005	1.8931E-07	0.000000025
905.02	2.83336E-06	0.000003	0.000005	1.66636E-07	0.000000025
915.02	2.80942E-06	0.000003	0.000005	1.90579E-07	0.000000025
925.02	2.84046E-06	0.000003	0.000005	1.59545E-07	0.000000025
935.02	2.8332E-06	0.000003	0.000005	1.66802E-07	0.000000025
945.02	2.84565E-06	0.000003	0.000005	1.54352E-07	0.000000025
955.01	2.84287E-06	0.000003	0.000005	1.57125E-07	0.000000025
965.02	2.8528E-06	0.000003	0.000005	1.47202E-07	0.000000025
975.02	2.85616E-06	0.000003	0.000005	1.43843E-07	0.000000025
985	2.86144E-06	0.000003	0.000005	1.3856E-07	0.000000025
995.02	2.84505E-06	0.000003	0.000005	1.5495E-07	0.000000025
1005.01	2.85201E-06	0.000003	0.000005	1.47985E-07	0.000000025
1015.01	2.85966E-06	0.000003	0.000005	1.40339E-07	0.000000025
1025.02	2.86498E-06	0.000003	0.000005	1.35023E-07	0.000000025
1035.01	2.86344E-06	0.000003	0.000005	1.36559E-07	0.000000025
1045.01	2.85883E-06	0.000003	0.000005	1.4117E-07	0.000000025
1055.01	2.86054E-06	0.000003	0.000005	1.39464E-07	0.000000025
1065.01	2.8722E-06	0.000003	0.000005	1.27797E-07	0.000000025
1075.02	2.87885E-06	0.000003	0.000005	1.2115E-07	0.000000025
1085.02	2.86606E-06	0.000003	0.000005	1.33938E-07	0.000000025
1095.03	2.88216E-06	0.000003	0.000005	1.17843E-07	0.000000025
1105.02	2.87927E-06	0.000003	0.000005	1.20731E-07	0.000000025
1115.02	2.87793E-06	0.000003	0.000005	1.22066E-07	0.000000025
1125.02	2.87813E-06	0.000003	0.000005	1.21867E-07	0.000000025
1135.02	2.88881E-06	0.000003	0.000005	1.11188E-07	0.000000025
1145	2.87966E-06	0.000003	0.000005	1.2034E-07	0.000000025
1155.01	2.89328E-06	0.000003	0.000005	1.06725E-07	0.000000025
1165.03	2.88174E-06	0.000003	0.000005	1.18259E-07	0.000000025
1175.02	2.89026E-06	0.000003	0.000005	1.09736E-07	0.000000025
1185.01	2.88376E-06	0.000003	0.000005	1.16236E-07	0.000000025
1195.01	2.88181E-06	0.000003	0.000005	1.18191E-07	0.000000025
1205.01	2.88606E-06	0.000003	0.000005	1.13936E-07	0.000000025
1215.02	2.87354E-06	0.000003	0.000005	1.26459E-07	0.000000025
1225.01	2.87735E-06	0.000003	0.000005	1.2265E-07	0.000000025
1235.03	2.88624E-06	0.000003	0.000005	1.13762E-07	0.000000025
