Time (s)	5nM	[G-act]	[A208W]	[G-act] (t)
785.01	4.00511E-07	0.000002	0.000000005	1.59949E-06
795.02	4.13384E-07	0.000002	0.000000005	1.58662E-06
805.02	4.22928E-07	0.000002	0.000000005	1.57707E-06
815.01	4.29573E-07	0.000002	0.000000005	1.57043E-06
825.02	4.39606E-07	0.000002	0.000000005	1.56039E-06
835.01	4.42844E-07	0.000002	0.000000005	1.55716E-06
845.02	4.58487E-07	0.000002	0.000000005	1.54151E-06
855.01	4.64301E-07	0.000002	0.000000005	1.5357E-06
865.01	4.78675E-07	0.000002	0.000000005	1.52133E-06
875.01	4.86837E-07	0.000002	0.000000005	1.51316E-06
885.01	4.93056E-07	0.000002	0.000000005	1.50694E-06
895.01	5.03905E-07	0.000002	0.000000005	1.4961E-06
905.02	5.13228E-07	0.000002	0.000000005	1.48677E-06
915.02	5.19625E-07	0.000002	0.000000005	1.48037E-06
925.02	5.31899E-07	0.000002	0.000000005	1.4681E-06
935.02	5.4193E-07	0.000002	0.000000005	1.45807E-06
945.02	5.53941E-07	0.000002	0.000000005	1.44606E-06
955.02	5.60719E-07	0.000002	0.000000005	1.43928E-06
965	5.71219E-07	0.000002	0.000000005	1.42878E-06
975.02	5.76106E-07	0.000002	0.000000005	1.42389E-06
985.01	5.85233E-07	0.000002	0.000000005	1.41477E-06
995.02	5.9221E-07	0.000002	0.000000005	1.40779E-06
1005.01	6.04787E-07	0.000002	0.000000005	1.39521E-06
1015.01	6.17845E-07	0.000002	0.000000005	1.38215E-06
1025.02	6.19715E-07	0.000002	0.000000005	1.38029E-06
1035.01	6.318E-07	0.000002	0.000000005	1.3682E-06
1045.02	6.41268E-07	0.000002	0.000000005	1.35873E-06
1055.01	6.49943E-07	0.000002	0.000000005	1.35006E-06
1065.02	6.63561E-07	0.000002	0.000000005	1.33644E-06
1075.02	6.66464E-07	0.000002	0.000000005	1.33354E-06
1085.02	6.83313E-07	0.000002	0.000000005	1.31669E-06
1095.01	6.90834E-07	0.000002	0.000000005	1.30917E-06
1105.01	7.00996E-07	0.000002	0.000000005	1.299E-06
1115.03	7.1335E-07	0.000002	0.000000005	1.28665E-06
1125.01	7.15488E-07	0.000002	0.000000005	1.28451E-06
1135.02	7.27576E-07	0.000002	0.000000005	1.27242E-06
1145.01	7.31145E-07	0.000002	0.000000005	1.26886E-06
1155.02	7.47858E-07	0.000002	0.000000005	1.25214E-06
1165.02	7.57221E-07	0.000002	0.000000005	1.24278E-06
1175.01	7.65352E-07	0.000002	0.000000005	1.23465E-06
1185.01	7.74233E-07	0.000002	0.000000005	1.22577E-06
1195.02	7.82918E-07	0.000002	0.000000005	1.21708E-06
1205.02	7.93284E-07	0.000002	0.000000005	1.20672E-06
1215.02	8.02095E-07	0.000002	0.000000005	1.19791E-06
1225.02	8.12316E-07	0.000002	0.000000005	1.18768E-06
1235.02	8.21996E-07	0.000002	0.000000005	1.178E-06
1245.01	8.25572E-07	0.000002	0.000000005	1.17443E-06
1255.02	8.38712E-07	0.000002	0.000000005	1.16129E-06
1265.02	8.47809E-07	0.000002	0.000000005	1.15219E-06
1275.01	8.53679E-07	0.000002	0.000000005	1.14632E-06
1285.02	8.56339E-07	0.000002	0.000000005	1.14366E-06
1295.01	8.75523E-07	0.000002	0.000000005	1.12448E-06
1305.02	8.79748E-07	0.000002	0.000000005	1.12025E-06
1315.01	8.89049E-07	0.000002	0.000000005	1.11095E-06
1325.02	8.98812E-07	0.000002	0.000000005	1.10119E-06
1335.01	9.05234E-07	0.000002	0.000000005	1.09477E-06
1345.01	9.1592E-07	0.000002	0.000000005	1.08408E-06
1355.02	9.24549E-07	0.000002	0.000000005	1.07545E-06
1365.02	9.40189E-07	0.000002	0.000000005	1.05981E-06
1375.01	9.47067E-07	0.000002	0.000000005	1.05293E-06
1385.01	9.50246E-07	0.000002	0.000000005	1.04975E-06
1395.02	9.6072E-07	0.000002	0.000000005	1.03928E-06
1405.01	9.62238E-07	0.000002	0.000000005	1.03776E-06
1415	9.82217E-07	0.000002	0.000000005	1.01778E-06
1425.02	9.84671E-07	0.000002	0.000000005	1.01533E-06
1435.01	9.96604E-07	0.000002	0.000000005	1.0034E-06
1445.01	1.00781E-06	0.000002	0.000000005	9.92192E-07
1455.01	1.01388E-06	0.000002	0.000000005	9.86122E-07
1465.02	1.02243E-06	0.000002	0.000000005	9.77566E-07
1475.01	1.03101E-06	0.000002	0.000000005	9.68986E-07
1485.01	1.04745E-06	0.000002	0.000000005	9.52548E-07
1495.01	1.05046E-06	0.000002	0.000000005	9.4954E-07
1505.01	1.05596E-06	0.000002	0.000000005	9.44044E-07
1515.01	1.06415E-06	0.000002	0.000000005	9.35849E-07
1525.02	1.07798E-06	0.000002	0.000000005	9.22022E-07
1535.02	1.07948E-06	0.000002	0.000000005	9.20518E-07
1545.02	1.08386E-06	0.000002	0.000000005	9.16141E-07
1555.02	1.09638E-06	0.000002	0.000000005	9.0362E-07
1565.01	1.11569E-06	0.000002	0.000000005	8.84307E-07
1575	1.12156E-06	0.000002	0.000000005	8.78438E-07
1585.02	1.12463E-06	0.000002	0.000000005	8.75371E-07
1595.02	1.13452E-06	0.000002	0.000000005	8.65479E-07
1605.02	1.15049E-06	0.000002	0.000000005	8.49508E-07
1615.02	1.14613E-06	0.000002	0.000000005	8.53866E-07
1625.02	1.16324E-06	0.000002	0.000000005	8.36756E-07
1635.01	1.16835E-06	0.000002	0.000000005	8.31652E-07
1645.02	1.1681E-06	0.000002	0.000000005	8.319E-07
1655.01	1.1808E-06	0.000002	0.000000005	8.19195E-07
1665.01	1.1977E-06	0.000002	0.000000005	8.02302E-07
1675.02	1.19251E-06	0.000002	0.000000005	8.07486E-07
1685.02	1.2011E-06	0.000002	0.000000005	7.98898E-07
1695.01	1.19897E-06	0.000002	0.000000005	8.01031E-07
1705.01	1.21696E-06	0.000002	0.000000005	7.83039E-07
1715.01	1.22083E-06	0.000002	0.000000005	7.79173E-07
1725.01	1.23626E-06	0.000002	0.000000005	7.63737E-07
1735.02	1.24448E-06	0.000002	0.000000005	7.55516E-07
1745.01	1.24415E-06	0.000002	0.000000005	7.55853E-07
1755.01	1.25387E-06	0.000002	0.000000005	7.46126E-07
1765.02	1.25414E-06	0.000002	0.000000005	7.45864E-07
1775.02	1.26219E-06	0.000002	0.000000005	7.37809E-07
1785.01	1.28326E-06	0.000002	0.000000005	7.1674E-07
1795.01	1.27492E-06	0.000002	0.000000005	7.2508E-07
1805.02	1.27977E-06	0.000002	0.000000005	7.20234E-07
1815.01	1.2977E-06	0.000002	0.000000005	7.02296E-07
1825.01	1.30574E-06	0.000002	0.000000005	6.94263E-07
1835.01	1.31146E-06	0.000002	0.000000005	6.8854E-07
1845.02	1.3052E-06	0.000002	0.000000005	6.948E-07
1855.01	1.31708E-06	0.000002	0.000000005	6.82917E-07
1865.02	1.33077E-06	0.000002	0.000000005	6.69226E-07
1875.02	1.3356E-06	0.000002	0.000000005	6.64399E-07
1885.02	1.34192E-06	0.000002	0.000000005	6.5808E-07
1895.02	1.35189E-06	0.000002	0.000000005	6.48105E-07
1905.01	1.35844E-06	0.000002	0.000000005	6.41556E-07
1915.02	1.36561E-06	0.000002	0.000000005	6.34394E-07
1925	1.37741E-06	0.000002	0.000000005	6.22589E-07
1935.02	1.37232E-06	0.000002	0.000000005	6.27677E-07
1945.01	1.38342E-06	0.000002	0.000000005	6.16583E-07
1955.01	1.39005E-06	0.000002	0.000000005	6.09946E-07
1965.01	1.38465E-06	0.000002	0.000000005	6.15353E-07
1975.01	1.38828E-06	0.000002	0.000000005	6.11719E-07
1985.01	1.4083E-06	0.000002	0.000000005	5.91696E-07
1995.02	1.41898E-06	0.000002	0.000000005	5.81021E-07
2005.01	1.42406E-06	0.000002	0.000000005	5.75944E-07
2015.01	1.44074E-06	0.000002	0.000000005	5.59264E-07
2025.01	1.42981E-06	0.000002	0.000000005	5.70195E-07
2035.02	1.43898E-06	0.000002	0.000000005	5.61018E-07
2045.02	1.44644E-06	0.000002	0.000000005	5.53558E-07
2055.01	1.45318E-06	0.000002	0.000000005	5.46819E-07
2065.01	1.45173E-06	0.000002	0.000000005	5.48269E-07
2075.01	1.45304E-06	0.000002	0.000000005	5.46962E-07
2085.02	1.46367E-06	0.000002	0.000000005	5.36325E-07
2095.02	1.47816E-06	0.000002	0.000000005	5.21844E-07
2105.01	1.48873E-06	0.000002	0.000000005	5.11274E-07
2115.02	1.48353E-06	0.000002	0.000000005	5.1647E-07
2125.01	1.48999E-06	0.000002	0.000000005	5.10013E-07
2135.01	1.49365E-06	0.000002	0.000000005	5.0635E-07
2145.02	1.50388E-06	0.000002	0.000000005	4.96116E-07
2155.01	1.509E-06	0.000002	0.000000005	4.91002E-07
2165.02	1.51147E-06	0.000002	0.000000005	4.88527E-07
2175.02	1.52679E-06	0.000002	0.000000005	4.73205E-07
2185.01	1.52007E-06	0.000002	0.000000005	4.79928E-07
2195.02	1.53404E-06	0.000002	0.000000005	4.65958E-07
2205.01	1.53139E-06	0.000002	0.000000005	4.68615E-07
2215.02	1.53317E-06	0.000002	0.000000005	4.66828E-07
2225.02	1.5435E-06	0.000002	0.000000005	4.56504E-07
2235.01	1.55024E-06	0.000002	0.000000005	4.49757E-07
2245.01	1.55223E-06	0.000002	0.000000005	4.47767E-07
2255.02	1.55737E-06	0.000002	0.000000005	4.42635E-07
2265.02	1.56869E-06	0.000002	0.000000005	4.31308E-07
2275.01	1.56683E-06	0.000002	0.000000005	4.3317E-07
2285.02	1.57224E-06	0.000002	0.000000005	4.27759E-07
2295.01	1.57376E-06	0.000002	0.000000005	4.26243E-07
2305	1.58934E-06	0.000002	0.000000005	4.10657E-07
2315.01	1.58575E-06	0.000002	0.000000005	4.14247E-07
2325.02	1.59301E-06	0.000002	0.000000005	4.0699E-07
2335.01	1.60089E-06	0.000002	0.000000005	3.99113E-07
2345.01	1.60838E-06	0.000002	0.000000005	3.91619E-07
2355.01	1.60981E-06	0.000002	0.000000005	3.90191E-07
2365.02	1.61461E-06	0.000002	0.000000005	3.8539E-07
2375	1.61615E-06	0.000002	0.000000005	3.83846E-07
2385.02	1.61108E-06	0.000002	0.000000005	3.88915E-07
2395.02	1.61844E-06	0.000002	0.000000005	3.81561E-07
2405.02	1.63314E-06	0.000002	0.000000005	3.66858E-07
2415.01	1.62698E-06	0.000002	0.000000005	3.73018E-07
2425.01	1.63505E-06	0.000002	0.000000005	3.64951E-07
2435.02	1.63535E-06	0.000002	0.000000005	3.64651E-07
2445.01	1.64612E-06	0.000002	0.000000005	3.53878E-07
2455.01	1.63143E-06	0.000002	0.000000005	3.68568E-07
2465.02	1.65498E-06	0.000002	0.000000005	3.45016E-07
2475.01	1.6514E-06	0.000002	0.000000005	3.48595E-07
2485.02	1.65973E-06	0.000002	0.000000005	3.40268E-07
2495.02	1.65952E-06	0.000002	0.000000005	3.40481E-07
2505.01	1.66505E-06	0.000002	0.000000005	3.34953E-07
2515.01	1.66622E-06	0.000002	0.000000005	3.33779E-07
2525.02	1.67561E-06	0.000002	0.000000005	3.24387E-07
2535.02	1.67094E-06	0.000002	0.000000005	3.29058E-07
2545.02	1.68345E-06	0.000002	0.000000005	3.16547E-07
2555.02	1.68077E-06	0.000002	0.000000005	3.19229E-07
2565.02	1.67261E-06	0.000002	0.000000005	3.27388E-07
2575.02	1.68852E-06	0.000002	0.000000005	3.11478E-07
2585.02	1.69358E-06	0.000002	0.000000005	3.06419E-07
2595.01	1.70314E-06	0.000002	0.000000005	2.96865E-07
2605.01	1.69785E-06	0.000002	0.000000005	3.02146E-07
2615.02	1.69864E-06	0.000002	0.000000005	3.01365E-07
2625.01	1.70484E-06	0.000002	0.000000005	2.95161E-07
2635.01	1.71552E-06	0.000002	0.000000005	2.84484E-07
2645.02	1.7024E-06	0.000002	0.000000005	2.976E-07
2655.01	1.71643E-06	0.000002	0.000000005	2.83571E-07
2665.01	1.72493E-06	0.000002	0.000000005	2.75066E-07
2675.01	1.72931E-06	0.000002	0.000000005	2.70688E-07
2685.01	1.72635E-06	0.000002	0.000000005	2.73647E-07
2695.01	1.73724E-06	0.000002	0.000000005	2.62762E-07
2705.02	1.72239E-06	0.000002	0.000000005	2.77615E-07
2715.02	1.73153E-06	0.000002	0.000000005	2.68465E-07
2725.01	1.73056E-06	0.000002	0.000000005	2.69436E-07
2735.01	1.7381E-06	0.000002	0.000000005	2.61902E-07
2745.02	1.74621E-06	0.000002	0.000000005	2.53789E-07
2755.01	1.75152E-06	0.000002	0.000000005	2.48485E-07
2765.02	1.74363E-06	0.000002	0.000000005	2.56374E-07
2775.01	1.75402E-06	0.000002	0.000000005	2.45982E-07
2785.02	1.75018E-06	0.000002	0.000000005	2.49818E-07
2795.01	1.75909E-06	0.000002	0.000000005	2.40912E-07
2805.02	1.76386E-06	0.000002	0.000000005	2.36138E-07
2815.01	1.75335E-06	0.000002	0.000000005	2.46649E-07
2825.01	1.77358E-06	0.000002	0.000000005	2.26417E-07
2835.01	1.76301E-06	0.000002	0.000000005	2.36986E-07
2845.01	1.77313E-06	0.000002	0.000000005	2.26869E-07
2855.02	1.75864E-06	0.000002	0.000000005	2.41361E-07
2865.01	1.7661E-06	0.000002	0.000000005	2.33898E-07
2875.03	1.7761E-06	0.000002	0.000000005	2.23899E-07
2885.02	1.79159E-06	0.000002	0.000000005	2.08414E-07
2895.01	1.78012E-06	0.000002	0.000000005	2.19877E-07
2905.02	1.7805E-06	0.000002	0.000000005	2.19502E-07
2915.01	1.79737E-06	0.000002	0.000000005	2.02626E-07
2925.01	1.78927E-06	0.000002	0.000000005	2.10728E-07
2935.02	1.78642E-06	0.000002	0.000000005	2.13578E-07
2945.01	1.79245E-06	0.000002	0.000000005	2.07546E-07
2955.01	1.78791E-06	0.000002	0.000000005	2.12089E-07
2965.02	1.79968E-06	0.000002	0.000000005	2.00321E-07
2975.02	1.79102E-06	0.000002	0.000000005	2.08982E-07
2985.02	1.79871E-06	0.000002	0.000000005	2.01294E-07
2995.01	1.80252E-06	0.000002	0.000000005	1.97477E-07
3005.02	1.8094E-06	0.000002	0.000000005	1.90596E-07
3015.02	1.80223E-06	0.000002	0.000000005	1.97774E-07
3025.02	1.80504E-06	0.000002	0.000000005	1.94962E-07
3035.03	1.80744E-06	0.000002	0.000000005	1.92556E-07
3045.01	1.81242E-06	0.000002	0.000000005	1.8758E-07
3055.02	1.80348E-06	0.000002	0.000000005	1.96521E-07
3065.01	1.8167E-06	0.000002	0.000000005	1.83295E-07
3075.02	1.80793E-06	0.000002	0.000000005	1.92074E-07
3085.02	1.81052E-06	0.000002	0.000000005	1.89483E-07
3095.02	1.81946E-06	0.000002	0.000000005	1.80535E-07
3105.01	1.82975E-06	0.000002	0.000000005	1.7025E-07
3115.02	1.83108E-06	0.000002	0.000000005	1.68921E-07
3125.01	1.8159E-06	0.000002	0.000000005	1.84096E-07
3135	1.84104E-06	0.000002	0.000000005	1.58962E-07
3145.01	1.8191E-06	0.000002	0.000000005	1.80896E-07
3155.01	1.84202E-06	0.000002	0.000000005	1.57976E-07
3165.01	1.81963E-06	0.000002	0.000000005	1.80368E-07
3175.01	1.82475E-06	0.000002	0.000000005	1.75254E-07
3185.01	1.83535E-06	0.000002	0.000000005	1.6465E-07
3195.02	1.8367E-06	0.000002	0.000000005	1.63303E-07
3205.02	1.83936E-06	0.000002	0.000000005	1.60636E-07
3215.02	1.84022E-06	0.000002	0.000000005	1.59784E-07
3225.02	1.84987E-06	0.000002	0.000000005	1.50132E-07
3235.02	1.83568E-06	0.000002	0.000000005	1.64315E-07
3245.02	1.84431E-06	0.000002	0.000000005	1.55692E-07
3255.01	1.84058E-06	0.000002	0.000000005	1.59421E-07
3265.02	1.83529E-06	0.000002	0.000000005	1.64707E-07
3275.01	1.84724E-06	0.000002	0.000000005	1.52755E-07
3285.01	1.85276E-06	0.000002	0.000000005	1.47238E-07
3295.01	1.85113E-06	0.000002	0.000000005	1.48875E-07
3305.02	1.85878E-06	0.000002	0.000000005	1.41223E-07
3315.01	1.85205E-06	0.000002	0.000000005	1.47952E-07
3325.02	1.84988E-06	0.000002	0.000000005	1.50125E-07
3335.02	1.85375E-06	0.000002	0.000000005	1.46245E-07
3345.02	1.8489E-06	0.000002	0.000000005	1.51104E-07
3355.02	1.85836E-06	0.000002	0.000000005	1.41637E-07
3365.01	1.84965E-06	0.000002	0.000000005	1.5035E-07
3375.02	1.86249E-06	0.000002	0.000000005	1.37511E-07
3385.02	1.8551E-06	0.000002	0.000000005	1.44903E-07
3395.01	1.87753E-06	0.000002	0.000000005	1.2247E-07
3405.02	1.86338E-06	0.000002	0.000000005	1.36618E-07
3415.02	1.85364E-06	0.000002	0.000000005	1.46364E-07
3425.01	1.87241E-06	0.000002	0.000000005	1.27593E-07
3435.02	1.86082E-06	0.000002	0.000000005	1.39177E-07
3445.01	1.86983E-06	0.000002	0.000000005	1.30172E-07
3455	1.86314E-06	0.000002	0.000000005	1.36861E-07
3465.01	1.86756E-06	0.000002	0.000000005	1.32442E-07
3475.01	1.87295E-06	0.000002	0.000000005	1.27048E-07
3485.01	1.87511E-06	0.000002	0.000000005	1.24887E-07
3495.01	1.8757E-06	0.000002	0.000000005	1.24303E-07
3505.02	1.87401E-06	0.000002	0.000000005	1.25994E-07
3515	1.86962E-06	0.000002	0.000000005	1.30383E-07
3525.02	1.87892E-06	0.000002	0.000000005	1.21081E-07
3535.02	1.87165E-06	0.000002	0.000000005	1.28351E-07
3545.02	1.87221E-06	0.000002	0.000000005	1.27792E-07
3555.01	1.87472E-06	0.000002	0.000000005	1.25277E-07
3565.02	1.87904E-06	0.000002	0.000000005	1.20956E-07
3575.01	1.88204E-06	0.000002	0.000000005	1.1796E-07
3585.02	1.87412E-06	0.000002	0.000000005	1.2588E-07
3595.01	1.87324E-06	0.000002	0.000000005	1.26761E-07
3605.01	1.88103E-06	0.000002	0.000000005	1.18973E-07
3615.01	1.86966E-06	0.000002	0.000000005	1.30336E-07
3625.01	1.88101E-06	0.000002	0.000000005	1.18991E-07
3635.01	1.87498E-06	0.000002	0.000000005	1.25015E-07
3645.02	1.88587E-06	0.000002	0.000000005	1.14131E-07
3655.02	1.88041E-06	0.000002	0.000000005	1.19586E-07
3665.01	1.86381E-06	0.000002	0.000000005	1.3619E-07
3675	1.8758E-06	0.000002	0.000000005	1.24198E-07
3685.01	1.87473E-06	0.000002	0.000000005	1.25271E-07
3695.02	1.88579E-06	0.000002	0.000000005	1.1421E-07
3705.02	1.88062E-06	0.000002	0.000000005	1.19379E-07
3715.01	1.88328E-06	0.000002	0.000000005	1.16719E-07
3725.02	1.87906E-06	0.000002	0.000000005	1.20943E-07
3735.02	1.88503E-06	0.000002	0.000000005	1.14969E-07
3745.01	1.88786E-06	0.000002	0.000000005	1.12137E-07
3755.01	1.89613E-06	0.000002	0.000000005	1.03869E-07
3765.01	1.86928E-06	0.000002	0.000000005	1.30717E-07
3775.02	1.89036E-06	0.000002	0.000000005	1.09635E-07
3785.01	1.88739E-06	0.000002	0.000000005	1.12612E-07
3795.01	1.89547E-06	0.000002	0.000000005	1.04534E-07
3805.01	1.88253E-06	0.000002	0.000000005	1.1747E-07
3815.02	1.88298E-06	0.000002	0.000000005	1.17021E-07
3825.01	1.88631E-06	0.000002	0.000000005	1.13693E-07
3835	1.88621E-06	0.000002	0.000000005	1.13792E-07
3845.02	1.88029E-06	0.000002	0.000000005	1.19708E-07
3855.02	1.89755E-06	0.000002	0.000000005	1.02453E-07
3865.02	1.889E-06	0.000002	0.000000005	1.10998E-07
3875.01	1.89088E-06	0.000002	0.000000005	1.09124E-07
3885.01	1.89152E-06	0.000002	0.000000005	1.08478E-07
3895.01	1.87976E-06	0.000002	0.000000005	1.20239E-07
3905.02	0.0000019	0.000002	0.000000005	1E-07
3915.02	1.88924E-06	0.000002	0.000000005	1.10761E-07
3925.01	1.88872E-06	0.000002	0.000000005	1.11283E-07
3935.01	1.87604E-06	0.000002	0.000000005	1.23965E-07
3945.02	1.88591E-06	0.000002	0.000000005	1.14089E-07
3955.02	1.88569E-06	0.000002	0.000000005	1.14306E-07
3965.01	1.89063E-06	0.000002	0.000000005	1.09372E-07
3975.01	1.89341E-06	0.000002	0.000000005	1.06594E-07
3985.02	1.89425E-06	0.000002	0.000000005	1.05752E-07
3995.01	1.88503E-06	0.000002	0.000000005	1.14966E-07
4005.02	1.88767E-06	0.000002	0.000000005	1.12333E-07
4015.01	1.89769E-06	0.000002	0.000000005	1.0231E-07
4025.01	1.88659E-06	0.000002	0.000000005	1.13411E-07
4035.01	1.8907E-06	0.000002	0.000000005	1.09299E-07
4045.01	1.89586E-06	0.000002	0.000000005	1.04143E-07
4055.01	1.89055E-06	0.000002	0.000000005	1.09447E-07
4065.02	1.89576E-06	0.000002	0.000000005	1.04243E-07
4075.01	1.88777E-06	0.000002	0.000000005	1.1223E-07
4085.02	1.89679E-06	0.000002	0.000000005	1.03211E-07
4095.01	1.89582E-06	0.000002	0.000000005	1.04181E-07
4105.02	1.88703E-06	0.000002	0.000000005	1.12971E-07
4115.01	1.89614E-06	0.000002	0.000000005	1.03858E-07
4125.01	1.88674E-06	0.000002	0.000000005	1.13262E-07
4135.01	1.89166E-06	0.000002	0.000000005	1.0834E-07
4145.02	1.89266E-06	0.000002	0.000000005	1.07338E-07
4155.02	1.89362E-06	0.000002	0.000000005	1.06382E-07
4165.02	1.89364E-06	0.000002	0.000000005	1.06361E-07
4175.01	1.89298E-06	0.000002	0.000000005	1.07025E-07
4185.02	1.88762E-06	0.000002	0.000000005	1.12382E-07
4195.01	1.8946E-06	0.000002	0.000000005	1.05402E-07
4205.01	1.89813E-06	0.000002	0.000000005	1.0187E-07
4215.02	1.87605E-06	0.000002	0.000000005	1.23949E-07
