Time (s)	10nM	[G-act]	[A208W]	[G-act] (t)
465.02	1.77654E-07	0.000002	0.00000001	1.82235E-06
475.01	1.75323E-07	0.000002	0.00000001	1.82468E-06
485.01	1.88883E-07	0.000002	0.00000001	1.81112E-06
495.02	1.99577E-07	0.000002	0.00000001	1.80042E-06
505.01	2.05192E-07	0.000002	0.00000001	1.79481E-06
515.02	2.17126E-07	0.000002	0.00000001	1.78287E-06
525.01	2.25977E-07	0.000002	0.00000001	1.77402E-06
535.02	2.29665E-07	0.000002	0.00000001	1.77034E-06
545.01	2.36318E-07	0.000002	0.00000001	1.76368E-06
555.02	2.52444E-07	0.000002	0.00000001	1.74756E-06
565.01	2.58635E-07	0.000002	0.00000001	1.74136E-06
575.02	2.68728E-07	0.000002	0.00000001	1.73127E-06
585.01	2.85444E-07	0.000002	0.00000001	1.71456E-06
595.02	2.8697E-07	0.000002	0.00000001	1.71303E-06
605.02	2.97302E-07	0.000002	0.00000001	1.7027E-06
615.03	3.08932E-07	0.000002	0.00000001	1.69107E-06
625.02	3.23564E-07	0.000002	0.00000001	1.67644E-06
635.01	3.28905E-07	0.000002	0.00000001	1.67109E-06
645.01	3.39122E-07	0.000002	0.00000001	1.66088E-06
655.02	3.50544E-07	0.000002	0.00000001	1.64946E-06
665.02	3.59054E-07	0.000002	0.00000001	1.64095E-06
675.01	3.66915E-07	0.000002	0.00000001	1.63309E-06
685.02	3.7807E-07	0.000002	0.00000001	1.62193E-06
695.01	3.92889E-07	0.000002	0.00000001	1.60711E-06
705.02	4.02978E-07	0.000002	0.00000001	1.59702E-06
715.01	4.1251E-07	0.000002	0.00000001	1.58749E-06
725.02	4.22456E-07	0.000002	0.00000001	1.57754E-06
735.02	4.36737E-07	0.000002	0.00000001	1.56326E-06
745.01	4.46968E-07	0.000002	0.00000001	1.55303E-06
755.02	4.5295E-07	0.000002	0.00000001	1.54705E-06
765.02	4.59805E-07	0.000002	0.00000001	1.54019E-06
775.02	4.76037E-07	0.000002	0.00000001	1.52396E-06
785.01	4.86275E-07	0.000002	0.00000001	1.51372E-06
795.02	4.98788E-07	0.000002	0.00000001	1.50121E-06
805.02	5.12952E-07	0.000002	0.00000001	1.48705E-06
815.01	5.25797E-07	0.000002	0.00000001	1.4742E-06
825.02	5.33493E-07	0.000002	0.00000001	1.46651E-06
835.01	5.46571E-07	0.000002	0.00000001	1.45343E-06
845.02	5.60017E-07	0.000002	0.00000001	1.43998E-06
855.01	5.6986E-07	0.000002	0.00000001	1.43014E-06
865.01	5.76137E-07	0.000002	0.00000001	1.42386E-06
875.01	5.88807E-07	0.000002	0.00000001	1.41119E-06
885.01	5.96643E-07	0.000002	0.00000001	1.40336E-06
895.01	6.17237E-07	0.000002	0.00000001	1.38276E-06
905.02	6.36456E-07	0.000002	0.00000001	1.36354E-06
915.02	6.42866E-07	0.000002	0.00000001	1.35713E-06
925.02	6.48938E-07	0.000002	0.00000001	1.35106E-06
935.02	6.64836E-07	0.000002	0.00000001	1.33516E-06
945.02	6.75568E-07	0.000002	0.00000001	1.32443E-06
955.02	6.87675E-07	0.000002	0.00000001	1.31232E-06
965	6.99552E-07	0.000002	0.00000001	1.30045E-06
975.02	7.13904E-07	0.000002	0.00000001	1.2861E-06
985.01	7.25978E-07	0.000002	0.00000001	1.27402E-06
995.02	7.32241E-07	0.000002	0.00000001	1.26776E-06
1005.01	7.39827E-07	0.000002	0.00000001	1.26017E-06
1015.01	7.55891E-07	0.000002	0.00000001	1.24411E-06
1025.02	7.71943E-07	0.000002	0.00000001	1.22806E-06
1035.01	7.77456E-07	0.000002	0.00000001	1.22254E-06
1045.02	7.92041E-07	0.000002	0.00000001	1.20796E-06
1055.01	8.02463E-07	0.000002	0.00000001	1.19754E-06
1065.02	8.1197E-07	0.000002	0.00000001	1.18803E-06
1075.02	8.27531E-07	0.000002	0.00000001	1.17247E-06
1085.02	8.33667E-07	0.000002	0.00000001	1.16633E-06
1095.01	8.48632E-07	0.000002	0.00000001	1.15137E-06
1105.01	8.60061E-07	0.000002	0.00000001	1.13994E-06
1115.03	8.67561E-07	0.000002	0.00000001	1.13244E-06
1125.01	8.85357E-07	0.000002	0.00000001	1.11464E-06
1135.02	8.94839E-07	0.000002	0.00000001	1.10516E-06
1145.01	9.0799E-07	0.000002	0.00000001	1.09201E-06
1155.02	9.19211E-07	0.000002	0.00000001	1.08079E-06
1165.02	9.31551E-07	0.000002	0.00000001	1.06845E-06
1175.01	9.42563E-07	0.000002	0.00000001	1.05744E-06
1185.01	9.55982E-07	0.000002	0.00000001	1.04402E-06
1195.02	9.6673E-07	0.000002	0.00000001	1.03327E-06
1205.02	9.81519E-07	0.000002	0.00000001	1.01848E-06
1215.02	9.88233E-07	0.000002	0.00000001	1.01177E-06
1225.02	1.00267E-06	0.000002	0.00000001	9.97329E-07
1235.02	1.01556E-06	0.000002	0.00000001	9.84439E-07
1245.01	1.02067E-06	0.000002	0.00000001	9.79326E-07
1255.02	1.02919E-06	0.000002	0.00000001	9.70806E-07
1265.02	1.04492E-06	0.000002	0.00000001	9.55085E-07
1275.01	1.05241E-06	0.000002	0.00000001	9.47591E-07
1285.02	1.06658E-06	0.000002	0.00000001	9.33418E-07
1295.01	1.0869E-06	0.000002	0.00000001	9.13104E-07
1305.02	1.08463E-06	0.000002	0.00000001	9.15366E-07
1315.01	1.09715E-06	0.000002	0.00000001	9.02852E-07
1325.02	1.10813E-06	0.000002	0.00000001	8.9187E-07
1335.01	1.11974E-06	0.000002	0.00000001	8.80256E-07
1345.01	1.13693E-06	0.000002	0.00000001	8.63066E-07
1355.02	1.14672E-06	0.000002	0.00000001	8.53281E-07
1365.02	1.16248E-06	0.000002	0.00000001	8.37522E-07
1375.01	1.16438E-06	0.000002	0.00000001	8.3562E-07
1385.01	1.17027E-06	0.000002	0.00000001	8.29733E-07
1395.02	1.18374E-06	0.000002	0.00000001	8.16265E-07
1405.01	1.1955E-06	0.000002	0.00000001	8.04497E-07
1415	1.20218E-06	0.000002	0.00000001	7.9782E-07
1425.02	1.22443E-06	0.000002	0.00000001	7.7557E-07
1435.01	1.22664E-06	0.000002	0.00000001	7.73357E-07
1445.01	1.23488E-06	0.000002	0.00000001	7.65123E-07
1455.01	1.24821E-06	0.000002	0.00000001	7.5179E-07
1465.02	1.25231E-06	0.000002	0.00000001	7.47686E-07
1475.01	1.2696E-06	0.000002	0.00000001	7.30401E-07
1485.01	1.27744E-06	0.000002	0.00000001	7.2256E-07
1495.01	1.28278E-06	0.000002	0.00000001	7.17222E-07
1505.01	1.28869E-06	0.000002	0.00000001	7.1131E-07
1515.01	1.30814E-06	0.000002	0.00000001	6.91858E-07
1525.02	1.31567E-06	0.000002	0.00000001	6.84332E-07
1535.02	1.31892E-06	0.000002	0.00000001	6.8108E-07
1545.02	1.32421E-06	0.000002	0.00000001	6.75793E-07
1555.02	1.33502E-06	0.000002	0.00000001	6.64976E-07
1565.01	1.33575E-06	0.000002	0.00000001	6.64246E-07
1575	1.36286E-06	0.000002	0.00000001	6.37139E-07
1585.02	1.3688E-06	0.000002	0.00000001	6.312E-07
1595.02	1.37395E-06	0.000002	0.00000001	6.26055E-07
1605.02	1.38518E-06	0.000002	0.00000001	6.1482E-07
1615.02	1.39733E-06	0.000002	0.00000001	6.02673E-07
1625.02	1.40686E-06	0.000002	0.00000001	5.93143E-07
1635.01	1.40466E-06	0.000002	0.00000001	5.9534E-07
1645.02	1.42586E-06	0.000002	0.00000001	5.74137E-07
1655.01	1.42048E-06	0.000002	0.00000001	5.79523E-07
1665.01	1.42102E-06	0.000002	0.00000001	5.78977E-07
1675.02	1.42758E-06	0.000002	0.00000001	5.72425E-07
1685.02	1.44954E-06	0.000002	0.00000001	5.50462E-07
1695.01	1.45826E-06	0.000002	0.00000001	5.41738E-07
1705.01	1.46772E-06	0.000002	0.00000001	5.32282E-07
1715.01	1.46276E-06	0.000002	0.00000001	5.37239E-07
1725.01	1.48516E-06	0.000002	0.00000001	5.14843E-07
1735.02	1.49299E-06	0.000002	0.00000001	5.0701E-07
1745.01	1.4983E-06	0.000002	0.00000001	5.01698E-07
1755.01	1.5061E-06	0.000002	0.00000001	4.93901E-07
1765.02	1.51511E-06	0.000002	0.00000001	4.84885E-07
1775.02	1.52497E-06	0.000002	0.00000001	4.75032E-07
1785.01	1.52373E-06	0.000002	0.00000001	4.76271E-07
1795.01	1.53036E-06	0.000002	0.00000001	4.69636E-07
1805.02	1.53386E-06	0.000002	0.00000001	4.66141E-07
1815.01	1.54707E-06	0.000002	0.00000001	4.52928E-07
1825.01	1.54347E-06	0.000002	0.00000001	4.5653E-07
1835.01	1.56222E-06	0.000002	0.00000001	4.37778E-07
1845.02	1.56446E-06	0.000002	0.00000001	4.3554E-07
1855.01	1.57475E-06	0.000002	0.00000001	4.25252E-07
1865.02	1.57826E-06	0.000002	0.00000001	4.21741E-07
1875.02	1.57976E-06	0.000002	0.00000001	4.20238E-07
1885.02	1.60084E-06	0.000002	0.00000001	3.99161E-07
1895.02	1.59715E-06	0.000002	0.00000001	4.0285E-07
1905.01	1.60431E-06	0.000002	0.00000001	3.95692E-07
1915.02	1.61796E-06	0.000002	0.00000001	3.82044E-07
1925	1.61436E-06	0.000002	0.00000001	3.85637E-07
1935.02	1.62661E-06	0.000002	0.00000001	3.73386E-07
1945.01	1.63289E-06	0.000002	0.00000001	3.67115E-07
1955.01	1.6292E-06	0.000002	0.00000001	3.708E-07
1965.01	1.63183E-06	0.000002	0.00000001	3.68168E-07
1975.01	1.64397E-06	0.000002	0.00000001	3.56026E-07
1985.01	1.65371E-06	0.000002	0.00000001	3.46294E-07
1995.02	1.64889E-06	0.000002	0.00000001	3.51107E-07
2005.01	1.66082E-06	0.000002	0.00000001	3.39184E-07
2015.01	1.66263E-06	0.000002	0.00000001	3.37372E-07
2025.01	1.66937E-06	0.000002	0.00000001	3.30635E-07
2035.02	1.67161E-06	0.000002	0.00000001	3.28392E-07
2045.02	1.68764E-06	0.000002	0.00000001	3.12358E-07
2055.01	1.69203E-06	0.000002	0.00000001	3.07968E-07
2065.01	1.6796E-06	0.000002	0.00000001	3.20402E-07
2075.01	1.68966E-06	0.000002	0.00000001	3.10338E-07
2085.02	1.69955E-06	0.000002	0.00000001	3.00449E-07
2095.02	1.70879E-06	0.000002	0.00000001	2.91206E-07
2105.01	1.70394E-06	0.000002	0.00000001	2.96058E-07
2115.02	1.7074E-06	0.000002	0.00000001	2.92596E-07
2125.01	1.72949E-06	0.000002	0.00000001	2.70515E-07
2135.01	1.72338E-06	0.000002	0.00000001	2.76618E-07
2145.02	1.72047E-06	0.000002	0.00000001	2.79525E-07
2155.01	1.73316E-06	0.000002	0.00000001	2.66844E-07
2165.02	1.7343E-06	0.000002	0.00000001	2.65703E-07
2175.02	1.74254E-06	0.000002	0.00000001	2.57457E-07
2185.01	1.73687E-06	0.000002	0.00000001	2.63134E-07
2195.02	1.75103E-06	0.000002	0.00000001	2.48974E-07
2205.01	1.75771E-06	0.000002	0.00000001	2.4229E-07
2215.02	1.76167E-06	0.000002	0.00000001	2.38325E-07
2225.02	1.76605E-06	0.000002	0.00000001	2.33947E-07
2235.01	1.76543E-06	0.000002	0.00000001	2.34574E-07
2245.01	1.76228E-06	0.000002	0.00000001	2.37716E-07
2255.02	1.77175E-06	0.000002	0.00000001	2.28247E-07
2265.02	1.7764E-06	0.000002	0.00000001	2.23603E-07
2275.01	1.77598E-06	0.000002	0.00000001	2.24023E-07
2285.02	1.78246E-06	0.000002	0.00000001	2.17536E-07
2295.01	1.77277E-06	0.000002	0.00000001	2.27226E-07
2305	1.78792E-06	0.000002	0.00000001	2.12081E-07
2315.01	1.78239E-06	0.000002	0.00000001	2.17614E-07
2325.02	1.78326E-06	0.000002	0.00000001	2.16745E-07
2335.01	1.78604E-06	0.000002	0.00000001	2.13958E-07
2345.01	1.79817E-06	0.000002	0.00000001	2.01831E-07
2355.01	1.79896E-06	0.000002	0.00000001	2.01043E-07
2365.02	1.80506E-06	0.000002	0.00000001	1.9494E-07
2375	1.80561E-06	0.000002	0.00000001	1.94393E-07
2385.02	1.80823E-06	0.000002	0.00000001	1.91768E-07
2395.02	1.80766E-06	0.000002	0.00000001	1.92343E-07
2405.02	1.80945E-06	0.000002	0.00000001	1.90553E-07
2415.01	1.80739E-06	0.000002	0.00000001	1.92612E-07
2425.01	1.81735E-06	0.000002	0.00000001	1.82646E-07
2435.02	1.81191E-06	0.000002	0.00000001	1.88087E-07
2445.01	1.82062E-06	0.000002	0.00000001	1.7938E-07
2455.01	1.82261E-06	0.000002	0.00000001	1.77391E-07
2465.02	1.82716E-06	0.000002	0.00000001	1.72842E-07
2475.01	1.83059E-06	0.000002	0.00000001	1.69412E-07
2485.02	1.83438E-06	0.000002	0.00000001	1.65622E-07
2495.02	1.83008E-06	0.000002	0.00000001	1.69922E-07
2505.01	1.83452E-06	0.000002	0.00000001	1.65482E-07
2515.01	1.83832E-06	0.000002	0.00000001	1.61679E-07
2525.02	1.83529E-06	0.000002	0.00000001	1.64708E-07
2535.02	1.84199E-06	0.000002	0.00000001	1.5801E-07
2545.02	1.83241E-06	0.000002	0.00000001	1.67594E-07
2555.02	1.84088E-06	0.000002	0.00000001	1.59118E-07
2565.02	1.84781E-06	0.000002	0.00000001	1.52188E-07
2575.02	1.85238E-06	0.000002	0.00000001	1.4762E-07
2585.02	1.84836E-06	0.000002	0.00000001	1.51642E-07
2595.01	1.84984E-06	0.000002	0.00000001	1.50161E-07
2605.01	1.85374E-06	0.000002	0.00000001	1.46265E-07
2615.02	1.85164E-06	0.000002	0.00000001	1.4836E-07
2625.01	1.84302E-06	0.000002	0.00000001	1.56984E-07
2635.01	1.85372E-06	0.000002	0.00000001	1.4628E-07
2645.02	1.85307E-06	0.000002	0.00000001	1.46929E-07
2655.01	1.86528E-06	0.000002	0.00000001	1.34721E-07
2665.01	1.85107E-06	0.000002	0.00000001	1.48929E-07
2675.01	1.86847E-06	0.000002	0.00000001	1.31533E-07
2685.01	1.86684E-06	0.000002	0.00000001	1.33159E-07
2695.01	1.86437E-06	0.000002	0.00000001	1.3563E-07
2705.02	1.8695E-06	0.000002	0.00000001	1.30498E-07
2715.02	1.8695E-06	0.000002	0.00000001	1.30504E-07
2725.01	1.8676E-06	0.000002	0.00000001	1.32399E-07
2735.01	1.87071E-06	0.000002	0.00000001	1.29289E-07
2745.02	1.87085E-06	0.000002	0.00000001	1.29146E-07
2755.01	1.86316E-06	0.000002	0.00000001	1.36839E-07
2765.02	1.88403E-06	0.000002	0.00000001	1.15969E-07
2775.01	1.87683E-06	0.000002	0.00000001	1.23167E-07
2785.02	1.88305E-06	0.000002	0.00000001	1.16948E-07
2795.01	1.87587E-06	0.000002	0.00000001	1.24133E-07
2805.02	1.87843E-06	0.000002	0.00000001	1.21573E-07
2815.01	1.87463E-06	0.000002	0.00000001	1.25373E-07
2825.01	1.86629E-06	0.000002	0.00000001	1.33712E-07
2835.01	1.86773E-06	0.000002	0.00000001	1.32273E-07
2845.01	1.87431E-06	0.000002	0.00000001	1.25693E-07
2855.02	1.87703E-06	0.000002	0.00000001	1.2297E-07
2865.01	1.88016E-06	0.000002	0.00000001	1.19835E-07
2875.03	1.86736E-06	0.000002	0.00000001	1.3264E-07
2885.02	1.8838E-06	0.000002	0.00000001	1.16197E-07
2895.01	1.87716E-06	0.000002	0.00000001	1.22838E-07
2905.02	1.88646E-06	0.000002	0.00000001	1.13538E-07
2915.01	1.87922E-06	0.000002	0.00000001	1.20776E-07
2925.01	1.87732E-06	0.000002	0.00000001	1.22681E-07
2935.02	1.88428E-06	0.000002	0.00000001	1.15725E-07
2945.01	1.88241E-06	0.000002	0.00000001	1.17587E-07
2955.01	1.86954E-06	0.000002	0.00000001	1.30464E-07
2965.02	1.87531E-06	0.000002	0.00000001	1.24687E-07
2975.02	1.89204E-06	0.000002	0.00000001	1.07957E-07
2985.02	1.88615E-06	0.000002	0.00000001	1.13854E-07
2995.01	1.87493E-06	0.000002	0.00000001	1.25071E-07
3005.02	1.89281E-06	0.000002	0.00000001	1.07191E-07
3015.02	1.87892E-06	0.000002	0.00000001	1.21076E-07
3025.02	1.89059E-06	0.000002	0.00000001	1.09412E-07
3035.03	1.89026E-06	0.000002	0.00000001	1.09743E-07
3045.01	1.89009E-06	0.000002	0.00000001	1.09906E-07
3055.02	1.89713E-06	0.000002	0.00000001	1.02872E-07
3065.01	1.88452E-06	0.000002	0.00000001	1.15484E-07
3075.02	1.88978E-06	0.000002	0.00000001	1.10217E-07
3085.02	1.89166E-06	0.000002	0.00000001	1.08339E-07
3095.02	1.88297E-06	0.000002	0.00000001	1.17032E-07
3105.01	1.88588E-06	0.000002	0.00000001	1.14121E-07
3115.02	1.89089E-06	0.000002	0.00000001	1.09106E-07
3125.01	1.88365E-06	0.000002	0.00000001	1.16354E-07
3135	1.88502E-06	0.000002	0.00000001	1.14985E-07
3145.01	1.88762E-06	0.000002	0.00000001	1.12385E-07
3155.01	1.87832E-06	0.000002	0.00000001	1.21677E-07
3165.01	1.88475E-06	0.000002	0.00000001	1.15249E-07
3175.01	1.89836E-06	0.000002	0.00000001	1.0164E-07
3185.01	1.88955E-06	0.000002	0.00000001	1.1045E-07
3195.02	1.88445E-06	0.000002	0.00000001	1.15546E-07
3205.02	1.88561E-06	0.000002	0.00000001	1.14385E-07
3215.02	0.0000019	0.000002	0.00000001	1E-07
3225.02	1.88593E-06	0.000002	0.00000001	1.14066E-07
3235.02	1.89422E-06	0.000002	0.00000001	1.05781E-07
3245.02	1.88961E-06	0.000002	0.00000001	1.10386E-07
3255.01	1.88584E-06	0.000002	0.00000001	1.14164E-07
3265.02	1.88428E-06	0.000002	0.00000001	1.15715E-07
3275.01	1.87936E-06	0.000002	0.00000001	1.20642E-07
3285.01	1.89568E-06	0.000002	0.00000001	1.04316E-07
3295.01	1.89517E-06	0.000002	0.00000001	1.04829E-07
3305.02	1.8916E-06	0.000002	0.00000001	1.08403E-07
3315.01	1.88917E-06	0.000002	0.00000001	1.10834E-07
3325.02	1.87477E-06	0.000002	0.00000001	1.25233E-07
3335.02	1.88436E-06	0.000002	0.00000001	1.15636E-07
3345.02	1.89317E-06	0.000002	0.00000001	1.06834E-07
3355.02	1.89396E-06	0.000002	0.00000001	1.06044E-07
3365.01	1.88764E-06	0.000002	0.00000001	1.12355E-07
3375.02	1.89184E-06	0.000002	0.00000001	1.08159E-07
3385.02	1.87905E-06	0.000002	0.00000001	1.20947E-07
