Time (s)	Actin	[G-act]	[A208W]	[G-act] (t)
5585.01	1.81E-06	0.000002	0	1.87707E-07
5595	1.82E-06	0.000002	0	1.83002E-07
5605.02	1.81E-06	0.000002	0	1.86482E-07
5615.02	1.82E-06	0.000002	0	1.76381E-07
5625.01	1.82E-06	0.000002	0	1.8393E-07
5635.01	1.80E-06	0.000002	0	1.95924E-07
5645.02	1.80E-06	0.000002	0	1.95709E-07
5655.01	1.81E-06	0.000002	0	1.91173E-07
5665.01	1.81E-06	0.000002	0	1.87679E-07
5675.01	1.81E-06	0.000002	0	1.94268E-07
5685.02	1.82E-06	0.000002	0	1.83184E-07
5695.01	1.82E-06	0.000002	0	1.82521E-07
5705.02	1.82E-06	0.000002	0	1.7702E-07
5715.01	1.82E-06	0.000002	0	1.80674E-07
5725.02	1.82E-06	0.000002	0	1.8282E-07
5735.01	1.83E-06	0.000002	0	1.68652E-07
5745.01	1.82E-06	0.000002	0	1.79847E-07
5755.01	1.82E-06	0.000002	0	1.83665E-07
5765.01	1.83E-06	0.000002	0	1.74974E-07
5775	1.83E-06	0.000002	0	1.70089E-07
5785.01	1.82E-06	0.000002	0	1.77694E-07
5795.02	1.82E-06	0.000002	0	1.76174E-07
5805.01	1.83E-06	0.000002	0	1.7266E-07
5815.02	1.83E-06	0.000002	0	1.71088E-07
5825.02	1.80E-06	0.000002	0	1.96032E-07
5835.01	1.83E-06	0.000002	0	1.73147E-07
5845.01	1.82E-06	0.000002	0	1.78114E-07
5855.01	1.83E-06	0.000002	0	1.73614E-07
5865.03	1.83E-06	0.000002	0	1.69813E-07
5875.02	1.84E-06	0.000002	0	1.64562E-07
5885.02	1.83E-06	0.000002	0	1.69791E-07
5895.02	1.83E-06	0.000002	0	1.69951E-07
5905.02	1.83E-06	0.000002	0	1.67478E-07
5915.01	1.84E-06	0.000002	0	1.62815E-07
5925.01	1.83E-06	0.000002	0	1.66175E-07
5935.02	1.83E-06	0.000002	0	1.74526E-07
5945.02	1.83E-06	0.000002	0	1.71594E-07
5955.01	1.84E-06	0.000002	0	1.60055E-07
5965.01	1.84E-06	0.000002	0	1.64053E-07
5975.01	1.83E-06	0.000002	0	1.67198E-07
5985.01	1.83E-06	0.000002	0	1.65158E-07
5995.01	1.84E-06	0.000002	0	1.64576E-07
6005.01	1.84E-06	0.000002	0	1.61794E-07
6015.01	1.83606E-06	0.000002	0	1.63936E-07
6025.02	1.84216E-06	0.000002	0	1.57839E-07
6035.01	1.84386E-06	0.000002	0	1.56138E-07
6045.02	1.83939E-06	0.000002	0	1.60611E-07
6055.01	1.83923E-06	0.000002	0	1.60769E-07
6065.01	1.84123E-06	0.000002	0	1.58765E-07
6075.01	1.84547E-06	0.000002	0	1.5453E-07
6085.02	1.8393E-06	0.000002	0	1.60703E-07
6095.02	1.85207E-06	0.000002	0	1.47926E-07
6105.02	1.84631E-06	0.000002	0	1.53687E-07
6115.01	1.83586E-06	0.000002	0	1.64144E-07
6125.01	1.83906E-06	0.000002	0	1.60943E-07
6135.02	1.83335E-06	0.000002	0	1.66648E-07
6145.02	1.83645E-06	0.000002	0	1.63545E-07
6155.02	1.84703E-06	0.000002	0	1.52973E-07
6165.01	1.8393E-06	0.000002	0	1.60697E-07
6175.01	1.84538E-06	0.000002	0	1.54618E-07
6185.02	1.84356E-06	0.000002	0	1.56443E-07
6195.01	1.84496E-06	0.000002	0	1.55038E-07
6205.02	1.84017E-06	0.000002	0	1.59826E-07
6215.02	1.84857E-06	0.000002	0	1.51434E-07
6225.02	1.84925E-06	0.000002	0	1.50754E-07
6235.01	1.84435E-06	0.000002	0	1.55646E-07
6245.02	1.85136E-06	0.000002	0	1.48636E-07
6255.02	1.85228E-06	0.000002	0	1.47721E-07
6265.01	1.86203E-06	0.000002	0	1.37966E-07
6275.02	1.85934E-06	0.000002	0	1.40664E-07
6285.02	1.84464E-06	0.000002	0	1.55364E-07
6295.01	1.84123E-06	0.000002	0	1.58775E-07
6305.01	1.85592E-06	0.000002	0	1.44078E-07
6315.01	1.8578E-06	0.000002	0	1.42196E-07
6325.02	1.85981E-06	0.000002	0	1.40187E-07
6335.01	1.83755E-06	0.000002	0	1.62446E-07
6345.03	1.85288E-06	0.000002	0	1.47117E-07
6355.01	1.85242E-06	0.000002	0	1.47583E-07
6365.02	1.85786E-06	0.000002	0	1.42136E-07
6375.02	1.85002E-06	0.000002	0	1.4998E-07
6385.01	1.851E-06	0.000002	0	1.49001E-07
6395.02	1.85646E-06	0.000002	0	1.4354E-07
6405.02	1.8532E-06	0.000002	0	1.46799E-07
6415.02	1.85186E-06	0.000002	0	1.48142E-07
6425.02	1.85468E-06	0.000002	0	1.45322E-07
6435.01	1.85065E-06	0.000002	0	1.49355E-07
6445.01	1.85068E-06	0.000002	0	1.49317E-07
6455.01	1.8596E-06	0.000002	0	1.40402E-07
6465.02	1.87096E-06	0.000002	0	1.29039E-07
6475.02	1.85012E-06	0.000002	0	1.49881E-07
6485.01	1.85758E-06	0.000002	0	1.42417E-07
6495.02	1.86536E-06	0.000002	0	1.34644E-07
6505.01	1.85999E-06	0.000002	0	1.40015E-07
6515.01	1.85197E-06	0.000002	0	1.48029E-07
6525.02	1.85533E-06	0.000002	0	1.44665E-07
6535.01	1.84784E-06	0.000002	0	1.52156E-07
6545.01	1.86357E-06	0.000002	0	1.3643E-07
6555.02	1.86143E-06	0.000002	0	1.38572E-07
6565.01	1.85578E-06	0.000002	0	1.44219E-07
6575.01	1.86132E-06	0.000002	0	1.38685E-07
6585.02	1.85897E-06	0.000002	0	1.41032E-07
6595.01	1.85824E-06	0.000002	0	1.41764E-07
6605.02	1.86479E-06	0.000002	0	1.35211E-07
6615.01	1.85965E-06	0.000002	0	1.40355E-07
6625.02	1.85772E-06	0.000002	0	1.42276E-07
6635.02	1.85491E-06	0.000002	0	1.45093E-07
6645.02	1.86028E-06	0.000002	0	1.3972E-07
6655.02	1.86738E-06	0.000002	0	1.32624E-07
6665.02	1.86385E-06	0.000002	0	1.36153E-07
6675.01	1.86434E-06	0.000002	0	1.35658E-07
6685.01	1.86418E-06	0.000002	0	1.35816E-07
6695.02	1.85949E-06	0.000002	0	1.40509E-07
6705.01	1.86554E-06	0.000002	0	1.34462E-07
6715.01	1.86673E-06	0.000002	0	1.33273E-07
6725.01	1.86574E-06	0.000002	0	1.34255E-07
6735.01	1.85786E-06	0.000002	0	1.42143E-07
6745.01	1.8786E-06	0.000002	0	1.21398E-07
6755.03	1.86781E-06	0.000002	0	1.32193E-07
6765.02	1.86539E-06	0.000002	0	1.34614E-07
6775.01	1.86291E-06	0.000002	0	1.37087E-07
6785.02	1.86982E-06	0.000002	0	1.30185E-07
6795.01	1.85955E-06	0.000002	0	1.40454E-07
6805.01	1.86555E-06	0.000002	0	1.34448E-07
6815.01	1.86508E-06	0.000002	0	1.34923E-07
6825.02	1.87033E-06	0.000002	0	1.29671E-07
6835.01	1.86726E-06	0.000002	0	1.32742E-07
6845.01	1.86642E-06	0.000002	0	1.33582E-07
6855.01	1.86453E-06	0.000002	0	1.35467E-07
6865.01	1.87697E-06	0.000002	0	1.23028E-07
6875.01	1.86902E-06	0.000002	0	1.30976E-07
6885.02	1.87107E-06	0.000002	0	1.28925E-07
6895.01	1.86626E-06	0.000002	0	1.33738E-07
6905.01	1.87747E-06	0.000002	0	1.22532E-07
6915.03	1.86743E-06	0.000002	0	1.32566E-07
6925	1.86676E-06	0.000002	0	1.33245E-07
6935.01	1.88031E-06	0.000002	0	1.19692E-07
6945.01	1.8715E-06	0.000002	0	1.28504E-07
6955.02	1.87362E-06	0.000002	0	1.26379E-07
6965.03	1.86945E-06	0.000002	0	1.30555E-07
6975.02	1.87716E-06	0.000002	0	1.22841E-07
6985.05	1.88067E-06	0.000002	0	1.19327E-07
6995.01	1.87971E-06	0.000002	0	1.20287E-07
7005.01	1.88139E-06	0.000002	0	1.18608E-07
7015.01	1.87021E-06	0.000002	0	1.29785E-07
7025.02	1.8707E-06	0.000002	0	1.293E-07
7035.02	1.8817E-06	0.000002	0	1.183E-07
7045.01	1.87151E-06	0.000002	0	1.28486E-07
7055.02	1.86553E-06	0.000002	0	1.3447E-07
7065.01	1.87123E-06	0.000002	0	1.28771E-07
7075.01	1.88437E-06	0.000002	0	1.15631E-07
7085.01	1.86592E-06	0.000002	0	1.3408E-07
7095.01	1.87793E-06	0.000002	0	1.22066E-07
7105.02	1.87892E-06	0.000002	0	1.2108E-07
7115.01	1.87385E-06	0.000002	0	1.26146E-07
7125.01	1.87636E-06	0.000002	0	1.23643E-07
7135.01	1.87214E-06	0.000002	0	1.2786E-07
7145.01	1.88504E-06	0.000002	0	1.14957E-07
7155.01	1.87114E-06	0.000002	0	1.28856E-07
7165.01	1.87348E-06	0.000002	0	1.26518E-07
7175.02	1.87622E-06	0.000002	0	1.2378E-07
7185.02	1.88808E-06	0.000002	0	1.1192E-07
7195.01	1.89046E-06	0.000002	0	1.0954E-07
7205.01	1.87148E-06	0.000002	0	1.28518E-07
7215.02	1.878E-06	0.000002	0	1.21998E-07
7225.02	1.87544E-06	0.000002	0	1.24557E-07
7235.01	1.86756E-06	0.000002	0	1.32438E-07
7245.02	1.88698E-06	0.000002	0	1.13022E-07
7255.02	1.88704E-06	0.000002	0	1.12962E-07
7265.01	1.8789E-06	0.000002	0	1.211E-07
7275.02	1.87801E-06	0.000002	0	1.21989E-07
7285.01	1.87395E-06	0.000002	0	1.26053E-07
7295.02	1.88345E-06	0.000002	0	1.16547E-07
7305.01	1.87886E-06	0.000002	0	1.21144E-07
7315.02	1.88176E-06	0.000002	0	1.18239E-07
7325.01	1.88514E-06	0.000002	0	1.14861E-07
7335.01	1.8778E-06	0.000002	0	1.22205E-07
7345.02	1.88534E-06	0.000002	0	1.14662E-07
7355.01	1.8736E-06	0.000002	0	1.26404E-07
7365.02	1.86718E-06	0.000002	0	1.32819E-07
7375.01	1.88182E-06	0.000002	0	1.18181E-07
7385.01	1.87321E-06	0.000002	0	1.26793E-07
7395.02	1.89047E-06	0.000002	0	1.09534E-07
7405.02	1.88247E-06	0.000002	0	1.1753E-07
7415.01	1.87604E-06	0.000002	0	1.23961E-07
7425.01	1.87934E-06	0.000002	0	1.20662E-07
7435.02	1.88133E-06	0.000002	0	1.18666E-07
7445.01	1.86875E-06	0.000002	0	1.31247E-07
7455.02	1.87873E-06	0.000002	0	1.21274E-07
7465.01	1.88045E-06	0.000002	0	1.19548E-07
7475.01	1.87597E-06	0.000002	0	1.24027E-07
7485.01	1.87181E-06	0.000002	0	1.28189E-07
7495.02	1.87255E-06	0.000002	0	1.27451E-07
7505.02	1.87882E-06	0.000002	0	1.21179E-07
7515.01	1.8714E-06	0.000002	0	1.28596E-07
7525.01	1.88257E-06	0.000002	0	1.17428E-07
7535.02	1.86224E-06	0.000002	0	1.37762E-07
7545.02	0.0000019	0.000002	0	1E-07
7555.02	1.87681E-06	0.000002	0	1.23192E-07
7565.01	1.8828E-06	0.000002	0	1.17204E-07
7575.01	1.89262E-06	0.000002	0	1.07383E-07
7585.01	1.89353E-06	0.000002	0	1.06469E-07
7595.02	1.88781E-06	0.000002	0	1.12188E-07
7605.02	1.88718E-06	0.000002	0	1.12821E-07
7615.02	1.8818E-06	0.000002	0	1.18203E-07
7625.01	1.87923E-06	0.000002	0	1.20773E-07
7635.02	1.88513E-06	0.000002	0	1.14868E-07
7645.01	1.88007E-06	0.000002	0	1.19927E-07
7655.01	1.88012E-06	0.000002	0	1.19875E-07
7665.02	1.87977E-06	0.000002	0	1.20228E-07
7675.01	1.87209E-06	0.000002	0	1.27907E-07
7685.01	1.88606E-06	0.000002	0	1.13935E-07
7695.01	1.88322E-06	0.000002	0	1.16777E-07
7705.02	1.88105E-06	0.000002	0	1.18954E-07
7715.02	1.8785E-06	0.000002	0	1.21501E-07
7725.01	1.8777E-06	0.000002	0	1.22304E-07
7735.01	1.89079E-06	0.000002	0	1.09214E-07
7745	1.88501E-06	0.000002	0	1.14994E-07
7755.02	1.88055E-06	0.000002	0	1.19446E-07
7765.01	1.86765E-06	0.000002	0	1.32347E-07
7775.02	1.88375E-06	0.000002	0	1.16253E-07
7785.02	1.87282E-06	0.000002	0	1.27176E-07
7795.01	1.88013E-06	0.000002	0	1.19872E-07
7805.02	1.88095E-06	0.000002	0	1.19049E-07
7815.01	1.86916E-06	0.000002	0	1.30843E-07
7825.01	1.87569E-06	0.000002	0	1.24308E-07
7835.02	1.87693E-06	0.000002	0	1.23065E-07
7845.01	1.88278E-06	0.000002	0	1.17221E-07
7855.01	1.87683E-06	0.000002	0	1.23173E-07
7865.02	1.87738E-06	0.000002	0	1.22619E-07
7875.02	1.881E-06	0.000002	0	1.18996E-07
7885.02	1.87032E-06	0.000002	0	1.29682E-07
7895.01	1.86798E-06	0.000002	0	1.32021E-07
7905.02	1.88863E-06	0.000002	0	1.1137E-07
7915.01	1.88164E-06	0.000002	0	1.1836E-07
7925.01	1.88116E-06	0.000002	0	1.18844E-07
7935.02	1.88972E-06	0.000002	0	1.10277E-07
7945.02	1.87881E-06	0.000002	0	1.21193E-07
7955.01	1.87611E-06	0.000002	0	1.23889E-07
7965.01	1.88076E-06	0.000002	0	1.19244E-07
7975.02	1.88165E-06	0.000002	0	1.18352E-07
7985.02	1.87243E-06	0.000002	0	1.27571E-07
7995.02	1.87668E-06	0.000002	0	1.23319E-07
8005.01	1.8757E-06	0.000002	0	1.24295E-07
8015.02	1.88023E-06	0.000002	0	1.19767E-07
8025.01	1.89388E-06	0.000002	0	1.06122E-07
8035.01	1.88622E-06	0.000002	0	1.13779E-07
8045.02	1.87333E-06	0.000002	0	1.26667E-07
