Time (s)	2.5nM	[G-act]	[A208W]	[G-act] (t)
4265.02	1.88845E-06	0.000002	2.5E-09	1.11548E-07
4275.02	1.87658E-06	0.000002	2.5E-09	1.23421E-07
4285.01	1.87714E-06	0.000002	2.5E-09	1.22858E-07
4295.02	1.87763E-06	0.000002	2.5E-09	1.22367E-07
4305.01	1.8901E-06	0.000002	2.5E-09	1.09901E-07
4315.02	1.874E-06	0.000002	2.5E-09	1.25997E-07
4325.02	1.87761E-06	0.000002	2.5E-09	1.22387E-07
4335.01	1.87411E-06	0.000002	2.5E-09	1.25888E-07
4345.01	1.8626E-06	0.000002	2.5E-09	1.37396E-07
4355.01	1.88372E-06	0.000002	2.5E-09	1.16276E-07
4365.02	1.87435E-06	0.000002	2.5E-09	1.25646E-07
4375.02	1.89551E-06	0.000002	2.5E-09	1.04487E-07
4385.02	1.88219E-06	0.000002	2.5E-09	1.17811E-07
4395	1.87855E-06	0.000002	2.5E-09	1.21451E-07
4405.02	1.87343E-06	0.000002	2.5E-09	1.26565E-07
4415.02	1.88161E-06	0.000002	2.5E-09	1.18393E-07
4425.01	1.87354E-06	0.000002	2.5E-09	1.26463E-07
4435.02	1.86589E-06	0.000002	2.5E-09	1.34105E-07
4445.01	1.87231E-06	0.000002	2.5E-09	1.27689E-07
4455.02	1.88861E-06	0.000002	2.5E-09	1.11386E-07
4465.01	1.88129E-06	0.000002	2.5E-09	1.18714E-07
4475.02	1.87591E-06	0.000002	2.5E-09	1.24088E-07
4485.01	1.88579E-06	0.000002	2.5E-09	1.14207E-07
4495.01	1.88172E-06	0.000002	2.5E-09	1.18283E-07
4505.01	1.89492E-06	0.000002	2.5E-09	1.05082E-07
4515.02	1.87136E-06	0.000002	2.5E-09	1.2864E-07
4525	1.88111E-06	0.000002	2.5E-09	1.18891E-07
4535.01	1.89636E-06	0.000002	2.5E-09	1.0364E-07
4545.02	1.86642E-06	0.000002	2.5E-09	1.3358E-07
4555.01	1.89215E-06	0.000002	2.5E-09	1.07851E-07
4565.01	1.87998E-06	0.000002	2.5E-09	1.20017E-07
4575.02	1.88199E-06	0.000002	2.5E-09	1.18007E-07
4585.01	1.88381E-06	0.000002	2.5E-09	1.1619E-07
4595.02	1.89013E-06	0.000002	2.5E-09	1.09875E-07
4605.02	1.87299E-06	0.000002	2.5E-09	1.2701E-07
4615	1.87688E-06	0.000002	2.5E-09	1.2312E-07
4625.02	1.88065E-06	0.000002	2.5E-09	1.19348E-07
4635.02	1.89011E-06	0.000002	2.5E-09	1.09889E-07
4645.02	1.87638E-06	0.000002	2.5E-09	1.23617E-07
4655.02	1.87787E-06	0.000002	2.5E-09	1.22129E-07
4665.01	1.86982E-06	0.000002	2.5E-09	1.30176E-07
4675.01	1.89452E-06	0.000002	2.5E-09	1.05484E-07
4685.01	1.8881E-06	0.000002	2.5E-09	1.11899E-07
4695.01	0.0000019	0.000002	2.5E-09	1E-07
4705.02	1.88313E-06	0.000002	2.5E-09	1.16874E-07
4715.01	1.88241E-06	0.000002	2.5E-09	1.17593E-07
4725.02	1.87845E-06	0.000002	2.5E-09	1.21551E-07
4735.02	1.89015E-06	0.000002	2.5E-09	1.09845E-07
4745.02	1.8885E-06	0.000002	2.5E-09	1.115E-07
4755.01	1.89334E-06	0.000002	2.5E-09	1.06663E-07
4765.01	1.87703E-06	0.000002	2.5E-09	1.22973E-07
4775	1.87659E-06	0.000002	2.5E-09	1.23405E-07
4785.02	1.8732E-06	0.000002	2.5E-09	1.26805E-07
4795.02	1.8852E-06	0.000002	2.5E-09	1.14801E-07
4805.01	1.88263E-06	0.000002	2.5E-09	1.17375E-07
4815.02	1.88585E-06	0.000002	2.5E-09	1.14155E-07
4825.01	1.88751E-06	0.000002	2.5E-09	1.12488E-07
4835.02	1.89392E-06	0.000002	2.5E-09	1.06075E-07
4845.01	1.87567E-06	0.000002	2.5E-09	1.24329E-07
4855.01	1.88746E-06	0.000002	2.5E-09	1.12542E-07
4865.02	1.88583E-06	0.000002	2.5E-09	1.1417E-07
4875.02	1.8886E-06	0.000002	2.5E-09	1.11405E-07
4885.01	1.88E-06	0.000002	2.5E-09	1.19997E-07
4895.01	1.87933E-06	0.000002	2.5E-09	1.20674E-07
4905.02	1.89866E-06	0.000002	2.5E-09	1.0134E-07
4915.02	1.87836E-06	0.000002	2.5E-09	1.21642E-07
4925.01	1.88435E-06	0.000002	2.5E-09	1.15654E-07
4935	1.88271E-06	0.000002	2.5E-09	1.17288E-07
4945.01	1.88766E-06	0.000002	2.5E-09	1.12336E-07
4955.01	1.88331E-06	0.000002	2.5E-09	1.16693E-07
4965.01	1.889E-06	0.000002	2.5E-09	1.11E-07
4975.01	1.8678E-06	0.000002	2.5E-09	1.32202E-07
4985.01	1.87863E-06	0.000002	2.5E-09	1.21369E-07
4995.01	1.87687E-06	0.000002	2.5E-09	1.23132E-07
5005.01	1.87777E-06	0.000002	2.5E-09	1.2223E-07
5015.01	1.88343E-06	0.000002	2.5E-09	1.16574E-07
5025.01	1.87508E-06	0.000002	2.5E-09	1.24917E-07
5035.02	1.87716E-06	0.000002	2.5E-09	1.2284E-07
5045.01	1.88413E-06	0.000002	2.5E-09	1.15871E-07
5055.01	1.87408E-06	0.000002	2.5E-09	1.25919E-07
5065.01	1.87587E-06	0.000002	2.5E-09	1.24135E-07
5075.02	1.88802E-06	0.000002	2.5E-09	1.11976E-07
5085.02	1.86481E-06	0.000002	2.5E-09	1.3519E-07
5095.01	1.87404E-06	0.000002	2.5E-09	1.25963E-07
5105.01	1.88659E-06	0.000002	2.5E-09	1.13415E-07
5115.02	1.88595E-06	0.000002	2.5E-09	1.14054E-07
5125.02	1.88311E-06	0.000002	2.5E-09	1.16888E-07
5135.02	1.88562E-06	0.000002	2.5E-09	1.14382E-07
5145.01	1.87359E-06	0.000002	2.5E-09	1.26406E-07
5155.01	1.86589E-06	0.000002	2.5E-09	1.34115E-07
5165.01	1.88377E-06	0.000002	2.5E-09	1.16233E-07
5175.02	1.88135E-06	0.000002	2.5E-09	1.1865E-07
5185.02	1.88449E-06	0.000002	2.5E-09	1.15508E-07
5195.01	1.87882E-06	0.000002	2.5E-09	1.21176E-07
5205.01	1.87887E-06	0.000002	2.5E-09	1.21131E-07
5215.02	1.87813E-06	0.000002	2.5E-09	1.2187E-07
5225.02	1.88028E-06	0.000002	2.5E-09	1.19716E-07
5235.01	1.88287E-06	0.000002	2.5E-09	1.17129E-07
5245.01	1.87855E-06	0.000002	2.5E-09	1.21452E-07
5255.02	1.8742E-06	0.000002	2.5E-09	1.25797E-07
5265.02	1.87198E-06	0.000002	2.5E-09	1.28018E-07
5275.01	1.87778E-06	0.000002	2.5E-09	1.22219E-07
5285.01	1.87443E-06	0.000002	2.5E-09	1.25566E-07
5295.01	1.8658E-06	0.000002	2.5E-09	1.34204E-07
5305.02	1.88014E-06	0.000002	2.5E-09	1.19861E-07
5315.02	1.86813E-06	0.000002	2.5E-09	1.31868E-07
5325.01	1.87193E-06	0.000002	2.5E-09	1.28069E-07
5335.01	1.87987E-06	0.000002	2.5E-09	1.20125E-07
5345.02	1.87377E-06	0.000002	2.5E-09	1.26233E-07
5355.01	1.87437E-06	0.000002	2.5E-09	1.25626E-07
5365.02	1.8801E-06	0.000002	2.5E-09	1.19901E-07
5375.02	1.88187E-06	0.000002	2.5E-09	1.18129E-07
5385.01	1.8736E-06	0.000002	2.5E-09	1.26401E-07
5395	1.87528E-06	0.000002	2.5E-09	1.24722E-07
5405.01	1.87367E-06	0.000002	2.5E-09	1.26335E-07
5415.02	1.86687E-06	0.000002	2.5E-09	1.33133E-07
5425.02	1.88175E-06	0.000002	2.5E-09	1.18252E-07
5435.02	1.87057E-06	0.000002	2.5E-09	1.29425E-07
5445.01	1.86403E-06	0.000002	2.5E-09	1.35975E-07
5455.02	1.87253E-06	0.000002	2.5E-09	1.27474E-07
5465.02	1.88535E-06	0.000002	2.5E-09	1.14649E-07
5475.01	1.86952E-06	0.000002	2.5E-09	1.30477E-07
5485.02	1.86831E-06	0.000002	2.5E-09	1.31692E-07
5495.01	1.8763E-06	0.000002	2.5E-09	1.23699E-07
5505.02	1.87529E-06	0.000002	2.5E-09	1.24714E-07
5515.02	1.8809E-06	0.000002	2.5E-09	1.19104E-07
5525.02	1.86673E-06	0.000002	2.5E-09	1.33273E-07
5535.02	1.87323E-06	0.000002	2.5E-09	1.26768E-07
5545.01	1.8789E-06	0.000002	2.5E-09	1.21099E-07
5555	1.87908E-06	0.000002	2.5E-09	1.20921E-07
5565.02	1.86801E-06	0.000002	2.5E-09	1.31985E-07
5575.02	1.86313E-06	0.000002	2.5E-09	1.36873E-07
5585.01	1.86795E-06	0.000002	2.5E-09	1.32047E-07
5595.02	1.86909E-06	0.000002	2.5E-09	1.30907E-07
5605.02	1.87801E-06	0.000002	2.5E-09	1.21993E-07
5615.02	1.87203E-06	0.000002	2.5E-09	1.27967E-07
5625.01	1.86704E-06	0.000002	2.5E-09	1.32956E-07
5635.02	1.87917E-06	0.000002	2.5E-09	1.20834E-07
5645.01	1.8703E-06	0.000002	2.5E-09	1.29697E-07
5655.02	1.87928E-06	0.000002	2.5E-09	1.20717E-07
5665.02	1.85534E-06	0.000002	2.5E-09	1.44657E-07
5675.02	1.87725E-06	0.000002	2.5E-09	1.22749E-07
5685.01	1.87678E-06	0.000002	2.5E-09	1.23218E-07
5695.02	1.87092E-06	0.000002	2.5E-09	1.29076E-07
5705.01	1.86116E-06	0.000002	2.5E-09	1.38843E-07
5715.02	1.86275E-06	0.000002	2.5E-09	1.37248E-07
5725.01	1.87206E-06	0.000002	2.5E-09	1.27937E-07
5735.01	1.87962E-06	0.000002	2.5E-09	1.20383E-07
5745.01	1.86622E-06	0.000002	2.5E-09	1.33782E-07
5755.01	1.86563E-06	0.000002	2.5E-09	1.34373E-07
5765.01	1.85627E-06	0.000002	2.5E-09	1.43735E-07
5775.02	1.8703E-06	0.000002	2.5E-09	1.29702E-07
5785.02	1.87924E-06	0.000002	2.5E-09	1.20757E-07
5795.02	1.86727E-06	0.000002	2.5E-09	1.32727E-07
5805.02	1.86861E-06	0.000002	2.5E-09	1.31389E-07
5815.01	1.86221E-06	0.000002	2.5E-09	1.37786E-07
5825	1.87188E-06	0.000002	2.5E-09	1.28123E-07
5835.01	1.85672E-06	0.000002	2.5E-09	1.43279E-07
5845.01	1.86955E-06	0.000002	2.5E-09	1.30451E-07
5855.01	1.86302E-06	0.000002	2.5E-09	1.36981E-07
5865.01	1.86174E-06	0.000002	2.5E-09	1.38257E-07
5875.02	1.8625E-06	0.000002	2.5E-09	1.37497E-07
5885.01	1.85973E-06	0.000002	2.5E-09	1.4027E-07
5895.01	1.86096E-06	0.000002	2.5E-09	1.39036E-07
5905.02	1.85855E-06	0.000002	2.5E-09	1.41452E-07
5915.01	1.86541E-06	0.000002	2.5E-09	1.34594E-07
5925.02	1.86332E-06	0.000002	2.5E-09	1.36683E-07
5935.02	1.86421E-06	0.000002	2.5E-09	1.35794E-07
5945.02	1.85752E-06	0.000002	2.5E-09	1.42475E-07
5955.02	1.86394E-06	0.000002	2.5E-09	1.36057E-07
5965.02	1.86073E-06	0.000002	2.5E-09	1.39274E-07
5975.02	1.86208E-06	0.000002	2.5E-09	1.3792E-07
5985.01	1.85939E-06	0.000002	2.5E-09	1.40606E-07
5995.01	1.86715E-06	0.000002	2.5E-09	1.32852E-07
6005.02	1.85491E-06	0.000002	2.5E-09	1.4509E-07
6015.02	1.84671E-06	0.000002	2.5E-09	1.53294E-07
6025.01	1.8672E-06	0.000002	2.5E-09	1.32795E-07
6035.02	1.86357E-06	0.000002	2.5E-09	1.36434E-07
6045.02	1.85558E-06	0.000002	2.5E-09	1.44421E-07
6055.02	1.86359E-06	0.000002	2.5E-09	1.36411E-07
6065.02	1.85163E-06	0.000002	2.5E-09	1.48365E-07
6075.02	1.85507E-06	0.000002	2.5E-09	1.44926E-07
6085.02	1.86143E-06	0.000002	2.5E-09	1.38574E-07
6095.02	1.86327E-06	0.000002	2.5E-09	1.36727E-07
6105.02	1.85243E-06	0.000002	2.5E-09	1.47568E-07
6115.02	1.87006E-06	0.000002	2.5E-09	1.29937E-07
6125.02	1.85369E-06	0.000002	2.5E-09	1.46313E-07
6135.01	1.87197E-06	0.000002	2.5E-09	1.28032E-07
6145.01	1.85792E-06	0.000002	2.5E-09	1.42084E-07
6155.02	1.85649E-06	0.000002	2.5E-09	1.43514E-07
6165.02	1.85166E-06	0.000002	2.5E-09	1.48337E-07
6175.02	1.86287E-06	0.000002	2.5E-09	1.37132E-07
6185.01	1.85409E-06	0.000002	2.5E-09	1.45915E-07
6195.02	1.85444E-06	0.000002	2.5E-09	1.45556E-07
6205.02	1.86948E-06	0.000002	2.5E-09	1.30518E-07
6215.02	1.85564E-06	0.000002	2.5E-09	1.44356E-07
6225.02	1.84607E-06	0.000002	2.5E-09	1.53934E-07
6235	1.85731E-06	0.000002	2.5E-09	1.42695E-07
6245.01	1.84567E-06	0.000002	2.5E-09	1.54331E-07
6255.01	1.85672E-06	0.000002	2.5E-09	1.43276E-07
6265.02	1.8495E-06	0.000002	2.5E-09	1.50498E-07
6275.02	1.84536E-06	0.000002	2.5E-09	1.54638E-07
6285.01	1.85707E-06	0.000002	2.5E-09	1.42933E-07
6295.01	1.85587E-06	0.000002	2.5E-09	1.44125E-07
6305.02	1.84459E-06	0.000002	2.5E-09	1.55411E-07
6315.01	1.85543E-06	0.000002	2.5E-09	1.44574E-07
6325.02	1.84565E-06	0.000002	2.5E-09	1.54351E-07
6335.01	1.84951E-06	0.000002	2.5E-09	1.50485E-07
6345.01	1.84751E-06	0.000002	2.5E-09	1.52491E-07
6355.02	1.85653E-06	0.000002	2.5E-09	1.43467E-07
6365.01	1.84522E-06	0.000002	2.5E-09	1.54779E-07
6375.02	1.83827E-06	0.000002	2.5E-09	1.61732E-07
6385.02	1.8531E-06	0.000002	2.5E-09	1.46897E-07
6395.01	1.85523E-06	0.000002	2.5E-09	1.44767E-07
6405.02	1.85223E-06	0.000002	2.5E-09	1.47766E-07
6415.02	1.84768E-06	0.000002	2.5E-09	1.52318E-07
6425.01	1.85003E-06	0.000002	2.5E-09	1.49974E-07
6435.01	1.84771E-06	0.000002	2.5E-09	1.52287E-07
6445.01	1.84591E-06	0.000002	2.5E-09	1.54085E-07
6455.02	1.84699E-06	0.000002	2.5E-09	1.53005E-07
6465.01	1.84934E-06	0.000002	2.5E-09	1.50663E-07
6475.01	1.84669E-06	0.000002	2.5E-09	1.53314E-07
6485.01	1.8457E-06	0.000002	2.5E-09	1.54302E-07
6495.02	1.85273E-06	0.000002	2.5E-09	1.47273E-07
6505.02	1.84221E-06	0.000002	2.5E-09	1.57786E-07
6515.02	1.84279E-06	0.000002	2.5E-09	1.57208E-07
6525.01	1.83403E-06	0.000002	2.5E-09	1.6597E-07
6535.02	1.84536E-06	0.000002	2.5E-09	1.54635E-07
6545.02	1.84415E-06	0.000002	2.5E-09	1.55853E-07
6555.02	1.84657E-06	0.000002	2.5E-09	1.53427E-07
6565.01	1.84175E-06	0.000002	2.5E-09	1.58254E-07
6575.02	1.84507E-06	0.000002	2.5E-09	1.54926E-07
6585.01	1.85046E-06	0.000002	2.5E-09	1.49541E-07
6595.01	1.84363E-06	0.000002	2.5E-09	1.56372E-07
6605.02	1.84372E-06	0.000002	2.5E-09	1.56282E-07
6615.01	1.84299E-06	0.000002	2.5E-09	1.5701E-07
6625.01	1.85459E-06	0.000002	2.5E-09	1.45413E-07
6635.02	1.8416E-06	0.000002	2.5E-09	1.58396E-07
6645.02	1.84594E-06	0.000002	2.5E-09	1.54061E-07
6655.02	1.8389E-06	0.000002	2.5E-09	1.61097E-07
6665.02	1.84005E-06	0.000002	2.5E-09	1.59954E-07
6675.02	1.83114E-06	0.000002	2.5E-09	1.68858E-07
6685.01	1.84723E-06	0.000002	2.5E-09	1.52772E-07
6695.02	1.84864E-06	0.000002	2.5E-09	1.51357E-07
6705.01	1.83753E-06	0.000002	2.5E-09	1.62472E-07
6715.02	1.83954E-06	0.000002	2.5E-09	1.60464E-07
6725.02	1.85273E-06	0.000002	2.5E-09	1.47274E-07
6735.02	1.84097E-06	0.000002	2.5E-09	1.5903E-07
6745.01	1.84272E-06	0.000002	2.5E-09	1.57282E-07
6755.01	1.83702E-06	0.000002	2.5E-09	1.62979E-07
6765.02	1.83438E-06	0.000002	2.5E-09	1.65623E-07
6775.02	1.83569E-06	0.000002	2.5E-09	1.64309E-07
6785.01	1.83386E-06	0.000002	2.5E-09	1.6614E-07
6795.02	1.84798E-06	0.000002	2.5E-09	1.52023E-07
6805.03	1.85403E-06	0.000002	2.5E-09	1.45975E-07
6815.02	1.83639E-06	0.000002	2.5E-09	1.63606E-07
6825.02	1.84803E-06	0.000002	2.5E-09	1.51973E-07
6835.02	1.84782E-06	0.000002	2.5E-09	1.5218E-07
6845.01	1.83468E-06	0.000002	2.5E-09	1.6532E-07
6855.02	1.83999E-06	0.000002	2.5E-09	1.60014E-07
6865.01	1.84864E-06	0.000002	2.5E-09	1.51358E-07
6875	1.83704E-06	0.000002	2.5E-09	1.62964E-07
6885.02	1.84105E-06	0.000002	2.5E-09	1.58952E-07
6895.01	1.83464E-06	0.000002	2.5E-09	1.6536E-07
6905.01	1.83569E-06	0.000002	2.5E-09	1.64314E-07
6915.02	1.83827E-06	0.000002	2.5E-09	1.61731E-07
6925.01	1.83953E-06	0.000002	2.5E-09	1.60474E-07
6935.02	1.84055E-06	0.000002	2.5E-09	1.5945E-07
6945.01	1.83257E-06	0.000002	2.5E-09	1.67434E-07
6955.01	1.83188E-06	0.000002	2.5E-09	1.6812E-07
6965.01	1.82783E-06	0.000002	2.5E-09	1.72174E-07
6975.02	1.83761E-06	0.000002	2.5E-09	1.62392E-07
6985.02	1.83541E-06	0.000002	2.5E-09	1.64586E-07
6995.01	1.83509E-06	0.000002	2.5E-09	1.64909E-07
7005.01	1.82832E-06	0.000002	2.5E-09	1.71684E-07
7015.01	1.82672E-06	0.000002	2.5E-09	1.73282E-07
7025.02	1.83473E-06	0.000002	2.5E-09	1.65266E-07
7035.02	1.8397E-06	0.000002	2.5E-09	1.60304E-07
7045.02	1.83483E-06	0.000002	2.5E-09	1.65173E-07
7055.01	1.84035E-06	0.000002	2.5E-09	1.59649E-07
7065.02	1.82301E-06	0.000002	2.5E-09	1.76989E-07
7075.02	1.82703E-06	0.000002	2.5E-09	1.72968E-07
7085.02	1.82886E-06	0.000002	2.5E-09	1.71136E-07
7095.01	1.8228E-06	0.000002	2.5E-09	1.77202E-07
7105.02	1.83397E-06	0.000002	2.5E-09	1.66028E-07
7115.01	1.8185E-06	0.000002	2.5E-09	1.81505E-07
7125.03	1.82855E-06	0.000002	2.5E-09	1.71448E-07
7135.01	1.82682E-06	0.000002	2.5E-09	1.73184E-07
7145.02	1.8193E-06	0.000002	2.5E-09	1.80705E-07
7155.02	1.82957E-06	0.000002	2.5E-09	1.7043E-07
7165.01	1.83459E-06	0.000002	2.5E-09	1.65414E-07
7175	1.83752E-06	0.000002	2.5E-09	1.62483E-07
7185.01	1.82228E-06	0.000002	2.5E-09	1.77716E-07
7195.02	1.82744E-06	0.000002	2.5E-09	1.72563E-07
7205.01	1.82981E-06	0.000002	2.5E-09	1.70185E-07
7215.02	1.82516E-06	0.000002	2.5E-09	1.74842E-07
7225.02	1.83843E-06	0.000002	2.5E-09	1.61571E-07
7235.02	1.82606E-06	0.000002	2.5E-09	1.73937E-07
7245.02	1.83045E-06	0.000002	2.5E-09	1.69547E-07
7255.02	1.82206E-06	0.000002	2.5E-09	1.7794E-07
7265.01	1.81229E-06	0.000002	2.5E-09	1.87707E-07
7275.01	1.82174E-06	0.000002	2.5E-09	1.78256E-07
7285.01	1.82595E-06	0.000002	2.5E-09	1.74051E-07
7295.01	1.81823E-06	0.000002	2.5E-09	1.81771E-07
7305.01	1.81826E-06	0.000002	2.5E-09	1.8174E-07
7315.02	1.82994E-06	0.000002	2.5E-09	1.7006E-07
7325.02	1.82662E-06	0.000002	2.5E-09	1.73376E-07
7335.02	1.82153E-06	0.000002	2.5E-09	1.78466E-07
7345.01	1.8276E-06	0.000002	2.5E-09	1.72404E-07
7355.02	1.83103E-06	0.000002	2.5E-09	1.68969E-07
7365.01	1.82656E-06	0.000002	2.5E-09	1.73444E-07
7375.01	1.81604E-06	0.000002	2.5E-09	1.8396E-07
7385.02	1.82173E-06	0.000002	2.5E-09	1.78266E-07
7395.01	1.81033E-06	0.000002	2.5E-09	1.89674E-07
7405.02	1.81575E-06	0.000002	2.5E-09	1.84249E-07
7415.01	1.81354E-06	0.000002	2.5E-09	1.86462E-07
7425.02	1.82015E-06	0.000002	2.5E-09	1.79855E-07
7435.01	1.81767E-06	0.000002	2.5E-09	1.82328E-07
7445.02	1.83015E-06	0.000002	2.5E-09	1.69855E-07
7455.01	1.825E-06	0.000002	2.5E-09	1.75003E-07
7465.02	1.82238E-06	0.000002	2.5E-09	1.77616E-07
7475.01	1.82062E-06	0.000002	2.5E-09	1.7938E-07
7485.01	1.81824E-06	0.000002	2.5E-09	1.81755E-07
7495.02	1.83287E-06	0.000002	2.5E-09	1.67132E-07
7505.01	1.81433E-06	0.000002	2.5E-09	1.85669E-07
7515.01	1.81416E-06	0.000002	2.5E-09	1.85837E-07
7525.01	1.81947E-06	0.000002	2.5E-09	1.80533E-07
7535.02	1.81457E-06	0.000002	2.5E-09	1.85431E-07
7545.02	1.81415E-06	0.000002	2.5E-09	1.85848E-07
7555.02	1.80146E-06	0.000002	2.5E-09	1.98538E-07
7565.02	1.82894E-06	0.000002	2.5E-09	1.71065E-07
7575.01	1.82111E-06	0.000002	2.5E-09	1.78892E-07
7585.02	1.82556E-06	0.000002	2.5E-09	1.74444E-07
7595.01	1.81833E-06	0.000002	2.5E-09	1.81672E-07
7605.01	1.81592E-06	0.000002	2.5E-09	1.84084E-07
7615.02	1.81277E-06	0.000002	2.5E-09	1.87231E-07
7625.02	1.80608E-06	0.000002	2.5E-09	1.93925E-07
7635.01	1.81589E-06	0.000002	2.5E-09	1.84108E-07
7645.01	1.81539E-06	0.000002	2.5E-09	1.84611E-07
7655.02	1.81052E-06	0.000002	2.5E-09	1.89478E-07
7665.01	1.81351E-06	0.000002	2.5E-09	1.86491E-07
7675.02	1.82095E-06	0.000002	2.5E-09	1.79048E-07
7685.01	1.81005E-06	0.000002	2.5E-09	1.89954E-07
7695.02	1.818E-06	0.000002	2.5E-09	1.82002E-07
7705.02	1.81285E-06	0.000002	2.5E-09	1.87154E-07
7715.01	1.82563E-06	0.000002	2.5E-09	1.74368E-07
7725.02	1.81722E-06	0.000002	2.5E-09	1.82783E-07
7735.02	1.81136E-06	0.000002	2.5E-09	1.88636E-07
7745.02	1.80575E-06	0.000002	2.5E-09	1.94248E-07
7755.02	1.80504E-06	0.000002	2.5E-09	1.94963E-07
7765.02	1.81302E-06	0.000002	2.5E-09	1.86981E-07
7775.02	1.81015E-06	0.000002	2.5E-09	1.89849E-07
7785.02	1.81527E-06	0.000002	2.5E-09	1.8473E-07
7795.02	1.81377E-06	0.000002	2.5E-09	1.8623E-07
7805.01	1.81024E-06	0.000002	2.5E-09	1.89762E-07
7815.01	1.80768E-06	0.000002	2.5E-09	1.92321E-07
7825.02	1.80938E-06	0.000002	2.5E-09	1.90617E-07
7835.01	1.81606E-06	0.000002	2.5E-09	1.83942E-07
7845.01	1.81267E-06	0.000002	2.5E-09	1.87328E-07
7855.02	1.81005E-06	0.000002	2.5E-09	1.89949E-07
7865.02	1.80362E-06	0.000002	2.5E-09	1.96381E-07
7875.02	1.8069E-06	0.000002	2.5E-09	1.93104E-07
7885.02	1.81148E-06	0.000002	2.5E-09	1.8852E-07
7895.02	1.81125E-06	0.000002	2.5E-09	1.88745E-07
7905.02	1.80712E-06	0.000002	2.5E-09	1.92879E-07
7915.01	1.80782E-06	0.000002	2.5E-09	1.9218E-07
7925.02	1.80738E-06	0.000002	2.5E-09	1.92616E-07
7935.01	1.81871E-06	0.000002	2.5E-09	1.81295E-07
7945.01	1.81251E-06	0.000002	2.5E-09	1.87494E-07
7955.01	1.80801E-06	0.000002	2.5E-09	1.91995E-07
7965.02	1.79939E-06	0.000002	2.5E-09	2.00606E-07
7975.01	1.79824E-06	0.000002	2.5E-09	2.01763E-07
7985.01	1.80666E-06	0.000002	2.5E-09	1.93341E-07
7995.01	1.80009E-06	0.000002	2.5E-09	1.99907E-07
8005.02	1.80397E-06	0.000002	2.5E-09	1.96032E-07
8015.01	1.79975E-06	0.000002	2.5E-09	2.00252E-07
8025.02	1.81454E-06	0.000002	2.5E-09	1.85464E-07
8035.02	1.79843E-06	0.000002	2.5E-09	2.01573E-07
8045.01	1.79771E-06	0.000002	2.5E-09	2.02287E-07
