Time (s)	40nM	[G-act]	[A208W]	[G-act] (t)
915.02	1.11011E-06	0.000002	0.00000004	8.89889E-07
925.02	1.12878E-06	0.000002	0.00000004	8.71222E-07
935.02	1.14424E-06	0.000002	0.00000004	8.55763E-07
945.02	1.15463E-06	0.000002	0.00000004	8.45371E-07
955.02	1.18019E-06	0.000002	0.00000004	8.1981E-07
965	1.21245E-06	0.000002	0.00000004	7.87554E-07
975.02	1.21175E-06	0.000002	0.00000004	7.88249E-07
985.01	1.23641E-06	0.000002	0.00000004	7.63587E-07
995.02	1.26881E-06	0.000002	0.00000004	7.3119E-07
1005.01	1.27911E-06	0.000002	0.00000004	7.20886E-07
1015.01	1.2865E-06	0.000002	0.00000004	7.135E-07
1025.02	1.30956E-06	0.000002	0.00000004	6.90442E-07
1035.01	1.3233E-06	0.000002	0.00000004	6.76704E-07
1045.02	1.346E-06	0.000002	0.00000004	6.53998E-07
1055.01	1.36091E-06	0.000002	0.00000004	6.39086E-07
1065.02	1.37855E-06	0.000002	0.00000004	6.21448E-07
1075.02	1.39552E-06	0.000002	0.00000004	6.04484E-07
1085.02	1.40534E-06	0.000002	0.00000004	5.94664E-07
1095.01	1.43319E-06	0.000002	0.00000004	5.66812E-07
1105.01	1.46038E-06	0.000002	0.00000004	5.39616E-07
1115.03	1.46212E-06	0.000002	0.00000004	5.37882E-07
1125.01	1.477E-06	0.000002	0.00000004	5.23001E-07
1135.02	1.49002E-06	0.000002	0.00000004	5.09978E-07
1145.01	1.50254E-06	0.000002	0.00000004	4.97462E-07
1155.02	1.53137E-06	0.000002	0.00000004	4.68629E-07
1165.02	1.52715E-06	0.000002	0.00000004	4.72851E-07
1175.01	1.54447E-06	0.000002	0.00000004	4.55526E-07
1185.01	1.55388E-06	0.000002	0.00000004	4.46116E-07
1195.02	1.57607E-06	0.000002	0.00000004	4.23925E-07
1205.02	1.59265E-06	0.000002	0.00000004	4.07351E-07
1215.02	1.5954E-06	0.000002	0.00000004	4.04604E-07
1225.02	1.61146E-06	0.000002	0.00000004	3.88544E-07
1235.02	1.62369E-06	0.000002	0.00000004	3.7631E-07
1245.01	1.63698E-06	0.000002	0.00000004	3.63024E-07
1255.02	1.65991E-06	0.000002	0.00000004	3.4009E-07
1265.02	1.66363E-06	0.000002	0.00000004	3.36375E-07
1275.01	1.67315E-06	0.000002	0.00000004	3.26852E-07
1285.02	1.67337E-06	0.000002	0.00000004	3.26628E-07
1295.01	1.69636E-06	0.000002	0.00000004	3.03637E-07
1305.02	1.69643E-06	0.000002	0.00000004	3.03574E-07
1315.01	1.71398E-06	0.000002	0.00000004	2.86022E-07
1325.02	1.71669E-06	0.000002	0.00000004	2.8331E-07
1335.01	1.72485E-06	0.000002	0.00000004	2.75155E-07
1345.01	1.73443E-06	0.000002	0.00000004	2.65574E-07
1355.02	1.74985E-06	0.000002	0.00000004	2.50149E-07
1365.02	1.74563E-06	0.000002	0.00000004	2.5437E-07
1375.01	1.76548E-06	0.000002	0.00000004	2.34524E-07
1385.01	1.75995E-06	0.000002	0.00000004	2.40048E-07
1395.02	1.76106E-06	0.000002	0.00000004	2.38945E-07
1405.01	1.77708E-06	0.000002	0.00000004	2.22919E-07
1415	1.7895E-06	0.000002	0.00000004	2.10503E-07
1425.02	1.78868E-06	0.000002	0.00000004	2.11321E-07
1435.01	1.79942E-06	0.000002	0.00000004	2.00578E-07
1445.01	1.80577E-06	0.000002	0.00000004	1.94228E-07
1455.01	1.80479E-06	0.000002	0.00000004	1.95209E-07
1465.02	1.81205E-06	0.000002	0.00000004	1.8795E-07
1475.01	1.82384E-06	0.000002	0.00000004	1.76157E-07
1485.01	1.81683E-06	0.000002	0.00000004	1.83166E-07
1495.01	1.82366E-06	0.000002	0.00000004	1.76344E-07
1505.01	1.82112E-06	0.000002	0.00000004	1.78875E-07
1515.01	1.8465E-06	0.000002	0.00000004	1.53496E-07
1525.02	1.83187E-06	0.000002	0.00000004	1.68133E-07
1535.02	1.84569E-06	0.000002	0.00000004	1.54309E-07
1545.02	1.84766E-06	0.000002	0.00000004	1.52344E-07
1555.02	1.84335E-06	0.000002	0.00000004	1.56645E-07
1565.01	1.84673E-06	0.000002	0.00000004	1.53274E-07
1575	1.84945E-06	0.000002	0.00000004	1.5055E-07
1585.02	1.85059E-06	0.000002	0.00000004	1.4941E-07
1595.02	1.8574E-06	0.000002	0.00000004	1.42604E-07
1605.02	1.85785E-06	0.000002	0.00000004	1.42151E-07
1615.02	1.86642E-06	0.000002	0.00000004	1.33581E-07
1625.02	1.86236E-06	0.000002	0.00000004	1.37635E-07
1635.01	1.86218E-06	0.000002	0.00000004	1.3782E-07
1645.02	1.86586E-06	0.000002	0.00000004	1.34141E-07
1655.01	1.86746E-06	0.000002	0.00000004	1.3254E-07
1665.01	1.88576E-06	0.000002	0.00000004	1.14241E-07
1675.02	1.87776E-06	0.000002	0.00000004	1.22239E-07
1685.02	1.8689E-06	0.000002	0.00000004	1.31096E-07
1695.01	1.87718E-06	0.000002	0.00000004	1.22821E-07
1705.01	1.89303E-06	0.000002	0.00000004	1.06973E-07
1715.01	1.88466E-06	0.000002	0.00000004	1.1534E-07
1725.01	1.88743E-06	0.000002	0.00000004	1.12566E-07
1735.02	1.88972E-06	0.000002	0.00000004	1.10275E-07
1745.01	1.89321E-06	0.000002	0.00000004	1.06789E-07
1755.01	1.89422E-06	0.000002	0.00000004	1.05783E-07
1765.02	1.8925E-06	0.000002	0.00000004	1.07496E-07
1775.02	1.89811E-06	0.000002	0.00000004	1.01888E-07
1785.01	1.88522E-06	0.000002	0.00000004	1.14775E-07
1795.01	1.89054E-06	0.000002	0.00000004	1.09458E-07
1805.02	1.89712E-06	0.000002	0.00000004	1.02883E-07
1815.01	1.88154E-06	0.000002	0.00000004	1.18461E-07
1825.01	1.88009E-06	0.000002	0.00000004	1.19914E-07
1835.01	1.89212E-06	0.000002	0.00000004	1.07877E-07
1845.02	1.88791E-06	0.000002	0.00000004	1.1209E-07
1855.01	1.89388E-06	0.000002	0.00000004	1.0612E-07
1865.02	1.88744E-06	0.000002	0.00000004	1.12557E-07
1875.02	1.89195E-06	0.000002	0.00000004	1.0805E-07
1885.02	1.89591E-06	0.000002	0.00000004	1.04086E-07
1895.02	1.88737E-06	0.000002	0.00000004	1.12633E-07
1905.01	1.88752E-06	0.000002	0.00000004	1.12479E-07
1915.02	1.88494E-06	0.000002	0.00000004	1.15059E-07
1925	1.87441E-06	0.000002	0.00000004	1.25591E-07
1935.02	1.89101E-06	0.000002	0.00000004	1.08991E-07
1945.01	1.88741E-06	0.000002	0.00000004	1.12589E-07
1955.01	1.88349E-06	0.000002	0.00000004	1.16511E-07
1965.01	1.88726E-06	0.000002	0.00000004	1.12736E-07
1975.01	1.88844E-06	0.000002	0.00000004	1.11557E-07
1985.01	1.87821E-06	0.000002	0.00000004	1.2179E-07
1995.02	0.0000019	0.000002	0.00000004	1E-07
2005.01	1.88232E-06	0.000002	0.00000004	1.17683E-07
2015.01	1.88612E-06	0.000002	0.00000004	1.13879E-07
2025.01	1.88789E-06	0.000002	0.00000004	1.12109E-07
2035.02	1.87997E-06	0.000002	0.00000004	1.20029E-07
2045.02	1.87632E-06	0.000002	0.00000004	1.2368E-07
2055.01	1.89109E-06	0.000002	0.00000004	1.08906E-07
2065.01	1.88326E-06	0.000002	0.00000004	1.16744E-07
2075.01	1.87635E-06	0.000002	0.00000004	1.23648E-07
2085.02	1.87928E-06	0.000002	0.00000004	1.20721E-07
2095.02	1.88367E-06	0.000002	0.00000004	1.16332E-07
2105.01	1.8857E-06	0.000002	0.00000004	1.14298E-07
2115.02	1.87244E-06	0.000002	0.00000004	1.27562E-07
2125.01	1.87196E-06	0.000002	0.00000004	1.2804E-07
2135.01	1.86962E-06	0.000002	0.00000004	1.30378E-07
2145.02	1.87684E-06	0.000002	0.00000004	1.23164E-07
2155.01	1.8789E-06	0.000002	0.00000004	1.21096E-07
2165.02	1.87395E-06	0.000002	0.00000004	1.26045E-07
2175.02	1.87267E-06	0.000002	0.00000004	1.27327E-07
