Time (s)	[F-actin] M	[G-act]	[G-act] (t)
1785.02	2.52291E-06	0.000003	4.77085E-07
1795.02	2.50494E-06	0.000003	4.95062E-07
1805.02	2.53033E-06	0.000003	4.69669E-07
1815.01	2.53353E-06	0.000003	4.6647E-07
1825.02	2.53188E-06	0.000003	4.68116E-07
1835.01	2.53903E-06	0.000003	4.60966E-07
1845.01	2.55248E-06	0.000003	4.47518E-07
1855.02	2.55221E-06	0.000003	4.47794E-07
1865.03	2.54501E-06	0.000003	4.54986E-07
1875.01	2.55078E-06	0.000003	4.49225E-07
1885.02	2.56974E-06	0.000003	4.30256E-07
1895.02	2.57504E-06	0.000003	4.24958E-07
1905.01	2.57797E-06	0.000003	4.22026E-07
1915.01	2.57546E-06	0.000003	4.24541E-07
1925.01	2.58551E-06	0.000003	4.14485E-07
1935.02	2.60026E-06	0.000003	3.99737E-07
1945.02	2.5673E-06	0.000003	4.32702E-07
1955.02	2.60217E-06	0.000003	3.97834E-07
1965.01	2.60208E-06	0.000003	3.97918E-07
1975.02	2.60799E-06	0.000003	3.92007E-07
1985.01	2.62436E-06	0.000003	3.75636E-07
1995.01	2.61242E-06	0.000003	3.87582E-07
2005.01	2.62763E-06	0.000003	3.72373E-07
2015.01	2.62355E-06	0.000003	3.76455E-07
2025.03	2.62195E-06	0.000003	3.78046E-07
2035.02	2.63049E-06	0.000003	3.69511E-07
2045.01	2.64763E-06	0.000003	3.52373E-07
2055.02	2.63821E-06	0.000003	3.61789E-07
2065.01	2.64475E-06	0.000003	3.55248E-07
2075.01	2.64693E-06	0.000003	3.53073E-07
2085.01	2.66082E-06	0.000003	3.39181E-07
2095.02	2.66733E-06	0.000003	3.32668E-07
2105.01	2.64591E-06	0.000003	3.54085E-07
2115.01	2.67301E-06	0.000003	3.26989E-07
2125.02	2.66951E-06	0.000003	3.30485E-07
2135.01	2.66242E-06	0.000003	3.3758E-07
2145.01	2.67534E-06	0.000003	3.24662E-07
2155.01	2.67456E-06	0.000003	3.25436E-07
2165.01	2.68564E-06	0.000003	3.14364E-07
2175.02	2.67198E-06	0.000003	3.28016E-07
2185.03	2.68621E-06	0.000003	3.13789E-07
2195.01	2.69039E-06	0.000003	3.09609E-07
2205.01	2.69149E-06	0.000003	3.08506E-07
2215.02	2.68696E-06	0.000003	3.13041E-07
2225.01	2.68468E-06	0.000003	3.15318E-07
2235.01	2.7006E-06	0.000003	2.99399E-07
2245.02	2.69084E-06	0.000003	3.09164E-07
2255.01	2.6984E-06	0.000003	3.01604E-07
2265.01	2.72555E-06	0.000003	2.7445E-07
2275.02	2.71357E-06	0.000003	2.86426E-07
2285.01	2.72013E-06	0.000003	2.79868E-07
2295.03	2.73203E-06	0.000003	2.67974E-07
2305.01	2.71639E-06	0.000003	2.83614E-07
2315.02	2.71354E-06	0.000003	2.86462E-07
2325.02	2.72394E-06	0.000003	2.7606E-07
2335.02	2.74418E-06	0.000003	2.55816E-07
2345.03	2.72512E-06	0.000003	2.74883E-07
2355.01	2.74312E-06	0.000003	2.56881E-07
2365.02	2.73615E-06	0.000003	2.63851E-07
2375.01	2.75859E-06	0.000003	2.41405E-07
2385.01	2.74992E-06	0.000003	2.50079E-07
2395.02	2.75174E-06	0.000003	2.48258E-07
2405.02	2.75877E-06	0.000003	2.41232E-07
2415.02	2.74969E-06	0.000003	2.50307E-07
2425.01	2.74917E-06	0.000003	2.50826E-07
2435.03	2.77088E-06	0.000003	2.29122E-07
2445.01	2.75982E-06	0.000003	2.40181E-07
2455.02	2.758E-06	0.000003	2.41996E-07
2465.02	2.77161E-06	0.000003	2.28389E-07
2475.02	2.77674E-06	0.000003	2.23263E-07
2485.01	2.77076E-06	0.000003	2.29241E-07
2495.01	2.76738E-06	0.000003	2.32623E-07
2505.03	2.76876E-06	0.000003	2.31235E-07
2515.01	2.77934E-06	0.000003	2.2066E-07
2525.01	2.78757E-06	0.000003	2.12432E-07
2535.02	2.78136E-06	0.000003	2.18644E-07
2545.01	2.77506E-06	0.000003	2.24939E-07
2555.02	2.80164E-06	0.000003	1.98365E-07
2565.01	2.78169E-06	0.000003	2.18313E-07
2575.01	2.79432E-06	0.000003	2.05684E-07
2585.01	2.80066E-06	0.000003	1.99337E-07
2595.03	2.80154E-06	0.000003	1.98461E-07
2605.02	2.79676E-06	0.000003	2.03239E-07
2615.01	2.79596E-06	0.000003	2.04045E-07
2625.02	2.79042E-06	0.000003	2.09579E-07
2635.02	2.80694E-06	0.000003	1.93061E-07
2645.02	2.8037E-06	0.000003	1.96304E-07
2655.01	2.79494E-06	0.000003	2.05058E-07
2665.03	2.80259E-06	0.000003	1.97407E-07
2675.01	2.80136E-06	0.000003	1.98644E-07
2685.02	2.80863E-06	0.000003	1.91374E-07
2695.01	2.81933E-06	0.000003	1.80674E-07
2705.01	2.80755E-06	0.000003	1.92454E-07
2715.01	2.81527E-06	0.000003	1.84726E-07
2725.01	2.81792E-06	0.000003	1.82075E-07
2735.01	2.82942E-06	0.000003	1.70577E-07
2745.02	2.81584E-06	0.000003	1.84161E-07
2755.02	2.81879E-06	0.000003	1.81209E-07
2765.01	2.81225E-06	0.000003	1.8775E-07
2775.02	2.831E-06	0.000003	1.69004E-07
2785.02	2.82517E-06	0.000003	1.74833E-07
2795.02	2.83239E-06	0.000003	1.67611E-07
2805.02	2.82462E-06	0.000003	1.75383E-07
2815.02	2.82006E-06	0.000003	1.79945E-07
2825.03	2.8233E-06	0.000003	1.76698E-07
2835.01	2.83963E-06	0.000003	1.60372E-07
2845.02	2.83729E-06	0.000003	1.62706E-07
2855.02	2.84076E-06	0.000003	1.59241E-07
2865.01	2.84044E-06	0.000003	1.59562E-07
2875.01	2.84922E-06	0.000003	1.50784E-07
2885.02	2.84099E-06	0.000003	1.59013E-07
2895.02	2.84433E-06	0.000003	1.5567E-07
2905.01	2.84187E-06	0.000003	1.58129E-07
2915.02	2.85467E-06	0.000003	1.45333E-07
2925.02	2.8555E-06	0.000003	1.44499E-07
2935.02	2.85177E-06	0.000003	1.48227E-07
2945.01	2.84891E-06	0.000003	1.51085E-07
2955.02	2.84941E-06	0.000003	1.50587E-07
2965.01	2.8566E-06	0.000003	1.43399E-07
2975.01	2.84817E-06	0.000003	1.51826E-07
2985.01	2.85387E-06	0.000003	1.46127E-07
2995.02	2.85875E-06	0.000003	1.41249E-07
3005.03	2.86029E-06	0.000003	1.39713E-07
3015.02	2.86665E-06	0.000003	1.33345E-07
3025.02	2.86857E-06	0.000003	1.3143E-07
3035.01	2.85876E-06	0.000003	1.41238E-07
3045.01	2.86697E-06	0.000003	1.33028E-07
3055.01	2.85511E-06	0.000003	1.44888E-07
3065.01	2.87945E-06	0.000003	1.20545E-07
3075.01	2.86528E-06	0.000003	1.34718E-07
3085.01	2.87504E-06	0.000003	1.2496E-07
3095.01	2.86133E-06	0.000003	1.38666E-07
3105.01	2.86517E-06	0.000003	1.34832E-07
3115.01	2.86714E-06	0.000003	1.32864E-07
3125.02	2.88481E-06	0.000003	1.15191E-07
3135.01	2.89778E-06	0.000003	1.0222E-07
3145.02	2.85747E-06	0.000003	1.42534E-07
3155.01	2.87519E-06	0.000003	1.24806E-07
3165.03	2.87833E-06	0.000003	1.21667E-07
3175.01	2.87192E-06	0.000003	1.28084E-07
3185.02	2.88267E-06	0.000003	1.17333E-07
3195.02	2.89869E-06	0.000003	1.0131E-07
3205.01	2.8995E-06	0.000003	1.00501E-07
3215.02	2.88799E-06	0.000003	1.12009E-07
3225.01	2.87781E-06	0.000003	1.22186E-07
3235.03	2.88236E-06	0.000003	1.17639E-07
3245.02	2.89281E-06	0.000003	1.07195E-07
3255.02	2.88008E-06	0.000003	1.19918E-07
3265.02	2.89287E-06	0.000003	1.07128E-07
3275.01	2.88355E-06	0.000003	1.16447E-07
3285.01	2.88596E-06	0.000003	1.14044E-07
3295.01	2.88755E-06	0.000003	1.12453E-07
3305.02	2.89404E-06	0.000003	1.05962E-07
3315.02	0.0000029	0.000003	1E-07
