Time (s)	[F-actin] M	[G-act]	[G-act] (t)
495.03	1.86136E-06	0.000004	2.13864E-06
505.01	1.88913E-06	0.000004	2.11087E-06
515.01	1.9336E-06	0.000004	2.0664E-06
525.01	1.97143E-06	0.000004	2.02857E-06
535.01	1.99779E-06	0.000004	2.00221E-06
545.01	2.044E-06	0.000004	1.956E-06
555.01	2.07658E-06	0.000004	1.92342E-06
565.02	2.12369E-06	0.000004	1.87631E-06
575.01	2.15217E-06	0.000004	1.84783E-06
585.02	2.17736E-06	0.000004	1.82264E-06
595.01	2.19547E-06	0.000004	1.80453E-06
605.02	2.23897E-06	0.000004	1.76103E-06
615.02	2.2732E-06	0.000004	1.7268E-06
625.01	2.29937E-06	0.000004	1.70063E-06
635.01	2.33672E-06	0.000004	1.66328E-06
645.01	2.34303E-06	0.000004	1.65697E-06
655.02	2.38307E-06	0.000004	1.61693E-06
665.02	2.40475E-06	0.000004	1.59525E-06
675.02	2.43505E-06	0.000004	1.56495E-06
685.02	2.45619E-06	0.000004	1.54381E-06
695.02	2.49058E-06	0.000004	1.50942E-06
705.01	2.51222E-06	0.000004	1.48778E-06
715.01	2.53411E-06	0.000004	1.46589E-06
725	2.56523E-06	0.000004	1.43477E-06
735.01	2.58995E-06	0.000004	1.41005E-06
745.02	2.6126E-06	0.000004	1.3874E-06
755.02	2.64013E-06	0.000004	1.35987E-06
765.01	2.6614E-06	0.000004	1.3386E-06
775.02	2.68044E-06	0.000004	1.31956E-06
785.01	2.7056E-06	0.000004	1.2944E-06
795.02	2.72576E-06	0.000004	1.27424E-06
805.01	2.74254E-06	0.000004	1.25746E-06
815.03	2.77315E-06	0.000004	1.22685E-06
825.01	2.78223E-06	0.000004	1.21777E-06
835.03	2.8097E-06	0.000004	1.1903E-06
845.02	2.82271E-06	0.000004	1.17729E-06
855.02	2.84146E-06	0.000004	1.15854E-06
865.01	2.87857E-06	0.000004	1.12143E-06
875.01	2.88169E-06	0.000004	1.11831E-06
885.02	2.91738E-06	0.000004	1.08262E-06
895.02	2.90647E-06	0.000004	1.09353E-06
905.02	2.92024E-06	0.000004	1.07976E-06
915.01	2.94745E-06	0.000004	1.05255E-06
925.01	2.96001E-06	0.000004	1.03999E-06
935.01	2.99054E-06	0.000004	1.00946E-06
945.01	2.99749E-06	0.000004	1.00251E-06
955.01	3.03187E-06	0.000004	9.68132E-07
965.01	3.03925E-06	0.000004	9.60754E-07
975.01	3.05251E-06	0.000004	9.47486E-07
985.02	3.05435E-06	0.000004	9.45648E-07
995.02	3.08938E-06	0.000004	9.10617E-07
1005.02	3.10215E-06	0.000004	8.97851E-07
1015.01	3.11834E-06	0.000004	8.81659E-07
1025.02	3.13544E-06	0.000004	8.64565E-07
1035.02	3.14634E-06	0.000004	8.53662E-07
1045.02	3.14841E-06	0.000004	8.51588E-07
1055.02	3.16151E-06	0.000004	8.38488E-07
1065.02	3.18723E-06	0.000004	8.12774E-07
1075.01	3.20186E-06	0.000004	7.98138E-07
1085.01	3.20362E-06	0.000004	7.96375E-07
1095.01	3.22364E-06	0.000004	7.7636E-07
1105.02	3.23824E-06	0.000004	7.61757E-07
1115.02	3.24437E-06	0.000004	7.5563E-07
1125.01	3.27054E-06	0.000004	7.29461E-07
1135.02	3.2695E-06	0.000004	7.30498E-07
1145.01	3.28042E-06	0.000004	7.19579E-07
1155.02	3.28976E-06	0.000004	7.10235E-07
1165.01	3.29908E-06	0.000004	7.00915E-07
1175.02	3.30683E-06	0.000004	6.93166E-07
1185.01	3.3391E-06	0.000004	6.60903E-07
1195.01	3.32661E-06	0.000004	6.73391E-07
1205.02	3.33322E-06	0.000004	6.66781E-07
1215.02	3.35575E-06	0.000004	6.4425E-07
1225.02	3.38284E-06	0.000004	6.17156E-07
1235.01	3.37445E-06	0.000004	6.2555E-07
1245.02	3.38942E-06	0.000004	6.10576E-07
1255.01	3.39958E-06	0.000004	6.00425E-07
1265.01	3.39718E-06	0.000004	6.02816E-07
1275.01	3.41525E-06	0.000004	5.84754E-07
1285.01	3.43314E-06	0.000004	5.6686E-07
1295.02	3.43102E-06	0.000004	5.68978E-07
1305.01	3.44956E-06	0.000004	5.50441E-07
1315.01	3.45496E-06	0.000004	5.45039E-07
1325.02	3.46562E-06	0.000004	5.34385E-07
1335.01	3.46874E-06	0.000004	5.31256E-07
1345.01	3.47439E-06	0.000004	5.25608E-07
1355.01	3.47703E-06	0.000004	5.22971E-07
1365.01	3.48422E-06	0.000004	5.15777E-07
1375.01	3.49285E-06	0.000004	5.07152E-07
1385.02	3.48401E-06	0.000004	5.15987E-07
1395.02	3.50489E-06	0.000004	4.95107E-07
1405.02	3.51079E-06	0.000004	4.89213E-07
1415.02	3.53907E-06	0.000004	4.60927E-07
1425.01	3.52363E-06	0.000004	4.76368E-07
1435.02	3.54513E-06	0.000004	4.54868E-07
1445.01	3.53982E-06	0.000004	4.60177E-07
1455.02	3.55661E-06	0.000004	4.43393E-07
1465.02	3.56802E-06	0.000004	4.31975E-07
1475.01	3.54442E-06	0.000004	4.55582E-07
1485.02	3.57499E-06	0.000004	4.2501E-07
1495.02	3.56467E-06	0.000004	4.35333E-07
1505.02	3.58786E-06	0.000004	4.12135E-07
1515.02	3.59181E-06	0.000004	4.08192E-07
1525.01	3.59243E-06	0.000004	4.07573E-07
1535.01	3.59244E-06	0.000004	4.07559E-07
1545.02	3.61368E-06	0.000004	3.86323E-07
1555.01	3.60697E-06	0.000004	3.93027E-07
1565.02	3.61232E-06	0.000004	3.87682E-07
1575.02	3.60791E-06	0.000004	3.92085E-07
1585.02	3.63197E-06	0.000004	3.68031E-07
1595.01	3.62594E-06	0.000004	3.74056E-07
1605.01	3.65579E-06	0.000004	3.44207E-07
1615.02	3.64096E-06	0.000004	3.59038E-07
1625.01	3.64094E-06	0.000004	3.59057E-07
1635.03	3.65701E-06	0.000004	3.42987E-07
1645.01	3.67748E-06	0.000004	3.22519E-07
1655.01	3.66587E-06	0.000004	3.34133E-07
1665.01	3.6697E-06	0.000004	3.30297E-07
1675.02	3.66208E-06	0.000004	3.37922E-07
1685.02	3.66851E-06	0.000004	3.31492E-07
1695.02	3.67295E-06	0.000004	3.2705E-07
1705.02	3.6749E-06	0.000004	3.25097E-07
1715.02	3.69586E-06	0.000004	3.0414E-07
1725.02	3.69361E-06	0.000004	3.06388E-07
1735.02	3.70631E-06	0.000004	2.93685E-07
1745.01	3.68549E-06	0.000004	3.14509E-07
1755.01	3.70321E-06	0.000004	2.96787E-07
1765.01	3.69215E-06	0.000004	3.07854E-07
1775.02	3.7102E-06	0.000004	2.89803E-07
1785.02	3.71381E-06	0.000004	2.86192E-07
1795.02	3.73407E-06	0.000004	2.65933E-07
1805.02	3.72183E-06	0.000004	2.7817E-07
1815.01	3.73166E-06	0.000004	2.68344E-07
1825.02	3.7353E-06	0.000004	2.647E-07
1835.01	3.74503E-06	0.000004	2.54971E-07
1845.01	3.73707E-06	0.000004	2.6293E-07
1855.02	3.73374E-06	0.000004	2.66259E-07
1865.03	3.75597E-06	0.000004	2.4403E-07
1875.01	3.75619E-06	0.000004	2.43813E-07
1885.02	3.75595E-06	0.000004	2.44051E-07
1895.02	3.75209E-06	0.000004	2.47909E-07
1905.01	3.77748E-06	0.000004	2.22524E-07
1915.01	3.75775E-06	0.000004	2.4225E-07
1925.01	3.77371E-06	0.000004	2.26294E-07
1935.02	3.76402E-06	0.000004	2.35983E-07
1945.02	3.76749E-06	0.000004	2.32511E-07
1955.02	3.76704E-06	0.000004	2.32962E-07
1965.01	3.76391E-06	0.000004	2.36086E-07
1975.02	3.7917E-06	0.000004	2.08297E-07
1985.01	3.78908E-06	0.000004	2.10917E-07
1995.01	3.77491E-06	0.000004	2.25093E-07
2005.01	3.80564E-06	0.000004	1.94357E-07
2015.01	3.78422E-06	0.000004	2.15783E-07
2025.03	3.78539E-06	0.000004	2.14614E-07
2035.02	3.78858E-06	0.000004	2.11421E-07
2045.01	3.80849E-06	0.000004	1.91513E-07
2055.02	3.78674E-06	0.000004	2.1326E-07
2065.01	3.79614E-06	0.000004	2.03864E-07
2075.01	3.80116E-06	0.000004	1.98843E-07
2085.01	3.80855E-06	0.000004	1.91452E-07
2095.02	3.78675E-06	0.000004	2.13246E-07
2105.01	3.81571E-06	0.000004	1.8429E-07
2115.01	3.79312E-06	0.000004	2.0688E-07
2125.02	3.80912E-06	0.000004	1.90879E-07
2135.01	3.82375E-06	0.000004	1.76254E-07
2145.01	3.81717E-06	0.000004	1.82833E-07
2155.01	3.83112E-06	0.000004	1.68882E-07
2165.01	3.83148E-06	0.000004	1.68519E-07
2175.02	3.81963E-06	0.000004	1.80371E-07
2185.03	3.82972E-06	0.000004	1.7028E-07
2195.01	3.83204E-06	0.000004	1.67962E-07
2205.01	3.82439E-06	0.000004	1.75608E-07
2215.02	3.84551E-06	0.000004	1.54487E-07
2225.01	3.83607E-06	0.000004	1.63934E-07
2235.01	3.84067E-06	0.000004	1.59331E-07
2245.02	3.8259E-06	0.000004	1.741E-07
2255.01	3.82923E-06	0.000004	1.70765E-07
2265.01	3.84129E-06	0.000004	1.58705E-07
2275.02	3.81748E-06	0.000004	1.82517E-07
2285.01	3.84323E-06	0.000004	1.56774E-07
2295.03	3.84211E-06	0.000004	1.57886E-07
2305.01	3.85564E-06	0.000004	1.44356E-07
2315.02	3.84463E-06	0.000004	1.55373E-07
2325.02	3.84987E-06	0.000004	1.50126E-07
2335.02	3.85145E-06	0.000004	1.4855E-07
2345.03	3.84664E-06	0.000004	1.53359E-07
2355.01	3.85245E-06	0.000004	1.47553E-07
2365.02	3.84994E-06	0.000004	1.5006E-07
2375.01	3.851E-06	0.000004	1.48998E-07
2385.01	3.8489E-06	0.000004	1.51099E-07
2395.02	3.86135E-06	0.000004	1.38655E-07
2405.02	3.86923E-06	0.000004	1.30765E-07
2415.02	3.85844E-06	0.000004	1.41556E-07
2425.01	3.8609E-06	0.000004	1.39098E-07
2435.03	3.85871E-06	0.000004	1.41293E-07
2445.01	3.85253E-06	0.000004	1.47471E-07
2455.02	3.85388E-06	0.000004	1.46124E-07
2465.02	3.86654E-06	0.000004	1.33456E-07
2475.02	3.84731E-06	0.000004	1.52692E-07
2485.01	3.86731E-06	0.000004	1.32694E-07
2495.01	3.86663E-06	0.000004	1.33371E-07
2505.03	3.85914E-06	0.000004	1.40857E-07
2515.01	3.85349E-06	0.000004	1.46514E-07
2525.01	3.86667E-06	0.000004	1.33325E-07
2535.02	3.85831E-06	0.000004	1.41687E-07
2545.01	3.87575E-06	0.000004	1.2425E-07
2555.02	3.88131E-06	0.000004	1.18686E-07
2565.01	3.86486E-06	0.000004	1.35144E-07
2575.01	3.87975E-06	0.000004	1.20252E-07
2585.01	3.88424E-06	0.000004	1.15758E-07
2595.03	3.88925E-06	0.000004	1.10747E-07
2605.02	3.86091E-06	0.000004	1.39091E-07
2615.01	3.87217E-06	0.000004	1.2783E-07
2625.02	3.87677E-06	0.000004	1.23228E-07
2635.02	3.86383E-06	0.000004	1.36171E-07
2645.02	3.84514E-06	0.000004	1.54864E-07
2655.01	3.89384E-06	0.000004	1.06161E-07
2665.03	3.8719E-06	0.000004	1.28096E-07
2675.01	3.87656E-06	0.000004	1.23439E-07
2685.02	3.88634E-06	0.000004	1.13664E-07
2695.01	3.86022E-06	0.000004	1.3978E-07
2705.01	3.88479E-06	0.000004	1.15209E-07
2715.01	3.88558E-06	0.000004	1.14417E-07
2725.01	3.88063E-06	0.000004	1.1937E-07
2735.01	3.89352E-06	0.000004	1.06482E-07
2745.02	3.86311E-06	0.000004	1.3689E-07
2755.02	3.89174E-06	0.000004	1.0826E-07
2765.01	3.86715E-06	0.000004	1.3285E-07
2775.02	3.8734E-06	0.000004	1.26596E-07
2785.02	3.86946E-06	0.000004	1.30543E-07
2795.02	3.882E-06	0.000004	1.18001E-07
2805.02	3.88371E-06	0.000004	1.16289E-07
2815.02	3.88089E-06	0.000004	1.19109E-07
2825.03	3.88402E-06	0.000004	1.15983E-07
2835.01	3.88943E-06	0.000004	1.10571E-07
2845.02	3.86809E-06	0.000004	1.31914E-07
2855.02	3.88937E-06	0.000004	1.10628E-07
2865.01	3.8796E-06	0.000004	1.20403E-07
2875.01	3.87289E-06	0.000004	1.2711E-07
2885.02	3.89424E-06	0.000004	1.05757E-07
2895.02	3.88657E-06	0.000004	1.13426E-07
2905.01	0.0000039	0.000004	1E-07
2915.02	3.88929E-06	0.000004	1.10706E-07
2925.02	3.89344E-06	0.000004	1.06558E-07
2935.02	3.89725E-06	0.000004	1.02754E-07
2945.01	3.88797E-06	0.000004	1.1203E-07
2955.02	3.88036E-06	0.000004	1.19643E-07
2965.01	3.8847E-06	0.000004	1.15296E-07
2975.01	3.89608E-06	0.000004	1.03921E-07
2985.01	3.87245E-06	0.000004	1.27546E-07
2995.02	3.88652E-06	0.000004	1.13477E-07
3005.03	3.88028E-06	0.000004	1.19723E-07
3015.02	3.88858E-06	0.000004	1.11421E-07
3025.02	3.88644E-06	0.000004	1.13555E-07
3035.01	3.86983E-06	0.000004	1.30171E-07
3045.01	3.87959E-06	0.000004	1.20412E-07
3055.01	3.88185E-06	0.000004	1.18153E-07
3065.01	3.88375E-06	0.000004	1.16251E-07
3075.01	3.89059E-06	0.000004	1.09408E-07
